LEA Name,unit_code,School Name,SBE District,SPG Grade,SPG Score,Reading SPG Grade,Reading  SPG Score,Math SPG Grade,Math SPG Score,EVAAS Growth Status,EVAAS Growth Score,Overall Achievement Score,Read Score,Math Score,Science Score,Math I Score,English II Score,Biology Score,The ACT Score,ACT WorkKeys Score,Math Course Rigor Score,Cohort Graduation Rate Standard Score,State Gap Compared
Johnston County Schools,510412,Clayton Middle,North Central,C,63.0,C,65.0,D,53.0,Exceeded,86.6,58,60,45,78,100,,,,,,,
Johnston County Schools,510414,West View Elementary,North Central,B,73.0,B,72.0,B,71.0,Met,83.1,70,69,69,78,,,,,,,,
Jones County Schools,520304,Pollocksville Elementary,Southeast,D,50.0,D,53.0,D,45.0,Exceeded,93.8,39,44,33,41,,,,,,,,
Jones County Schools,520308,Comfort Elementary,Southeast,D,51.0,D,52.0,D,50.0,Met,81.0,44,45,43,45,,,,,,,,
Jones County Schools,520320,Jones Senior High,Southeast,B,70.0,,,,,Met,77.6,68,,,,48,58,53,61,83,92,91,
Jones County Schools,520324,Jones Middle,Southeast,C,69.0,C,67.0,C,56.0,Met,83.5,65,64,52,84,100,,,,,,,
Jones County Schools,520328,Maysville Elementary,Southeast,D,50.0,C,57.0,D,43.0,NotMet,69.1,45,52,37,47,,,,,,,,
Jones County Schools,520336,Trenton Elementary,Southeast,C,69.0,C,69.0,C,69.0,Exceeded,93.5,63,65,62,55,,,,,,,,
Lee County Schools,530302,BT Bullock Elementary,North Central,C,56.0,D,53.0,C,55.0,NotMet,69.5,52,49,51,68,,,,,,,,
Lee County Schools,530306,Bragg Street Academy,North Central,,,,,,,,,,,,,,,,,,,,
Lee County Schools,530308,Broadway Elementary,North Central,D,50.0,D,51.0,D,52.0,NotMet,60.9,47,46,47,53,,,,,,,,
Lee County Schools,530312,Deep River Elementary,North Central,C,57.0,D,54.0,C,60.0,Met,80.6,52,48,54,55,,,,,,,,
Lee County Schools,530314,East Lee Middle,North Central,D,49.0,D,50.0,D,45.0,NotMet,67.2,45,43,37,70,57,,,,,,,
Lee County Schools,530316,Floyd L Knight Children Center,North Central,,,,,,,,,,,,,,,,,,,,
Lee County Schools,530320,Greenwood Elementary,North Central,C,59.0,C,59.0,C,58.0,Met,71.4,56,55,55,63,,,,,,,,
Lee County Schools,530335,Lee Early College,North Central,B,73.0,,,,,NotMet,55.9,78,,,,77,59,44,95,,100,100,
Lee County Schools,530336,Lee County High,North Central,D,54.0,,,,,NotMet,50.0,56,,,,40,42,26,45,61,100,91,
Lee County Schools,530340,J Glenn Edwards Elementary,North Central,C,59.0,D,53.0,C,65.0,Met,78.6,54,46,61,56,,,,,,,,
Lee County Schools,530341,SanLee Middle School,North Central,D,54.0,C,56.0,D,50.0,NotMet,56.1,53,51,48,60,90,,,,,,,
Lee County Schools,530343,Southern Lee High School,North Central,C,56.0,,,,,NotMet,53.9,56,,,,39,41,41,41,67,95,95,
Lee County Schools,530346,Tramway Elementary,North Central,C,69.0,B,74.0,C,67.0,NotMet,62.9,70,75,66,68,,,,,,,,
Lee County Schools,530354,J R Ingram Jr Elementary,North Central,C,62.0,C,58.0,C,67.0,NotMet,68.7,61,55,66,61,,,,,,,,
Lee County Schools,530356,West Lee Middle,North Central,D,52.0,C,56.0,D,48.0,Met,70.3,48,49,40,64,60,,,,,,,
Lee County Schools,530358,Warren Williams Elementary Alternative,North Central,,,,,,,,,,,,,,,,,,,,
Lenoir County Public Schools,540304,Banks Elementary,Southeast,C,65.0,C,63.0,C,65.0,Met,83.3,61,59,61,70,,,,,,,,
Lenoir County Public Schools,540308,Contentnea-Savannah School,Southeast,D,47.0,D,52.0,D,41.0,NotMet,64.2,43,47,33,55,88,,,,,,,
Lenoir County Public Schools,540312,E B Frink Middle,Southeast,D,46.0,D,51.0,F,38.0,NotMet,51.7,44,49,32,57,82,,,,,,,
Lenoir County Public Schools,540315,Kinston High,Southeast,D,44.0,,,,,NotMet,50.0,43,,,,16,30,18,25,35,100,85,
Lenoir County Public Schools,540316,La Grange Elementary,Southeast,D,54.0,D,54.0,D,51.0,Met,84.8,46,47,42,61,,,,,,,,
Lenoir County Public Schools,540317,Lenoir County Early College High,Southeast,B,74.0,,,,,NotMet,64.6,77,,,,69,76,65,83,,100,100,
Lenoir County Public Schools,540318,Lenoir County Learning Academy,Southeast,,,,,,,,,,,,,,,,,,,,
Lenoir County Public Schools,540320,Moss Hill Elementary,Southeast,C,66.0,C,66.0,C,67.0,Met,70.2,65,63,66,66,,,,,,,,
Lenoir County Public Schools,540324,North Lenoir High,Southeast,D,54.0,,,,,NotMet,52.5,54,,,,23,46,19,46,65,95,75,
Lenoir County Public Schools,540325,Northeast Elementary,Southeast,F,34.0,D,40.0,F,31.0,NotMet,67.8,26,29,22,25,,,,,,,,
Lenoir County Public Schools,540326,Northwest Elementary,Southeast,D,47.0,D,50.0,D,42.0,Met,80.8,38,41,33,45,,,,,,,,
Lenoir County Public Schools,540328,Pink Hill Elementary,Southeast,C,56.0,C,59.0,D,53.0,Exceeded,85.7,49,52,45,53,,,,,,,,
Lenoir County Public Schools,540330,Rochelle Middle,Southeast,F,34.0,F,33.0,F,27.0,Met,73.7,24,25,13,47,93,,,,,,,
Lenoir County Public Schools,540336,South Lenoir High,Southeast,C,60.0,,,,,NotMet,57.1,61,,,,30,56,50,55,67,100,83,
Lenoir County Public Schools,540338,Southeast Elementary,Southeast,F,30.0,F,26.0,F,30.0,Met,80.4,18,16,15,35,,,,,,,,
Lenoir County Public Schools,540340,Southwood Elementary,Southeast,C,57.0,C,59.0,D,52.0,Met,79.3,52,53,46,66,,,,,,,,
Lenoir County Public Schools,540344,Woodington Middle,Southeast,D,48.0,C,55.0,F,32.0,NotMet,56.5,46,52,26,74,95,,,,,,,
Lincoln County Schools,550308,Asbury School,Southwest,,,,,,,,,,,,,,,,,,,,
Lincoln County Schools,550312,Battleground Elementary,Southwest,D,52.0,D,53.0,D,45.0,Met,75.9,46,47,45,,,,,,,,,
Lincoln County Schools,550314,Catawba Springs Elementary,Southwest,B,80.0,B,78.0,B,83.0,Exceeded,89.2,78,76,81,74,,,,,,,,
Lincoln County Schools,550316,GE Massey Elementary,Southwest,C,68.0,C,63.0,C,69.0,Met,84.2,64,58,69,,,,,,,,,
Lincoln County Schools,550320,East Lincoln High,Southwest,C,69.0,,,,,NotMet,57.3,72,,,,62,66,53,70,78,100,93,
Lincoln County Schools,550322,East Lincoln Middle,Southwest,B,71.0,C,69.0,C,64.0,Met,80.5,68,67,61,84,100,,,,,,,
Lincoln County Schools,550324,Kiser Intermediate,Southwest,C,56.0,D,52.0,C,55.0,Met,79.0,50,47,48,63,,,,,,,,
Lincoln County Schools,550328,Iron Station Elementary,Southwest,C,66.0,C,64.0,C,63.0,Met,82.7,62,61,59,73,,,,,,,,
Lincoln County Schools,550330,LCST,Southwest,I,,,,,,,,,,,,,,,,,,,
Lincoln County Schools,550332,Lincolnton High,Southwest,C,63.0,,,,,NotMet,59.0,64,,,,37,56,49,53,73,100,92,
Lincoln County Schools,550334,Lincolnton Middle,Southwest,C,62.0,C,61.0,D,54.0,Exceeded,96.3,53,53,44,74,100,,,,,,,
Lincoln County Schools,550336,Love Memorial Elementary,Southwest,C,63.0,C,62.0,C,59.0,Met,84.7,57,58,52,69,,,,,,,,
Lincoln County Schools,550340,Childers Elementary,Southwest,B,75.0,C,67.0,B,74.0,Met,79.3,73,66,74,90,,,,,,,,
Lincoln County Schools,550342,North Brook Elementary,Southwest,C,69.0,C,66.0,C,66.0,Exceeded,86.8,65,62,62,83,,,,,,,,
Lincoln County Schools,550344,North Lincoln High,Southwest,B,81.0,,,,,Exceeded,85.0,80,,,,72,73,71,75,81,100,92,
Lincoln County Schools,550348,Pumpkin Center Primary,Southwest,I,,,,,,,,,,,,,,,,,,,
Lincoln County Schools,550349,Pumpkin Center Intermediate,Southwest,B,74.0,B,72.0,B,73.0,Met,82.9,72,69,72,84,,,,,,,,
Lincoln County Schools,550350,North Lincoln Middle,Southwest,B,76.0,B,75.0,C,67.0,Met,77.6,76,75,68,94,100,,,,,,,
Lincoln County Schools,550356,Rock Springs Elementary,Southwest,B,77.0,B,74.0,B,79.0,Met,84.9,76,72,78,79,,,,,,,,
Lincoln County Schools,550360,S Ray Lowder Elementary,Southwest,C,63.0,C,63.0,C,61.0,Met,76.0,60,59,61,,,,,,,,,
Lincoln County Schools,550362,St James Elementary,Southwest,B,80.0,B,76.0,B,83.0,Met,80.3,81,77,83,84,,,,,,,,
Lincoln County Schools,550364,Union Elementary,Southwest,B,79.0,B,72.0,B,82.0,Exceeded,90.0,77,69,81,87,,,,,,,,
Lincoln County Schools,550368,West Lincoln High,Southwest,C,66.0,,,,,NotMet,58.2,69,,,,60,50,54,56,77,100,90,
Lincoln County Schools,550372,West Lincoln Middle,Southwest,C,62.0,C,59.0,D,54.0,Met,81.6,58,55,49,85,100,,,,,,,
Macon County Schools,560304,Cartoogechaye Elementary,Western,C,69.0,B,75.0,C,62.0,Exceeded,88.1,64,71,57,,,,,,,,,
Macon County Schools,560316,East Franklin Elementary,Western,C,58.0,C,61.0,D,54.0,Met,80.1,53,56,50,,,,,,,,,
Macon County Schools,560320,Franklin High,Western,C,63.0,,,,,NotMet,59.6,64,,,,56,52,40,52,63,100,100,
Macon County Schools,560324,Highlands School,Western,B,72.0,C,68.0,C,60.0,Met,83.3,69,64,56,64,88,71,83,81,100,90,100,
Macon County Schools,560328,Iotla Valley Elementary,Western,C,67.0,B,71.0,C,63.0,Met,84.1,63,68,58,,,,,,,,,
Macon County Schools,560329,Macon Early College High School,Western,B,82.0,,,,,Met,84.1,81,,,,77,70,,86,,100,78,
Macon County Schools,560330,Macon Middle School,Western,C,61.0,C,61.0,D,49.0,Met,84.2,56,57,41,74,100,,,,,,,
Macon County Schools,560331,Mountain View Intermediate,Western,D,52.0,C,55.0,D,48.0,NotMet,53.9,52,52,47,62,,,,,,,,
Macon County Schools,560332,Nantahala School,Western,C,61.0,C,64.0,D,46.0,Met,72.3,59,63,38,81,33,75,50,,,100,100,
Macon County Schools,560338,South Macon Elementary,Western,B,72.0,B,71.0,B,72.0,Exceeded,87.6,68,67,69,,,,,,,,,
Macon County Schools,560350,Union Academy,Western,,,,,,,,,,,,,,,,,,,,
Madison County Schools,570306,Brush Creek Elementary,Western,B,70.0,C,68.0,B,72.0,Met,81.4,67,65,69,68,,,,,,,,
Madison County Schools,570312,Hot Springs Elementary,Western,C,69.0,B,71.0,C,66.0,Met,80.4,66,69,62,68,,,,,,,,
Madison County Schools,570316,Laurel Elementary,Western,C,61.0,B,72.0,D,46.0,Met,83.5,56,70,37,67,,,,,,,,
Madison County Schools,570317,Madison Early College High,Western,A,87.0,,,,,Exceeded,91.7,86,,,,87,83,91,83,43,89,100,Insufficient Data
Madison County Schools,570318,Madison High,Western,C,64.0,,,,,NotMet,61.6,64,,,,37,55,65,64,52,100,81,
Madison County Schools,570319,Madison Middle,Western,C,62.0,C,62.0,C,57.0,Exceeded,85.7,56,59,48,66,100,,,,,,,
Madison County Schools,570320,Mars Hill Elementary,Western,B,74.0,C,69.0,B,75.0,Exceeded,86.0,71,67,72,79,,,,,,,,
Martin County Schools,580308,Williamston Primary,Northeast,I,,,,,,,,,,,,,,,,,,,
Martin County Schools,580312,E J Hayes Elementary,Northeast,D,46.0,D,50.0,D,43.0,NotMet,61.3,43,44,39,49,,,,,,,,
Martin County Schools,580316,East End Elementary,Northeast,F,33.0,F,36.0,F,33.0,NotMet,65.8,25,28,22,24,,,,,,,,
Martin County Schools,580320,Edna Andrews Elementary,Northeast,D,41.0,D,46.0,F,39.0,Met,73.3,34,40,28,32,,,,,,,,
Martin County Schools,580324,Jamesville Elementary,Northeast,D,51.0,D,52.0,D,50.0,NotMet,64.5,47,49,44,50,,,,,,,,
Martin County Schools,580344,South Creek High,Northeast,C,66.0,,,,,Met,79.3,63,,,,51,52,49,44,63,100,78,
Martin County Schools,580350,South Creek Middle,Northeast,C,56.0,D,51.0,D,44.0,Met,81.2,49,46,36,81,100,,,,,,,
Martin County Schools,580356,Rodgers Elementary,Northeast,D,49.0,D,52.0,D,46.0,Met,75.9,42,46,36,45,,,,,,,,
Martin County Schools,580368,Riverside High,Northeast,C,58.0,,,,,NotMet,58.5,58,,,,49,50,29,58,70,87,74,
Martin County Schools,580372,Riverside Middle,Northeast,D,44.0,D,50.0,F,36.0,NotMet,55.5,41,48,28,52,69,,,,,,,
McDowell County Schools,590306,Eastfield Global Magnet,Northwest,D,49.0,D,49.0,C,55.0,NotMet,58.4,47,44,53,27,,,,,,,,
McDowell County Schools,590310,East McDowell Middle,Northwest,C,56.0,C,55.0,D,51.0,NotMet,59.2,55,54,45,76,100,,,,,,,
McDowell County Schools,590316,Glenwood Elementary,Northwest,C,69.0,B,72.0,C,61.0,Exceeded,93.0,64,68,55,80,,,,,,,,
McDowell County Schools,590320,Marion Elementary,Northwest,C,57.0,C,59.0,C,57.0,NotMet,60.2,56,56,56,58,,,,,,,,
McDowell County Schools,590328,McDowell Early College,Northwest,A,85.0,,,,,Met,70.1,85,,,,88,86,64,70,,100,100,Insufficient Data
McDowell County Schools,590330,McDowell High,Northwest,C,59.0,,,,,NotMet,50.0,61,,,,40,47,50,52,73,95,83,
McDowell County Schools,590332,Nebo Elementary,Northwest,D,51.0,C,58.0,D,45.0,NotMet,61.9,49,56,40,53,,,,,,,,
McDowell County Schools,590336,North Cove Elementary,Northwest,C,62.0,C,63.0,C,64.0,Met,71.5,59,58,64,46,,,,,,,,
McDowell County Schools,590340,Old Fort Elementary,Northwest,C,60.0,C,62.0,C,57.0,Met,73.1,56,58,53,63,,,,,,,,
McDowell County Schools,590344,Pleasant Gardens Elementary,Northwest,D,50.0,C,56.0,D,48.0,NotMet,61.0,47,52,45,40,,,,,,,,
McDowell County Schools,590352,West Marion Elementary,Northwest,C,59.0,C,60.0,D,54.0,Met,84.6,52,55,47,64,,,,,,,,
McDowell County Schools,590356,West McDowell Middle,Northwest,C,58.0,C,58.0,D,47.0,Met,75.6,54,58,38,77,95,,,,,,,
McDowell County Schools,590393,McDowell AEC,Northwest,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600300,Albemarle Road Elementary,Southwest,D,47.0,F,34.0,D,54.0,Exceeded,88.6,36,24,44,51,,,,,,,,
Charlotte-Mecklenburg Schools,600301,Albemarle Road Middle,Southwest,D,50.0,D,45.0,D,40.0,Exceeded,90.8,40,35,30,72,100,,,,,,,
Charlotte-Mecklenburg Schools,600302,Ardrey Kell High,Southwest,A,93.0,,,,,Exceeded,100.0,92,,,,89,90,88,88,91,100,100,Greater Than
Charlotte-Mecklenburg Schools,600305,J M Alexander Middle,Southwest,C,57.0,C,56.0,D,51.0,NotMet,53.2,59,55,50,74,100,,,,,,,
Charlotte-Mecklenburg Schools,600308,Allenbrook Elementary,Southwest,D,46.0,D,42.0,C,56.0,NotMet,51.8,45,37,57,29,,,,,,,,
Charlotte-Mecklenburg Schools,600311,Ashley Park PreK-8 School,Southwest,F,33.0,F,34.0,F,29.0,NotMet,56.2,28,26,22,44,82,,,,,,,
Charlotte-Mecklenburg Schools,600312,William Amos Hough High,Southwest,A+NG,89.0,,,,,Exceeded,100.0,86,,,,86,82,76,84,80,100,94,Less Than
Charlotte-Mecklenburg Schools,600313,Bailey Middle,Southwest,B,82.0,B,80.0,B,74.0,Exceeded,91.6,80,79,73,95,100,,,,,,,
Charlotte-Mecklenburg Schools,600314,Bain Elementary,Southwest,A,87.0,B,84.0,A,87.0,Exceeded,90.6,86,83,88,92,,,,,,,,Greater Than
Charlotte-Mecklenburg Schools,600316,Barringer Academic Center,Southwest,C,60.0,C,61.0,C,63.0,Met,71.4,58,59,58,53,,,,,,,,
Charlotte-Mecklenburg Schools,600317,Whitewater Middle,Southwest,D,47.0,D,47.0,D,41.0,Exceeded,92.7,35,36,28,45,92,,,,,,,
Charlotte-Mecklenburg Schools,600318,Whitewater Academy,Southwest,D,54.0,D,49.0,D,53.0,Met,81.3,47,42,48,67,,,,,,,,
Charlotte-Mecklenburg Schools,600319,Berryhill School,Southwest,C,59.0,D,53.0,C,59.0,Exceeded,88.7,51,44,53,77,39,,,,,,,
Charlotte-Mecklenburg Schools,600322,Beverly Woods Elementary,Southwest,B,80.0,B,77.0,B,81.0,Met,83.4,79,78,78,81,,,,,,,,
Charlotte-Mecklenburg Schools,600328,Barnette Elementary,Southwest,B,73.0,B,72.0,C,69.0,Met,80.2,71,70,68,86,,,,,,,,
Charlotte-Mecklenburg Schools,600329,Briarwood Elementary,Southwest,D,45.0,D,40.0,D,50.0,Met,76.1,38,31,42,43,,,,,,,,
Charlotte-Mecklenburg Schools,600333,Carmel Middle,Southwest,B,78.0,B,70.0,B,77.0,Exceeded,93.5,74,67,73,84,100,,,,,,,
Charlotte-Mecklenburg Schools,600334,Cato Middle College High,Southwest,A,96.0,,,,,,,100,,,,,,,91,,100,100,Insufficient Data
Charlotte-Mecklenburg Schools,600335,Billingsville Elementary,Southwest,D,52.0,D,42.0,C,56.0,Exceeded,90.5,43,32,48,62,,,,,,,,
Charlotte-Mecklenburg Schools,600336,Chantilly Montessori,Southwest,B,79.0,B,81.0,B,78.0,Met,81.8,79,84,75,76,,,,,,,,
Charlotte-Mecklenburg Schools,600338,Clear Creek Elementary,Southwest,C,69.0,C,63.0,B,70.0,Met,78.6,67,60,69,86,,,,,,,,
Charlotte-Mecklenburg Schools,600341,Cochrane Collegiate Academy,Southwest,D,44.0,D,40.0,F,33.0,Met,74.9,37,30,24,50,71,55,39,47,47,100,86,
Charlotte-Mecklenburg Schools,600344,Collinswood Language Academy,Southwest,B,77.0,B,77.0,B,73.0,Met,70.5,79,77,76,93,100,,,,,,,
Charlotte-Mecklenburg Schools,600345,Community House Middle,Southwest,A,89.0,A,87.0,A,86.0,Exceeded,100.0,86,84,83,94,100,,,,,,,Greater Than
Charlotte-Mecklenburg Schools,600346,Cornelius Elementary,Southwest,B,73.0,B,72.0,B,75.0,NotMet,59.0,76,73,79,80,,,,,,,,
Charlotte-Mecklenburg Schools,600349,Cotswold Elementary,Southwest,B,70.0,C,68.0,C,67.0,Met,83.6,66,66,63,78,,,,,,,,
Charlotte-Mecklenburg Schools,600351,Coulwood Middle,Southwest,D,50.0,D,44.0,D,46.0,Exceeded,93.0,39,35,34,59,100,,,,,,,
Charlotte-Mecklenburg Schools,600352,Crown Point Elementary,Southwest,B,73.0,C,65.0,B,77.0,Exceeded,85.5,70,62,74,79,,,,,,,,
Charlotte-Mecklenburg Schools,600353,Crestdale Middle,Southwest,B,75.0,B,73.0,B,74.0,NotMet,59.0,79,75,77,91,100,,,,,,,
Charlotte-Mecklenburg Schools,600357,Davidson Elementary,Southwest,B,84.0,A,85.0,B,83.0,Exceeded,85.9,84,86,82,83,,,,,,,,
Charlotte-Mecklenburg Schools,600361,Butler High,Southwest,B,81.0,,,,,Exceeded,100.0,76,,,,64,71,74,63,82,100,91,
Charlotte-Mecklenburg Schools,600362,David Cox Road Elementary,Southwest,D,45.0,D,45.0,D,46.0,NotMet,62.4,41,40,40,45,,,,,,,,
Charlotte-Mecklenburg Schools,600364,Military and Global Leadership Academy,Southwest,C,55.0,D,49.0,D,48.0,Exceeded,85.1,48,42,40,69,42,44,41,57,,100,100,
Charlotte-Mecklenburg Schools,600365,Devonshire Elementary,Southwest,D,48.0,D,42.0,C,56.0,Met,76.9,41,32,53,29,,,,,,,,
Charlotte-Mecklenburg Schools,600367,Dilworth Elementary,Southwest,B,81.0,B,81.0,A,85.0,Met,71.8,83,83,85,80,,,,,,,,
Charlotte-Mecklenburg Schools,600368,First Ward Creative Arts Acad,Southwest,C,60.0,C,57.0,C,56.0,Exceeded,86.7,53,51,49,73,,,,,,,,
Charlotte-Mecklenburg Schools,600369,Berewick Elementary,Southwest,C,59.0,D,52.0,C,64.0,Met,82.6,53,47,58,54,,,,,,,,
Charlotte-Mecklenburg Schools,600374,Druid Hills Academy,Southwest,F,34.0,F,33.0,F,33.0,NotMet,61.4,27,26,24,41,,,,,,,,
Charlotte-Mecklenburg Schools,600377,East Mecklenburg High,Southwest,B,78.0,,,,,Exceeded,100.0,73,,,,63,70,57,67,78,100,91,
Charlotte-Mecklenburg Schools,600379,Eastover Elementary,Southwest,B,72.0,B,77.0,C,67.0,NotMet,61.7,74,79,66,82,,,,,,,,
Charlotte-Mecklenburg Schools,600381,Eastway Middle,Southwest,F,39.0,D,42.0,F,35.0,NotMet,57.8,34,32,30,47,92,,,,,,,
Charlotte-Mecklenburg Schools,600382,Elizabeth Lane Elem,Southwest,A,88.0,A,85.0,A,91.0,Exceeded,87.0,89,86,91,90,,,,,,,,Greater Than
Charlotte-Mecklenburg Schools,600383,Elon Park Elementary,Southwest,A+NG,89.0,A,86.0,A,91.0,Exceeded,88.4,89,86,92,88,,,,,,,,Less Than
Charlotte-Mecklenburg Schools,600384,Elizabeth Traditional Elem,Southwest,B,70.0,C,69.0,C,67.0,NotMet,67.6,70,69,67,84,,,,,,,,
Charlotte-Mecklenburg Schools,600385,Endhaven Elementary,Southwest,B,79.0,B,78.0,B,75.0,Exceeded,90.3,76,76,73,89,,,,,,,,
Charlotte-Mecklenburg Schools,600386,Hawthorne High,Southwest,C,64.0,,,,,Exceeded,85.8,59,,,,53,52,66,5,,100,70,
Charlotte-Mecklenburg Schools,600392,Polo Ridge Elementary,Southwest,A+NG,89.0,A,86.0,A,91.0,Met,83.0,91,89,93,91,,,,,,,,Less Than
Charlotte-Mecklenburg Schools,600394,Francis Bradley Middle,Southwest,B,77.0,B,71.0,B,76.0,Exceeded,95.2,73,68,71,83,100,,,,,,,
Charlotte-Mecklenburg Schools,600397,Garinger High,Southwest,D,53.0,,,,,Exceeded,85.2,45,,,,19,35,37,18,46,94,89,
Charlotte-Mecklenburg Schools,600398,Greenway Park Elementary,Southwest,D,52.0,D,49.0,D,53.0,Met,72.9,47,43,48,56,,,,,,,,
Charlotte-Mecklenburg Schools,600399,Alexander Graham Middle,Southwest,B,74.0,B,72.0,C,68.0,Exceeded,92.0,70,70,63,77,100,,,,,,,
Charlotte-Mecklenburg Schools,600405,Harding University High,Southwest,D,45.0,,,,,NotMet,52.0,44,,,,19,38,21,22,54,100,79,
Charlotte-Mecklenburg Schools,600406,Hawk Ridge Elementary,Southwest,B,81.0,B,81.0,B,78.0,NotMet,69.1,84,82,83,92,,,,,,,,
Charlotte-Mecklenburg Schools,600410,Hickory Grove Elementary,Southwest,C,55.0,D,50.0,C,56.0,Exceeded,88.9,47,42,47,61,,,,,,,,
Charlotte-Mecklenburg Schools,600411,Highland Creek Elementary,Southwest,B,71.0,C,66.0,B,70.0,NotMet,68.4,71,68,69,89,,,,,,,,
Charlotte-Mecklenburg Schools,600412,Hidden Valley Elementary,Southwest,D,45.0,F,37.0,D,51.0,Met,70.1,39,30,44,52,,,,,,,,
Charlotte-Mecklenburg Schools,600413,Highland Mill Montessori,Southwest,B,73.0,B,76.0,B,71.0,Met,80.1,71,75,69,64,,,,,,,,
Charlotte-Mecklenburg Schools,600414,Highland Renaissance Academy,Southwest,C,60.0,D,52.0,C,69.0,Met,84.2,54,45,63,53,,,,,,,,
Charlotte-Mecklenburg Schools,600415,Hopewell High,Southwest,C,68.0,,,,,Met,83.0,64,,,,41,57,46,55,70,100,89,
Charlotte-Mecklenburg Schools,600416,Hornets Nest Elementary,Southwest,C,59.0,D,45.0,C,67.0,Exceeded,88.0,52,38,60,77,,,,,,,,
Charlotte-Mecklenburg Schools,600418,Croft Community Elementary,Southwest,C,61.0,C,61.0,C,59.0,Met,76.3,58,57,55,70,,,,,,,,
Charlotte-Mecklenburg Schools,600420,Huntersville Elementary,Southwest,A+NG,85.0,A,85.0,A,87.0,Met,81.1,86,85,87,83,,,,,,,,Less Than
Charlotte-Mecklenburg Schools,600422,Huntingtowne Farms Elementary,Southwest,D,49.0,D,43.0,D,52.0,Met,79.8,42,33,47,53,,,,,,,,
Charlotte-Mecklenburg Schools,600424,Idlewild Elementary,Southwest,C,68.0,C,58.0,B,74.0,Exceeded,91.2,62,52,70,73,,,,,,,,
Charlotte-Mecklenburg Schools,600426,Independence High,Southwest,B,78.0,,,,,Exceeded,100.0,73,,,,68,63,66,60,73,94,90,
Charlotte-Mecklenburg Schools,600428,James Martin Middle,Southwest,D,44.0,D,44.0,F,31.0,Met,79.3,35,33,24,63,90,,,,,,,
Charlotte-Mecklenburg Schools,600429,Morehead STEM Academy,Southwest,B,77.0,B,70.0,B,75.0,Exceeded,85.2,75,70,74,100,83,,,,,,,
Charlotte-Mecklenburg Schools,600431,Jay M Robinson Middle,Southwest,A,92.0,A,87.0,A,91.0,Exceeded,95.8,91,88,90,100,100,,,,,,,Greater Than
Charlotte-Mecklenburg Schools,600432,Joseph W Grier Academy,Southwest,C,69.0,C,60.0,B,71.0,Exceeded,91.1,64,54,68,82,,,,,,,,
Charlotte-Mecklenburg Schools,600433,J.V. Washam Elementary,Southwest,B,73.0,B,70.0,B,75.0,NotMet,55.9,77,73,80,81,,,,,,,,
Charlotte-Mecklenburg Schools,600434,Kennedy Middle,Southwest,D,46.0,D,48.0,F,36.0,NotMet,59.2,42,42,31,62,92,,,,,,,
Charlotte-Mecklenburg Schools,600435,Trillium Springs Montessori,Southwest,I,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600436,Lake Wylie Elementary,Southwest,C,63.0,C,58.0,C,63.0,Exceeded,86.5,57,53,56,74,,,,,,,,
Charlotte-Mecklenburg Schools,600437,Ballantyne Elementary,Southwest,A+NG,86.0,B,82.0,B,84.0,Exceeded,91.5,84,82,83,94,,,,,,,,Less Than
Charlotte-Mecklenburg Schools,600438,Lansdowne Elementary,Southwest,C,67.0,C,66.0,C,67.0,Met,84.4,63,64,61,65,,,,,,,,
Charlotte-Mecklenburg Schools,600439,Turning Point Academy,Southwest,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600440,Lebanon Road Elementary,Southwest,C,60.0,C,55.0,C,60.0,Met,81.9,55,48,58,68,,,,,,,,
Charlotte-Mecklenburg Schools,600442,Blythe Elementary,Southwest,C,66.0,C,63.0,C,69.0,Met,76.6,63,61,65,65,,,,,,,,
Charlotte-Mecklenburg Schools,600443,Levine Middle College High,Southwest,A,98.0,,,,,,,100,,,,,,,100,,100,100,Insufficient Data
Charlotte-Mecklenburg Schools,600444,Long Creek Elementary,Southwest,C,63.0,C,57.0,C,64.0,Met,82.6,58,52,60,70,,,,,,,,
Charlotte-Mecklenburg Schools,600445,Mallard Creek High,Southwest,B,77.0,,,,,Exceeded,99.4,72,,,,54,72,59,56,69,100,100,
Charlotte-Mecklenburg Schools,600446,Mallard Creek Elementary,Southwest,C,63.0,C,61.0,C,64.0,Met,79.3,59,56,60,66,,,,,,,,
Charlotte-Mecklenburg Schools,600447,Matthews Elementary,Southwest,B,82.0,B,76.0,B,84.0,Exceeded,91.0,79,74,82,90,,,,,,,,
Charlotte-Mecklenburg Schools,600448,Martin Luther King Jr Middle,Southwest,F,34.0,F,36.0,F,27.0,NotMet,58.3,27,25,21,49,91,,,,,,,
Charlotte-Mecklenburg Schools,600449,McAlpine Elementary,Southwest,B,73.0,B,73.0,B,72.0,NotMet,62.6,75,73,75,80,,,,,,,,
Charlotte-Mecklenburg Schools,600450,McClintock Middle,Southwest,D,48.0,D,52.0,F,37.0,Met,82.9,39,43,30,50,94,,,,,,,
Charlotte-Mecklenburg Schools,600451,McKee Road Elementary,Southwest,B,83.0,B,81.0,A,87.0,Met,81.2,84,83,87,78,,,,,,,,
Charlotte-Mecklenburg Schools,600453,Merry Oaks Elementary,Southwest,D,47.0,F,39.0,D,50.0,Met,81.8,38,30,42,53,,,,,,,,
