graduation_year,unit_code,leaname,schname,status,subgroup,subgroup_name,schcount,leacount,seacount,sch_percent_enrolled,lea_percent_enrolled,sea_percent_enrolled
2015,010348,Alamance-Burlington Schools,Graham High,NOENROLL,MHL,Hispanic,40.0,172.0,6686.0,,,
2015,010348,Alamance-Burlington Schools,Graham High,NOENROLL,MM,Multiracial,,20.0,1640.0,,,
2015,010348,Alamance-Burlington Schools,Graham High,ENROLL,MW,White,26.0,505.0,31038.0,13.9784946236559,33.5548172757475,31.4165696644567
2015,010348,Alamance-Burlington Schools,Graham High,NOENROLL,MW,White,27.0,300.0,22995.0,,,
2015,010348,Alamance-Burlington Schools,Graham High,ENROLL,WDIS,Students With Disabilities,6.0,46.0,2732.0,,,
2015,010348,Alamance-Burlington Schools,Graham High,NOENROLL,WDIS,Students With Disabilities,25.0,129.0,6687.0,,,
2015,010360,Alamance-Burlington Schools,Hugh M Cummings High,ENROLL,ALL,All Students (Total or Subtotal,75.0,812.0,51362.0,40.3225806451613,53.953488372093,51.9884609545017
2015,010360,Alamance-Burlington Schools,Hugh M Cummings High,NOENROLL,ALL,All Students (Total or Subtotal,111.0,693.0,47433.0,,,
2015,010360,Alamance-Burlington Schools,Hugh M Cummings High,ENROLL,ECODIS,Economically Disadvantaged,66.0,278.0,13556.0,35.4838709677419,18.4717607973422,13.7213421731869
2015,010360,Alamance-Burlington Schools,Hugh M Cummings High,NOENROLL,ECODIS,Economically Disadvantaged,83.0,377.0,18685.0,,,
2015,010360,Alamance-Burlington Schools,Hugh M Cummings High,ENROLL,F,Female,43.0,441.0,28187.0,23.1182795698925,29.3023255813954,28.5307960929197
2015,010360,Alamance-Burlington Schools,Hugh M Cummings High,NOENROLL,F,Female,49.0,315.0,21578.0,,,
2015,010360,Alamance-Burlington Schools,Hugh M Cummings High,NOENROLL,LEP,Limited English Proficiency,11.0,25.0,1384.0,,,
2015,010360,Alamance-Burlington Schools,Hugh M Cummings High,ENROLL,M,Male,32.0,371.0,23175.0,17.2043010752688,24.6511627906977,23.4576648615821
2015,010360,Alamance-Burlington Schools,Hugh M Cummings High,NOENROLL,M,Male,62.0,378.0,25855.0,,,
2015,010360,Alamance-Burlington Schools,Hugh M Cummings High,ENROLL,MA,Asian,,15.0,1679.0,,,
2015,010360,Alamance-Burlington Schools,Hugh M Cummings High,NOENROLL,MA,Asian,,12.0,1073.0,,,
2015,010360,Alamance-Burlington Schools,Hugh M Cummings High,ENROLL,MB,Black,37.0,155.0,12095.0,19.8924731182796,10.2990033222591,12.242522394858
2015,010360,Alamance-Burlington Schools,Hugh M Cummings High,NOENROLL,MB,Black,44.0,181.0,14296.0,,,
2015,010360,Alamance-Burlington Schools,Hugh M Cummings High,ENROLL,MHL,Hispanic,28.0,117.0,4083.0,15.0537634408602,7.77408637873754,
2015,010360,Alamance-Burlington Schools,Hugh M Cummings High,NOENROLL,MHL,Hispanic,56.0,172.0,6686.0,,,
2015,010360,Alamance-Burlington Schools,Hugh M Cummings High,ENROLL,MM,Multiracial,,15.0,1733.0,,,
2015,010360,Alamance-Burlington Schools,Hugh M Cummings High,NOENROLL,MM,Multiracial,,20.0,1640.0,,,
2015,010360,Alamance-Burlington Schools,Hugh M Cummings High,NOENROLL,MNP,Pacific Islander,,,69.0,,,
2015,010360,Alamance-Burlington Schools,Hugh M Cummings High,ENROLL,MW,White,5.0,505.0,31038.0,,33.5548172757475,31.4165696644567
2015,010360,Alamance-Burlington Schools,Hugh M Cummings High,NOENROLL,MW,White,6.0,300.0,22995.0,,,
2015,010360,Alamance-Burlington Schools,Hugh M Cummings High,ENROLL,WDIS,Students With Disabilities,,46.0,2732.0,,,
2015,010360,Alamance-Burlington Schools,Hugh M Cummings High,NOENROLL,WDIS,Students With Disabilities,23.0,129.0,6687.0,,,
2015,010388,Alamance-Burlington Schools,Southern High,ENROLL,ALL,All Students (Total or Subtotal,172.0,812.0,51362.0,58.9041095890411,53.953488372093,51.9884609545017
2015,010388,Alamance-Burlington Schools,Southern High,NOENROLL,ALL,All Students (Total or Subtotal,120.0,693.0,47433.0,,,
2015,010388,Alamance-Burlington Schools,Southern High,ENROLL,ECODIS,Economically Disadvantaged,36.0,278.0,13556.0,12.3287671232877,18.4717607973422,13.7213421731869
2015,010388,Alamance-Burlington Schools,Southern High,NOENROLL,ECODIS,Economically Disadvantaged,45.0,377.0,18685.0,,,
2015,010388,Alamance-Burlington Schools,Southern High,ENROLL,F,Female,100.0,441.0,28187.0,34.2465753424658,29.3023255813954,28.5307960929197
2015,010388,Alamance-Burlington Schools,Southern High,NOENROLL,F,Female,49.0,315.0,21578.0,,,
2015,010388,Alamance-Burlington Schools,Southern High,ENROLL,LEP,Limited English Proficiency,,,378.0,,,
2015,010388,Alamance-Burlington Schools,Southern High,NOENROLL,LEP,Limited English Proficiency,,25.0,1384.0,,,
2015,010388,Alamance-Burlington Schools,Southern High,ENROLL,M,Male,72.0,371.0,23175.0,24.6575342465753,24.6511627906977,23.4576648615821
2015,010388,Alamance-Burlington Schools,Southern High,NOENROLL,M,Male,71.0,378.0,25855.0,,,
2015,010388,Alamance-Burlington Schools,Southern High,ENROLL,MA,Asian,,15.0,1679.0,,,
2015,010388,Alamance-Burlington Schools,Southern High,NOENROLL,MA,Asian,,12.0,1073.0,,,
2015,010388,Alamance-Burlington Schools,Southern High,ENROLL,MAN,American Indian,,,685.0,,,
2015,010388,Alamance-Burlington Schools,Southern High,ENROLL,MB,Black,10.0,155.0,12095.0,,10.2990033222591,12.242522394858
2015,010388,Alamance-Burlington Schools,Southern High,NOENROLL,MB,Black,11.0,181.0,14296.0,,,
2015,010388,Alamance-Burlington Schools,Southern High,ENROLL,MHL,Hispanic,12.0,117.0,4083.0,,7.77408637873754,
2015,010388,Alamance-Burlington Schools,Southern High,NOENROLL,MHL,Hispanic,13.0,172.0,6686.0,,,
2015,010388,Alamance-Burlington Schools,Southern High,ENROLL,MM,Multiracial,,15.0,1733.0,,,
2015,010388,Alamance-Burlington Schools,Southern High,NOENROLL,MM,Multiracial,5.0,20.0,1640.0,,,
2015,010388,Alamance-Burlington Schools,Southern High,ENROLL,MNP,Pacific Islander,,,49.0,,,
2015,010388,Alamance-Burlington Schools,Southern High,NOENROLL,MNP,Pacific Islander,,,69.0,,,
2015,010388,Alamance-Burlington Schools,Southern High,ENROLL,MW,White,140.0,505.0,31038.0,47.945205479452,33.5548172757475,31.4165696644567
2015,010388,Alamance-Burlington Schools,Southern High,NOENROLL,MW,White,89.0,300.0,22995.0,,,
2015,010388,Alamance-Burlington Schools,Southern High,ENROLL,WDIS,Students With Disabilities,8.0,46.0,2732.0,,,
2015,010388,Alamance-Burlington Schools,Southern High,NOENROLL,WDIS,Students With Disabilities,19.0,129.0,6687.0,,,
2015,010396,Alamance-Burlington Schools,Walter M Williams High,ENROLL,ALL,All Students (Total or Subtotal,153.0,812.0,51362.0,56.25,53.953488372093,51.9884609545017
2015,010396,Alamance-Burlington Schools,Walter M Williams High,NOENROLL,ALL,All Students (Total or Subtotal,119.0,693.0,47433.0,,,
2015,010396,Alamance-Burlington Schools,Walter M Williams High,ENROLL,ECODIS,Economically Disadvantaged,69.0,278.0,13556.0,25.3676470588235,18.4717607973422,13.7213421731869
2015,010396,Alamance-Burlington Schools,Walter M Williams High,NOENROLL,ECODIS,Economically Disadvantaged,67.0,377.0,18685.0,,,
2015,010396,Alamance-Burlington Schools,Walter M Williams High,ENROLL,F,Female,83.0,441.0,28187.0,30.5147058823529,29.3023255813954,28.5307960929197
2015,010396,Alamance-Burlington Schools,Walter M Williams High,NOENROLL,F,Female,57.0,315.0,21578.0,,,
2015,010396,Alamance-Burlington Schools,Walter M Williams High,NOENROLL,LEP,Limited English Proficiency,,25.0,1384.0,,,
2015,010396,Alamance-Burlington Schools,Walter M Williams High,ENROLL,M,Male,70.0,371.0,23175.0,25.7352941176471,24.6511627906977,23.4576648615821
2015,010396,Alamance-Burlington Schools,Walter M Williams High,NOENROLL,M,Male,62.0,378.0,25855.0,,,
2015,010396,Alamance-Burlington Schools,Walter M Williams High,ENROLL,MA,Asian,10.0,15.0,1679.0,,,
2015,010396,Alamance-Burlington Schools,Walter M Williams High,NOENROLL,MA,Asian,5.0,12.0,1073.0,,,
2015,010396,Alamance-Burlington Schools,Walter M Williams High,NOENROLL,MAN,American Indian,,,674.0,,,
2015,010396,Alamance-Burlington Schools,Walter M Williams High,ENROLL,MB,Black,37.0,155.0,12095.0,13.6029411764706,10.2990033222591,12.242522394858
2015,010396,Alamance-Burlington Schools,Walter M Williams High,NOENROLL,MB,Black,40.0,181.0,14296.0,,,
2015,010396,Alamance-Burlington Schools,Walter M Williams High,ENROLL,MHL,Hispanic,30.0,117.0,4083.0,11.0294117647059,7.77408637873754,
2015,010396,Alamance-Burlington Schools,Walter M Williams High,NOENROLL,MHL,Hispanic,30.0,172.0,6686.0,,,
2015,010396,Alamance-Burlington Schools,Walter M Williams High,ENROLL,MM,Multiracial,,15.0,1733.0,,,
2015,010396,Alamance-Burlington Schools,Walter M Williams High,NOENROLL,MM,Multiracial,6.0,20.0,1640.0,,,
2015,010396,Alamance-Burlington Schools,Walter M Williams High,ENROLL,MW,White,74.0,505.0,31038.0,27.2058823529412,33.5548172757475,31.4165696644567
2015,010396,Alamance-Burlington Schools,Walter M Williams High,NOENROLL,MW,White,36.0,300.0,22995.0,,,
2015,010396,Alamance-Burlington Schools,Walter M Williams High,ENROLL,WDIS,Students With Disabilities,9.0,46.0,2732.0,,,
2015,010396,Alamance-Burlington Schools,Walter M Williams High,NOENROLL,WDIS,Students With Disabilities,24.0,129.0,6687.0,,,
2015,010400,Alamance-Burlington Schools,Western Alamance High,ENROLL,ALL,All Students (Total or Subtotal,164.0,812.0,51362.0,60.5166051660517,53.953488372093,51.9884609545017
2015,010400,Alamance-Burlington Schools,Western Alamance High,NOENROLL,ALL,All Students (Total or Subtotal,107.0,693.0,47433.0,,,
2015,010400,Alamance-Burlington Schools,Western Alamance High,ENROLL,ECODIS,Economically Disadvantaged,20.0,278.0,13556.0,7.38007380073801,18.4717607973422,13.7213421731869
2015,010400,Alamance-Burlington Schools,Western Alamance High,NOENROLL,ECODIS,Economically Disadvantaged,45.0,377.0,18685.0,,,
2015,010400,Alamance-Burlington Schools,Western Alamance High,ENROLL,F,Female,85.0,441.0,28187.0,31.3653136531365,29.3023255813954,28.5307960929197
2015,010400,Alamance-Burlington Schools,Western Alamance High,NOENROLL,F,Female,46.0,315.0,21578.0,,,
2015,010400,Alamance-Burlington Schools,Western Alamance High,ENROLL,LEP,Limited English Proficiency,,,378.0,,,
2015,010400,Alamance-Burlington Schools,Western Alamance High,NOENROLL,LEP,Limited English Proficiency,,25.0,1384.0,,,
2015,010400,Alamance-Burlington Schools,Western Alamance High,ENROLL,M,Male,79.0,371.0,23175.0,29.1512915129151,24.6511627906977,23.4576648615821
2015,010400,Alamance-Burlington Schools,Western Alamance High,NOENROLL,M,Male,61.0,378.0,25855.0,,,
2015,010400,Alamance-Burlington Schools,Western Alamance High,NOENROLL,MA,Asian,,12.0,1073.0,,,
2015,010400,Alamance-Burlington Schools,Western Alamance High,ENROLL,MB,Black,15.0,155.0,12095.0,5.53505535055351,10.2990033222591,12.242522394858
2015,010400,Alamance-Burlington Schools,Western Alamance High,NOENROLL,MB,Black,11.0,181.0,14296.0,,,
2015,010400,Alamance-Burlington Schools,Western Alamance High,ENROLL,MHL,Hispanic,7.0,117.0,4083.0,,7.77408637873754,
2015,010400,Alamance-Burlington Schools,Western Alamance High,NOENROLL,MHL,Hispanic,15.0,172.0,6686.0,,,
2015,010400,Alamance-Burlington Schools,Western Alamance High,ENROLL,MM,Multiracial,,15.0,1733.0,,,
2015,010400,Alamance-Burlington Schools,Western Alamance High,NOENROLL,MM,Multiracial,,20.0,1640.0,,,
2015,010400,Alamance-Burlington Schools,Western Alamance High,ENROLL,MW,White,141.0,505.0,31038.0,52.029520295203,33.5548172757475,31.4165696644567
2015,010400,Alamance-Burlington Schools,Western Alamance High,NOENROLL,MW,White,77.0,300.0,22995.0,,,
2015,010400,Alamance-Burlington Schools,Western Alamance High,ENROLL,WDIS,Students With Disabilities,8.0,46.0,2732.0,,,
2015,010400,Alamance-Burlington Schools,Western Alamance High,NOENROLL,WDIS,Students With Disabilities,18.0,129.0,6687.0,,,
2015,010LEA,Alamance-Burlington Schools,,ENROLL,ALL,All Students (Total or Subtotal,,812.0,51362.0,,53.953488372093,51.9884609545017
2015,010LEA,Alamance-Burlington Schools,,NOENROLL,ALL,All Students (Total or Subtotal,,693.0,47433.0,,,
2015,010LEA,Alamance-Burlington Schools,,ENROLL,ECODIS,Economically Disadvantaged,,278.0,13556.0,,18.4717607973422,13.7213421731869
2015,010LEA,Alamance-Burlington Schools,,NOENROLL,ECODIS,Economically Disadvantaged,,377.0,18685.0,,,
2015,010LEA,Alamance-Burlington Schools,,ENROLL,F,Female,,441.0,28187.0,,29.3023255813954,28.5307960929197
2015,010LEA,Alamance-Burlington Schools,,NOENROLL,F,Female,,315.0,21578.0,,,
2015,010LEA,Alamance-Burlington Schools,,ENROLL,LEP,Limited English Proficiency,,,378.0,,,
2015,010LEA,Alamance-Burlington Schools,,NOENROLL,LEP,Limited English Proficiency,,25.0,1384.0,,,
2015,010LEA,Alamance-Burlington Schools,,ENROLL,M,Male,,371.0,23175.0,,24.6511627906977,23.4576648615821
2015,010LEA,Alamance-Burlington Schools,,NOENROLL,M,Male,,378.0,25855.0,,,
2015,010LEA,Alamance-Burlington Schools,,ENROLL,MA,Asian,,15.0,1679.0,,,
2015,010LEA,Alamance-Burlington Schools,,NOENROLL,MA,Asian,,12.0,1073.0,,,
2015,010LEA,Alamance-Burlington Schools,,ENROLL,MAN,American Indian,,,685.0,,,
2015,010LEA,Alamance-Burlington Schools,,NOENROLL,MAN,American Indian,,,674.0,,,
2015,010LEA,Alamance-Burlington Schools,,ENROLL,MB,Black,,155.0,12095.0,,10.2990033222591,12.242522394858
2015,010LEA,Alamance-Burlington Schools,,NOENROLL,MB,Black,,181.0,14296.0,,,
2015,010LEA,Alamance-Burlington Schools,,ENROLL,MHL,Hispanic,,117.0,4083.0,,7.77408637873754,
2015,010LEA,Alamance-Burlington Schools,,NOENROLL,MHL,Hispanic,,172.0,6686.0,,,
2015,010LEA,Alamance-Burlington Schools,,ENROLL,MM,Multiracial,,15.0,1733.0,,,
2015,010LEA,Alamance-Burlington Schools,,NOENROLL,MM,Multiracial,,20.0,1640.0,,,
2015,010LEA,Alamance-Burlington Schools,,ENROLL,MNP,Pacific Islander,,,49.0,,,
2015,010LEA,Alamance-Burlington Schools,,NOENROLL,MNP,Pacific Islander,,,69.0,,,
2015,010LEA,Alamance-Burlington Schools,,ENROLL,MW,White,,505.0,31038.0,,33.5548172757475,31.4165696644567
2015,010LEA,Alamance-Burlington Schools,,NOENROLL,MW,White,,300.0,22995.0,,,
2015,010LEA,Alamance-Burlington Schools,,ENROLL,WDIS,Students With Disabilities,,46.0,2732.0,,,
2015,010LEA,Alamance-Burlington Schools,,NOENROLL,WDIS,Students With Disabilities,,129.0,6687.0,,,
2015,01B000,Charter and Non-District Affiliated Schools,River Mill Academy,ENROLL,ALL,All Students (Total or Subtotal,24.0,,51362.0,63.1578947368421,,51.9884609545017
2015,01B000,Charter and Non-District Affiliated Schools,River Mill Academy,NOENROLL,ALL,All Students (Total or Subtotal,14.0,,47433.0,,,
2015,01B000,Charter and Non-District Affiliated Schools,River Mill Academy,ENROLL,ECODIS,Economically Disadvantaged,,,13556.0,10.5263157894737,,13.7213421731869
2015,01B000,Charter and Non-District Affiliated Schools,River Mill Academy,NOENROLL,ECODIS,Economically Disadvantaged,,,18685.0,,,
2015,01B000,Charter and Non-District Affiliated Schools,River Mill Academy,ENROLL,F,Female,15.0,,28187.0,39.4736842105263,,28.5307960929197
2015,01B000,Charter and Non-District Affiliated Schools,River Mill Academy,NOENROLL,F,Female,7.0,,21578.0,,,
2015,01B000,Charter and Non-District Affiliated Schools,River Mill Academy,ENROLL,M,Male,9.0,,23175.0,23.6842105263158,,23.4576648615821
2015,01B000,Charter and Non-District Affiliated Schools,River Mill Academy,NOENROLL,M,Male,7.0,,25855.0,,,
2015,01B000,Charter and Non-District Affiliated Schools,River Mill Academy,ENROLL,MA,Asian,,,1679.0,,,
2015,01B000,Charter and Non-District Affiliated Schools,River Mill Academy,ENROLL,MB,Black,,,12095.0,7.89473684210526,,12.242522394858
2015,01B000,Charter and Non-District Affiliated Schools,River Mill Academy,NOENROLL,MB,Black,,,14296.0,,,
2015,01B000,Charter and Non-District Affiliated Schools,River Mill Academy,ENROLL,MM,Multiracial,,,1733.0,,,
2015,01B000,Charter and Non-District Affiliated Schools,River Mill Academy,NOENROLL,MM,Multiracial,,,1640.0,,,
2015,01B000,Charter and Non-District Affiliated Schools,River Mill Academy,ENROLL,MW,White,19.0,,31038.0,50.0,,31.4165696644567
2015,01B000,Charter and Non-District Affiliated Schools,River Mill Academy,NOENROLL,MW,White,11.0,,22995.0,,,
2015,01B000,Charter and Non-District Affiliated Schools,River Mill Academy,NOENROLL,WDIS,Students With Disabilities,,,6687.0,,,
2015,01C000,Charter and Non-District Affiliated Schools,Clover Garden,ENROLL,ALL,All Students (Total or Subtotal,16.0,,51362.0,55.1724137931034,,51.9884609545017
2015,01C000,Charter and Non-District Affiliated Schools,Clover Garden,NOENROLL,ALL,All Students (Total or Subtotal,13.0,,47433.0,,,
2015,01C000,Charter and Non-District Affiliated Schools,Clover Garden,ENROLL,ECODIS,Economically Disadvantaged,5.0,,13556.0,17.2413793103448,,13.7213421731869
2015,01C000,Charter and Non-District Affiliated Schools,Clover Garden,NOENROLL,ECODIS,Economically Disadvantaged,,,18685.0,,,
2015,01C000,Charter and Non-District Affiliated Schools,Clover Garden,ENROLL,F,Female,6.0,,28187.0,20.6896551724138,,28.5307960929197
2015,01C000,Charter and Non-District Affiliated Schools,Clover Garden,NOENROLL,F,Female,6.0,,21578.0,,,
2015,01C000,Charter and Non-District Affiliated Schools,Clover Garden,ENROLL,M,Male,10.0,,23175.0,34.4827586206897,,23.4576648615821
2015,01C000,Charter and Non-District Affiliated Schools,Clover Garden,NOENROLL,M,Male,7.0,,25855.0,,,
2015,01C000,Charter and Non-District Affiliated Schools,Clover Garden,NOENROLL,MB,Black,,,14296.0,,,
2015,01C000,Charter and Non-District Affiliated Schools,Clover Garden,ENROLL,MM,Multiracial,,,1733.0,,,
2015,01C000,Charter and Non-District Affiliated Schools,Clover Garden,NOENROLL,MM,Multiracial,,,1640.0,,,
2015,01C000,Charter and Non-District Affiliated Schools,Clover Garden,ENROLL,MW,White,15.0,,31038.0,51.7241379310345,,31.4165696644567
2015,01C000,Charter and Non-District Affiliated Schools,Clover Garden,NOENROLL,MW,White,11.0,,22995.0,,,
2015,01C000,Charter and Non-District Affiliated Schools,Clover Garden,ENROLL,WDIS,Students With Disabilities,,,2732.0,,,
2015,01C000,Charter and Non-District Affiliated Schools,Clover Garden,NOENROLL,WDIS,Students With Disabilities,,,6687.0,,,
2015,01D000,Charter and Non-District Affiliated Schools,The Hawbridge School,ENROLL,ALL,All Students (Total or Subtotal,14.0,,51362.0,63.6363636363636,,51.9884609545017
2015,01D000,Charter and Non-District Affiliated Schools,The Hawbridge School,NOENROLL,ALL,All Students (Total or Subtotal,8.0,,47433.0,,,
2015,01D000,Charter and Non-District Affiliated Schools,The Hawbridge School,ENROLL,ECODIS,Economically Disadvantaged,,,13556.0,9.09090909090909,,13.7213421731869
2015,01D000,Charter and Non-District Affiliated Schools,The Hawbridge School,ENROLL,F,Female,5.0,,28187.0,22.7272727272727,,28.5307960929197
2015,01D000,Charter and Non-District Affiliated Schools,The Hawbridge School,NOENROLL,F,Female,,,21578.0,,,
2015,01D000,Charter and Non-District Affiliated Schools,The Hawbridge School,ENROLL,M,Male,9.0,,23175.0,40.9090909090909,,23.4576648615821
2015,01D000,Charter and Non-District Affiliated Schools,The Hawbridge School,NOENROLL,M,Male,5.0,,25855.0,,,
2015,01D000,Charter and Non-District Affiliated Schools,The Hawbridge School,ENROLL,MB,Black,,,12095.0,,,12.242522394858
2015,01D000,Charter and Non-District Affiliated Schools,The Hawbridge School,NOENROLL,MHL,Hispanic,,,6686.0,,,
2015,01D000,Charter and Non-District Affiliated Schools,The Hawbridge School,ENROLL,MW,White,13.0,,31038.0,59.0909090909091,,31.4165696644567
2015,01D000,Charter and Non-District Affiliated Schools,The Hawbridge School,NOENROLL,MW,White,7.0,,22995.0,,,
2015,01D000,Charter and Non-District Affiliated Schools,The Hawbridge School,ENROLL,WDIS,Students With Disabilities,,,2732.0,18.1818181818182,,
