agency_code,pct_AIG_MCR,pct_ALL_MCR,pct_AM7_MCR,pct_AS7_MCR,pct_BL7_MCR,pct_EDS_MCR,pct_ELS_MCR,pct_FCS_MCR,pct_FEM_MCR,pct_HI7_MCR,pct_HMS_MCR,pct_MALE_MCR,pct_MIG_MCR,pct_MIL_MCR,pct_MU7_MCR,pct_NEDS_MCR,pct_NSWD_MCR,pct_SWD_MCR,pct_WH7_MCR
690LEA,95.0,92.5,,,92.9,88.6,,,94.4,,,89.7,,,,95.0,95.0,53.3,91.4
69A000,,80.6,,,,76.5,,,77.8,,,83.3,,,,84.2,95.0,41.7,78.6
700317,95.0,95.0,,,94.3,95.0,,,95.0,95.0,,95.0,,,92.3,95.0,95.0,76.5,95.0
700319,95.0,90.8,,,87.0,88.2,,,95.0,95.0,,84.5,,95.0,90.9,93.8,95.0,27.3,92.8
700LEA,95.0,93.6,,,90.6,91.2,,,95.0,95.0,,90.9,,95.0,91.7,95.0,95.0,48.7,95.0
70310,,92.3,,,,,,,,,,,,,,,90.9,,
70311,95.0,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,95.0
70330,95.0,87.1,,,84.0,92.3,,,86.8,90.0,,87.5,,,,83.9,95.0,35.0,87.7
70339,95.0,88.6,,,84.4,90.6,,,86.7,95.0,,90.0,,,,86.5,95.0,36.8,87.7
70342,95.0,92.3,,,90.3,90.1,,,91.7,95.0,,92.8,,,,94.1,95.0,50.0,91.2
70A000,,95.0,,,92.3,,,,95.0,,,95.0,,,,95.0,95.0,,95.0
710321,95.0,93.6,,,84.1,91.5,,,95.0,95.0,95.0,91.3,,,,95.0,95.0,59.3,95.0
710326,95.0,94.4,,,90.0,93.8,,,95.0,95.0,95.0,93.5,,,,95.0,95.0,64.0,95.0
710327,95.0,95.0,,,,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
710342,95.0,95.0,,,95.0,93.8,,,95.0,95.0,95.0,94.2,,95.0,90.9,95.0,95.0,63.9,95.0
710LEA,95.0,95.0,,,89.8,93.3,95.0,,95.0,95.0,95.0,93.5,,95.0,93.3,95.0,95.0,62.5,95.0
720316,95.0,95.0,,,93.1,90.9,,,95.0,,,94.2,,,,95.0,95.0,76.2,95.0
720LEA,95.0,95.0,,,93.1,90.9,,,95.0,,,94.2,,,,95.0,95.0,76.2,95.0
730352,95.0,92.8,,,92.3,91.1,,,95.0,95.0,,91.0,,,95.0,94.2,95.0,45.7,91.5
730LEA,95.0,92.8,,,92.3,91.1,,,95.0,95.0,,91.0,,,95.0,94.2,95.0,45.7,91.5
73B000,95.0,95.0,,,,,,,95.0,,,95.0,,,,95.0,95.0,,95.0
740309,95.0,91.6,,,88.4,86.7,,,95.0,92.9,,87.1,,,,95.0,95.0,52.0,94.5
740333,95.0,87.8,,,76.8,71.5,72.7,,95.0,80.5,,81.1,,,93.8,94.8,94.6,25.0,91.6
740344,95.0,88.2,,,88.1,83.5,,,85.7,,,91.0,,,,92.2,95.0,42.4,87.3
740366,95.0,88.9,,,84.8,81.6,,,92.6,84.6,,85.5,,,,93.7,95.0,36.0,93.5
740374,95.0,91.5,,,93.5,91.3,,,91.7,89.1,,91.4,,,70.0,91.8,95.0,62.2,95.0
740388,95.0,91.9,,95.0,90.1,87.4,,,93.2,88.2,,90.5,,,95.0,95.0,95.0,39.5,94.9
740500,95.0,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,95.0
740LEA,95.0,89.9,,95.0,87.4,84.0,84.8,72.7,92.9,88.9,85.7,86.9,,,91.1,94.5,95.0,40.9,92.6
750317,,95.0,,,,,,,,,,,,,,95.0,95.0,,95.0
750318,95.0,90.1,,,90.0,82.7,,,94.7,84.6,,87.1,,,80.0,94.4,95.0,43.8,91.7
750LEA,95.0,91.0,,,90.0,83.0,,,95.0,86.7,,87.9,,,80.0,95.0,95.0,47.1,92.5
760318,95.0,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,73.3,95.0
760339,95.0,94.7,,,,93.8,,,94.3,95.0,,95.0,,,,95.0,95.0,60.0,95.0
760348,95.0,95.0,,,,93.9,,,95.0,95.0,,92.9,,,,95.0,95.0,62.5,94.6
760354,95.0,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,95.0
760358,95.0,95.0,,,,91.4,,,95.0,94.9,,93.1,,,,95.0,95.0,58.3,95.0
760380,95.0,95.0,,95.0,,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,95.0
760388,95.0,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,84.6,95.0
760LEA,95.0,95.0,,95.0,95.0,95.0,91.2,,95.0,95.0,95.0,95.0,,,95.0,95.0,95.0,68.0,95.0
761304,95.0,95.0,,,95.0,95.0,83.3,,95.0,95.0,,95.0,,,,95.0,95.0,61.9,95.0
761LEA,95.0,95.0,,,95.0,95.0,83.3,,95.0,95.0,,95.0,,,,95.0,95.0,61.9,95.0
76A000,,92.8,,,90.0,82.4,,,94.3,,,91.3,,,,94.3,95.0,61.1,93.3
770342,,95.0,,,93.3,94.7,,,,,,95.0,,,,,95.0,,
770348,95.0,94.6,95.0,,95.0,95.0,,,95.0,94.7,95.0,91.0,,,93.3,93.7,95.0,55.3,93.8
770349,95.0,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,95.0
770LEA,95.0,95.0,95.0,,95.0,95.0,,,95.0,95.0,95.0,92.3,,,94.4,94.5,95.0,57.7,94.7
780325,95.0,91.7,91.8,,87.5,89.5,,,94.8,90.0,,89.1,,,,95.0,95.0,36.4,95.0
780342,95.0,93.9,93.7,,92.5,95.0,95.0,,95.0,94.1,,91.2,,,95.0,91.4,95.0,51.6,94.5
780385,95.0,95.0,95.0,,,95.0,,,95.0,,,95.0,,,,95.0,95.0,,
780391,95.0,93.7,92.3,,94.7,91.9,90.9,,93.9,95.0,,93.5,,,95.0,95.0,95.0,62.1,
780401,,95.0,92.3,,95.0,94.7,95.0,,95.0,95.0,,92.6,,,,95.0,95.0,60.0,95.0
780402,,95.0,95.0,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,95.0,
780420,95.0,95.0,95.0,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,67.9,95.0
780LEA,95.0,95.0,95.0,,93.4,94.9,93.8,,95.0,95.0,76.9,93.4,,,95.0,95.0,95.0,59.9,95.0
790314,95.0,89.7,,,83.3,81.3,,,95.0,92.6,,83.8,,,,93.3,95.0,37.9,91.1
790354,95.0,95.0,,,95.0,95.0,,,95.0,95.0,,94.2,,,,95.0,95.0,56.3,95.0
790366,95.0,93.8,,,94.0,92.5,,,94.3,95.0,,93.3,,,95.0,95.0,95.0,42.9,92.5
790378,95.0,90.8,,,92.3,88.2,,,94.0,94.7,,87.4,,,90.0,91.7,95.0,54.8,92.0
790379,95.0,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,95.0
790LEA,95.0,93.0,,36.4,94.0,90.7,77.8,,95.0,95.0,63.6,89.8,,,95.0,94.2,95.0,47.8,93.1
800340,95.0,95.0,,,95.0,91.7,,,95.0,90.0,,93.3,,,,95.0,95.0,66.7,95.0
800361,95.0,94.8,,,85.7,94.4,,,95.0,95.0,,92.4,,,81.8,95.0,95.0,66.7,95.0
800376,95.0,92.2,,,95.0,94.5,,,92.2,94.7,,92.2,,,,89.1,95.0,40.0,83.8
800394,95.0,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,95.0
800396,95.0,92.7,,,88.4,91.5,93.3,,93.6,95.0,,92.0,,,,94.4,95.0,47.4,95.0
800400,95.0,92.5,,,91.7,90.6,90.0,,94.5,93.9,,90.8,,,,93.7,95.0,53.3,92.0
800408,95.0,95.0,,,95.0,91.4,81.8,,95.0,93.5,,93.8,,,,95.0,95.0,62.5,95.0
800LEA,95.0,94.5,,95.0,92.3,92.7,84.9,,95.0,95.0,95.0,92.7,,,92.9,95.0,95.0,57.7,95.0
80311,,95.0,,,95.0,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
80312,95.0,91.5,,,90.5,91.4,,,92.9,,,90.4,,,,91.5,95.0,47.4,95.0
810324,95.0,95.0,,,95.0,90.5,,,95.0,,,95.0,,,92.9,95.0,95.0,79.5,94.6
810340,95.0,92.3,,,95.0,87.2,,,95.0,81.8,,88.9,,,,94.5,95.0,42.9,91.3
810384,95.0,95.0,,,91.3,93.9,,,95.0,95.0,,92.8,,,90.0,95.0,95.0,76.0,95.0
810385,95.0,95.0,,,,,,,95.0,,,95.0,,,,95.0,95.0,,95.0
810386,,93.0,,,,95.0,,,95.0,,,90.0,,,,89.7,95.0,81.8,93.3
810LEA,95.0,94.9,,,94.9,91.8,,,95.0,94.7,90.0,92.3,,,94.4,95.0,95.0,71.1,94.8
81A000,,95.0,,,,,,,95.0,,,95.0,,,,95.0,95.0,,95.0
81B000,,95.0,,,,,,,95.0,,,95.0,,,,95.0,95.0,,95.0
820324,95.0,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,95.0
820348,95.0,91.6,,,86.7,89.4,90.0,,91.9,93.3,,91.2,,,,93.1,95.0,33.3,91.1
820349,95.0,94.0,,,95.0,95.0,,,95.0,95.0,,92.3,,,,92.3,95.0,53.3,91.5
820352,95.0,95.0,,,95.0,95.0,,,95.0,95.0,,93.1,,,,95.0,95.0,68.8,94.1
820388,,94.4,,,91.3,91.4,95.0,,95.0,95.0,,91.9,,,,95.0,95.0,46.2,95.0
820LEA,95.0,94.5,,,93.5,93.5,91.7,,95.0,95.0,,92.6,,,95.0,95.0,95.0,50.8,93.5
821308,95.0,95.0,,,95.0,91.1,,,95.0,95.0,,92.8,,,95.0,95.0,95.0,38.5,93.4
821LEA,95.0,95.0,,,95.0,91.1,,,95.0,95.0,,92.8,,,95.0,95.0,95.0,38.5,93.4
830316,,95.0,,,95.0,95.0,,,,,,95.0,,,,,95.0,,
830343,95.0,92.0,90.9,,91.9,93.5,,,95.0,,,88.2,,,,88.9,95.0,45.5,91.1
830348,95.0,95.0,,,,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
830LEA,95.0,93.4,92.9,,93.3,94.5,,,95.0,,,90.4,,,95.0,91.4,95.0,52.6,92.2
840302,,93.0,,,95.0,89.2,,,95.0,,,88.7,,,,95.0,95.0,69.6,88.2
840332,95.0,95.0,,,93.8,92.5,,,95.0,,,94.7,,,,95.0,95.0,75.9,94.6
840356,95.0,91.1,,,91.7,82.4,,,95.0,90.0,,87.5,,,,95.0,95.0,51.7,91.5
840361,95.0,95.0,,,,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
840368,95.0,93.7,,,,83.7,,,95.0,90.0,,90.8,,,,95.0,95.0,47.6,94.9
840LEA,95.0,93.7,,95.0,94.6,87.8,,,95.0,93.9,95.0,90.8,,,82.4,95.0,95.0,63.2,93.6
84B000,,40.2,,,,,,,45.6,,,30.8,,,,39.8,39.6,,41.2
850324,,81.8,,,,80.0,,,,,,,,,,,,,90.0
850332,95.0,95.0,,,,95.0,,,95.0,,,95.0,,,,95.0,95.0,91.7,95.0
850352,95.0,93.1,,,,86.4,,,95.0,,,90.7,,,,95.0,95.0,64.7,93.5
850358,95.0,88.6,,,,79.5,,,95.0,95.0,,81.0,,,,93.7,95.0,47.4,87.8
850360,95.0,95.0,,,,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
850LEA,95.0,92.1,,,80.0,86.2,,,95.0,95.0,95.0,88.1,,,93.8,95.0,95.0,59.4,92.0
860316,95.0,93.6,,,,89.7,,,94.0,87.5,,93.3,,,,95.0,95.0,50.0,94.2
860336,95.0,95.0,,,,95.0,,,95.0,95.0,,94.7,,,,95.0,95.0,72.7,95.0
860352,95.0,92.8,,,,91.3,88.5,,95.0,95.0,,89.8,,,,94.5,95.0,64.0,91.1
860354,95.0,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,95.0
860LEA,95.0,95.0,,,93.3,93.9,86.1,,95.0,95.0,,93.2,,,95.0,95.0,95.0,64.9,94.7
861308,95.0,95.0,,,,89.7,,,90.6,88.2,,95.0,,,,95.0,95.0,70.0,95.0
861LEA,95.0,95.0,,,,89.7,,,90.6,88.2,,95.0,,,,95.0,95.0,70.0,95.0
862312,95.0,95.0,,,91.7,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,69.2,95.0
862LEA,95.0,95.0,,,91.7,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,69.2,95.0
86T000,,95.0,,,,,,,92.3,,,95.0,,,,95.0,95.0,,95.0
870314,95.0,91.6,92.6,,,90.4,,,92.6,,,90.8,,,,92.5,95.0,52.6,91.7
870LEA,95.0,91.6,92.6,,,90.4,,,92.6,,,90.8,,,,92.5,95.0,52.6,91.7
880308,95.0,89.3,,,60.0,78.3,,,91.6,,,87.2,,,81.8,93.5,95.0,34.8,92.0
880320,,27.8,,,,26.7,,,,,,10.0,,,,,29.4,,5.0
880328,,83.5,,,,80.0,,,80.6,,,85.4,,,,85.7,93.8,40.0,84.0
880LEA,95.0,83.5,,,66.7,70.3,,,86.1,60.0,,81.3,,,82.4,90.3,91.6,35.9,85.2
890304,,94.9,,,95.0,95.0,,,95.0,,,88.2,,,,94.1,95.0,,
890LEA,,94.9,,,95.0,95.0,,,95.0,,,88.2,,,,94.1,95.0,,
900311,95.0,95.0,,90.9,94.1,94.4,,,94.8,90.6,,95.0,,,,95.0,95.0,53.8,95.0
900316,95.0,93.1,,,88.3,92.3,86.4,,94.4,93.4,,91.8,,,,94.3,95.0,69.2,95.0
900336,95.0,94.4,,,92.6,94.4,87.1,,95.0,95.0,,90.1,,,,94.3,95.0,54.2,89.7
900342,95.0,95.0,,95.0,90.7,92.6,75.0,,95.0,94.5,,93.7,,,93.3,95.0,95.0,72.1,95.0
900344,95.0,95.0,,,93.3,94.7,,,95.0,88.5,,95.0,,,,95.0,95.0,71.4,95.0
900348,95.0,95.0,,,92.9,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,74.2,95.0
900360,95.0,94.3,,,94.0,91.4,,,94.0,92.2,,94.5,,,95.0,95.0,95.0,58.6,94.7
900366,95.0,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,95.0
900367,95.0,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,95.0
900377,95.0,95.0,,95.0,90.5,93.3,,,95.0,95.0,,93.9,,,,95.0,95.0,66.7,95.0
900392,,5.0,,,5.0,5.0,,,5.0,,,5.0,,,,5.0,,5.0,5.0
900393,95.0,95.0,,95.0,95.0,,,,95.0,85.7,,95.0,,,95.0,95.0,95.0,64.7,95.0
900LEA,95.0,95.0,,94.0,89.8,92.1,80.4,,95.0,94.0,92.6,93.8,,,95.0,95.0,95.0,58.1,95.0
90330,95.0,91.6,,,89.5,91.5,,,92.9,95.0,,90.4,,,,91.8,95.0,62.1,94.7
90368,95.0,95.0,,,91.8,95.0,90.9,,95.0,95.0,,95.0,95.0,,,94.2,95.0,46.7,95.0
90A000,,95.0,,,91.7,90.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
910368,95.0,90.2,,,85.9,86.7,,,84.4,92.9,,94.0,,,,94.2,89.8,92.9,95.0
910370,95.0,90.0,,,87.1,88.6,,,95.0,95.0,,82.4,,,,91.1,95.0,38.9,88.9
910382,,95.0,,,,,,,,,,,,,,95.0,95.0,,95.0
910LEA,95.0,90.5,,,87.1,88.0,95.0,,93.3,95.0,,87.5,,,95.0,92.6,95.0,56.6,92.8
91B000,,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,
920316,95.0,87.5,,95.0,68.1,53.7,,,89.7,74.6,,85.0,,,85.7,92.9,93.7,44.3,92.8
920317,95.0,95.0,,95.0,95.0,90.9,,,95.0,95.0,,93.6,,,85.7,95.0,95.0,64.0,95.0
920318,95.0,86.0,,93.8,76.0,73.2,58.7,,86.6,75.3,58.3,85.5,,,95.0,92.6,92.2,41.8,94.0
920324,,10.0,,,,,,,,,,,,,,,,10.0,
920348,95.0,92.2,,,79.2,76.3,78.9,,95.0,90.0,78.9,88.5,,,95.0,95.0,95.0,63.4,95.0
920368,95.0,89.9,,95.0,87.5,78.5,51.3,,91.4,80.9,,88.5,,,95.0,93.5,94.4,62.3,94.1
920386,95.0,95.0,,,,,,,95.0,,,95.0,,,,95.0,95.0,,95.0
920411,95.0,90.5,,,84.0,88.1,,,95.0,95.0,,85.7,,,90.9,92.5,95.0,56.5,94.3
920412,95.0,91.0,,95.0,80.8,72.8,42.9,,91.5,76.4,,90.5,,,94.3,95.0,95.0,52.8,95.0
920428,95.0,90.9,,81.8,81.6,77.1,63.6,,93.8,84.6,,87.7,,,95.0,94.5,95.0,40.0,94.9
920436,95.0,87.6,,76.9,85.5,82.6,74.2,,89.9,86.2,70.0,85.4,,,84.0,90.6,91.8,52.9,92.4
920441,95.0,95.0,,95.0,92.8,93.2,95.0,,95.0,95.0,,95.0,,,95.0,95.0,95.0,77.8,95.0
920445,95.0,92.7,,95.0,84.5,81.2,64.3,,95.0,79.3,,90.4,,,95.0,94.7,95.0,61.9,95.0
920455,95.0,95.0,,,92.3,86.0,,,95.0,92.5,60.0,95.0,,,94.4,95.0,95.0,73.3,95.0
920466,95.0,95.0,,95.0,94.4,95.0,94.3,,95.0,95.0,81.3,92.2,,,95.0,95.0,95.0,76.3,95.0
920473,95.0,93.9,,95.0,81.7,71.6,84.6,,94.8,90.5,76.9,92.9,,,88.9,95.0,95.0,30.0,95.0
920495,95.0,90.4,,95.0,80.9,72.0,46.2,,92.6,77.1,54.5,88.3,,,76.5,95.0,94.7,47.8,95.0
920500,95.0,89.2,,95.0,83.2,78.7,63.6,,91.1,80.9,75.0,87.2,,,92.0,92.9,94.1,46.3,95.0
920518,,95.0,,,,,,,94.1,,,,,,,94.4,95.0,,
920526,95.0,95.0,,95.0,94.6,90.3,,,95.0,95.0,,95.0,,,95.0,95.0,95.0,80.0,95.0
920528,,85.0,,,70.0,75.0,,,92.9,,,,,,,,,72.7,
920546,95.0,92.6,,94.1,89.4,89.4,72.4,,94.6,89.9,63.6,90.6,,,95.0,94.2,95.0,63.1,95.0
920552,95.0,88.7,,86.7,72.9,72.6,65.4,,90.7,86.5,63.6,86.6,,,95.0,93.8,91.6,63.3,95.0
920556,76.2,40.0,,,34.8,53.4,14.3,,34.6,27.4,42.1,44.7,,,,35.5,44.8,15.8,51.1
920562,95.0,86.1,,,86.1,80.8,72.4,,91.1,82.4,50.0,80.5,,,,91.9,91.4,59.7,95.0
920581,,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,88.2,95.0
920582,95.0,95.0,,,95.0,,,,95.0,,,95.0,,,,95.0,95.0,,95.0
920583,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,95.0
920585,,95.0,,,,95.0,,,,95.0,,95.0,,,,95.0,95.0,,
920586,,95.0,,,95.0,95.0,,,95.0,,,,,,,95.0,95.0,,95.0
920588,95.0,93.0,,,90.0,80.4,60.0,,94.9,89.7,,91.0,,,90.0,95.0,95.0,64.1,94.9
920595,95.0,91.6,,95.0,87.7,83.0,83.3,,93.4,88.9,,89.6,,,90.0,94.1,95.0,56.5,94.1
920LEA,95.0,91.1,91.2,95.0,83.9,80.1,68.0,89.5,93.1,84.5,67.6,89.1,,90.0,92.5,94.3,95.0,57.9,95.0
92F000,,95.0,,,,,,,95.0,,,95.0,,,,95.0,95.0,,95.0
92G000,95.0,95.0,,,,,,,95.0,,,89.5,,,,94.9,95.0,63.6,95.0
92K000,,95.0,,95.0,,,,,95.0,,,95.0,,,,95.0,95.0,,95.0
92P000,,78.6,,,,,,,88.2,,,69.4,,,,77.6,95.0,18.8,78.7
92T000,,95.0,,90.0,,,,,95.0,,,95.0,,,,95.0,95.0,,95.0
92U000,,95.0,,,,,,,95.0,,,95.0,,,,95.0,95.0,,95.0
930352,,95.0,,,95.0,92.7,,,95.0,,,95.0,,,,95.0,95.0,75.0,
930360,,95.0,,,,,,,95.0,,,,,,,95.0,95.0,,
930700,,95.0,,,95.0,,,,95.0,,,95.0,,,,95.0,95.0,,95.0
930LEA,95.0,95.0,,,95.0,94.5,,,95.0,95.0,,95.0,,,,95.0,95.0,76.9,95.0
93L000,,18.8,,,12.5,13.3,,,19.4,26.7,,18.2,,,,20.4,20.4,10.0,30.8
940316,,94.7,,,94.8,94.7,,,95.0,,,93.9,,,,94.6,95.0,,95.0
940LEA,,94.8,,,94.8,94.7,,,95.0,,,94.0,,,,95.0,95.0,,95.0
94Z000,,95.0,,,,,,,95.0,,,95.0,,,,95.0,95.0,,95.0
950336,95.0,93.4,,,,82.7,,,95.0,91.7,,91.3,,,81.8,95.0,95.0,59.5,93.9
950338,95.0,95.0,,,,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
950LEA,95.0,94.7,,,,87.1,,,95.0,94.1,,92.8,,,83.3,95.0,95.0,65.9,95.0
960324,95.0,94.3,,,95.0,92.3,,,95.0,91.9,,92.2,,94.7,88.2,95.0,95.0,52.9,94.8
960330,95.0,94.5,,,94.9,95.0,,,95.0,95.0,,91.6,,94.4,,93.8,95.0,38.1,91.0
960332,,5.0,,,5.0,,,,,,,5.0,,,,,,5.0,
960335,,95.0,,,95.0,94.7,,,95.0,,,91.7,,,,95.0,95.0,58.3,
960372,95.0,91.7,,,95.0,91.7,,,94.4,95.0,,89.6,,,,91.8,95.0,47.4,88.6
960380,95.0,95.0,,,94.9,95.0,90.9,,95.0,95.0,,95.0,,,,95.0,95.0,65.0,95.0
960386,95.0,92.9,,,87.0,95.0,87.5,,95.0,95.0,,90.9,,,,89.8,95.0,35.7,89.6
960488,,95.0,,,,,,,,,,,,,,,,,
960490,95.0,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,95.0
960700,95.0,95.0,,,,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
960LEA,95.0,94.0,,94.1,93.7,94.0,88.2,,95.0,95.0,88.2,91.6,,95.0,93.8,93.9,95.0,46.1,92.8
970320,95.0,95.0,,,,95.0,,,95.0,86.7,,94.7,,,,95.0,95.0,70.0,95.0
970356,95.0,88.1,,,,84.7,,,93.0,92.9,,84.1,,,,91.0,95.0,27.8,87.5
970388,95.0,95.0,,,,93.9,,,95.0,94.1,,95.0,,,,95.0,95.0,58.3,95.0
970390,95.0,90.2,,,92.9,90.2,,,93.0,95.0,,87.2,,,,90.2,95.0,26.9,87.8
970393,95.0,95.0,,,,95.0,,,95.0,,,95.0,,,,95.0,95.0,,95.0
970LEA,95.0,93.3,,,91.7,91.2,87.5,,95.0,93.8,82.4,90.5,,,95.0,94.7,95.0,40.3,93.2
980318,,87.6,,,84.9,85.4,,,94.0,92.5,,81.2,,,,88.3,95.0,37.5,86.1
980336,95.0,86.2,,,77.4,80.0,70.0,,92.1,87.5,,79.4,,,72.7,87.0,92.8,34.4,95.0
980342,95.0,88.4,,,86.7,85.7,,,91.2,92.2,,86.0,,,87.5,88.9,94.2,42.9,88.1
980398,95.0,95.0,,,95.0,,,,95.0,95.0,,95.0,,,,95.0,95.0,,95.0
980LEA,95.0,88.4,,95.0,83.9,84.7,69.6,,92.8,91.9,,83.6,,,83.9,89.0,94.5,38.5,92.2
98B000,,95.0,,,95.0,,,,95.0,,,95.0,,,,95.0,95.0,,95.0
990322,95.0,95.0,,,,90.5,,,95.0,93.2,,94.1,,,,95.0,95.0,65.0,95.0
990326,95.0,89.9,,,,89.3,,,95.0,92.9,,85.4,,,,90.2,95.0,57.1,90.6
990332,,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,95.0,95.0,,95.0
990LEA,95.0,94.0,,,,90.8,70.6,,95.0,94.5,,90.5,,,90.0,95.0,95.0,60.5,94.5
995330,95.0,92.1,,,,85.9,,,95.0,77.8,,89.4,,,,95.0,95.0,50.0,93.4
995LEA,95.0,92.1,,,,85.9,,,95.0,77.8,,89.4,,,,95.0,95.0,50.0,93.4
NC-SEA,95.0,93.0,94.6,95.0,89.8,89.9,82.2,81.6,95.0,92.7,87.4,91.1,94.4,95.0,93.6,94.9,95.0,55.3,94.4
