agency_code,pct_ACT WorkKeys_ALL_PART_DET,pct_ACT WorkKeys_AM7_PART_DET,pct_ACT WorkKeys_AS7_PART_DET,pct_ACT WorkKeys_BL7_PART_DET,pct_ACT WorkKeys_EDS_PART_DET,pct_ACT WorkKeys_ELS_PART_DET,pct_ACT WorkKeys_HI7_PART_DET,pct_ACT WorkKeys_MU7_PART_DET,pct_ACT WorkKeys_SWD_PART_DET,pct_ACT WorkKeys_WH7_PART_DET,pct_Biology_ALL_PART_DET,pct_Biology_AM7_PART_DET,pct_Biology_AS7_PART_DET,pct_Biology_BL7_PART_DET,pct_Biology_EDS_PART_DET,pct_Biology_ELS_PART_DET,pct_Biology_HI7_PART_DET,pct_Biology_MU7_PART_DET,pct_Biology_SWD_PART_DET,pct_Biology_WH7_PART_DET,pct_English II_ALL_PART_DET,pct_English II_AM7_PART_DET,pct_English II_AS7_PART_DET,pct_English II_BL7_PART_DET,pct_English II_EDS_PART_DET,pct_English II_ELS_PART_DET,pct_English II_HI7_PART_DET,pct_English II_MU7_PART_DET,pct_English II_SWD_PART_DET,pct_English II_WH7_PART_DET,pct_High School Math_ALL_PART_DET,pct_High School Math_AM7_PART_DET,pct_High School Math_AS7_PART_DET,pct_High School Math_BL7_PART_DET,pct_High School Math_EDS_PART_DET,pct_High School Math_ELS_PART_DET,pct_High School Math_HI7_PART_DET,pct_High School Math_MU7_PART_DET,pct_High School Math_SWD_PART_DET,pct_High School Math_WH7_PART_DET,pct_Math Grades 3-8_ALL_PART_DET,pct_Math Grades 3-8_AM7_PART_DET,pct_Math Grades 3-8_AS7_PART_DET,pct_Math Grades 3-8_BL7_PART_DET,pct_Math Grades 3-8_EDS_PART_DET,pct_Math Grades 3-8_ELS_PART_DET,pct_Math Grades 3-8_HI7_PART_DET,pct_Math Grades 3-8_MU7_PART_DET,pct_Math Grades 3-8_SWD_PART_DET,pct_Math Grades 3-8_WH7_PART_DET,pct_Reading Grades 3-8_ALL_PART_DET,pct_Reading Grades 3-8_AM7_PART_DET,pct_Reading Grades 3-8_AS7_PART_DET,pct_Reading Grades 3-8_BL7_PART_DET,pct_Reading Grades 3-8_EDS_PART_DET,pct_Reading Grades 3-8_ELS_PART_DET,pct_Reading Grades 3-8_HI7_PART_DET,pct_Reading Grades 3-8_MU7_PART_DET,pct_Reading Grades 3-8_SWD_PART_DET,pct_Reading Grades 3-8_WH7_PART_DET,pct_Science Grades 5&8_ALL_PART_DET,pct_Science Grades 5&8_AM7_PART_DET,pct_Science Grades 5&8_AS7_PART_DET,pct_Science Grades 5&8_BL7_PART_DET,pct_Science Grades 5&8_EDS_PART_DET,pct_Science Grades 5&8_ELS_PART_DET,pct_Science Grades 5&8_HI7_PART_DET,pct_Science Grades 5&8_MU7_PART_DET,pct_Science Grades 5&8_SWD_PART_DET,pct_Science Grades 5&8_WH7_PART_DET,pct_The ACT_ALL_PART_DET,pct_The ACT_AM7_PART_DET,pct_The ACT_AS7_PART_DET,pct_The ACT_BL7_PART_DET,pct_The ACT_EDS_PART_DET,pct_The ACT_ELS_PART_DET,pct_The ACT_HI7_PART_DET,pct_The ACT_MU7_PART_DET,pct_The ACT_SWD_PART_DET,pct_The ACT_WH7_PART_DET
320315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,,95.0,,,,,,,,,,,,,
320316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,,,,,,,,,,
320317,95.0,,,95.0,95.0,,,,,,95.0,,,95.0,95.0,,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,95.0,,,
320318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,,95.0,,95.0,,,,,,,,,,,,,
320319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,,95.0,,,95.0,,,,,,,,,,
320320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,,,,,,,,,,,,
320322,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,72.0,71.0,,,,,
320323,,,,,,,,,,,95.0,,,95.0,95.0,,95.0,,90.0,95.0,95.0,,,95.0,95.0,,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,90.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,95.0
320324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,,95.0,,,,,,,,,,,,,
320325,95.0,,,95.0,94.0,,,,,,95.0,,,95.0,95.0,94.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,94.0,95.0,94.0,,95.0,
320327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,,,,,,,,,,,,
320328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,,,,,,,,,,,,
320332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,,95.0,,,,,,,,,,
320338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,,95.0,,,,,,,,,,,,,
320339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,,95.0,95.0,95.0,,,,,,,,,,,,,
320340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,95.0,,95.0,95.0,95.0,,,95.0,95.0,,95.0,,95.0,95.0,95.0,,,,95.0,,,,,95.0,,,,,,,,,,
320341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,,,83.0,86.0,,,,,,87.0,,,83.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,
320342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,,95.0,,,,,95.0,,,,,,,,,,
320343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,,95.0,,,95.0,,,,,,,,,,
320344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
320346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,,95.0,,,,,,,,,,,,,
320347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,95.0,95.0,95.0,,95.0,95.0,95.0,,,,95.0,95.0,95.0,,95.0,95.0,95.0,,,,,,,,,,,,,,,,,,,
320348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,95.0,,,,,95.0,95.0,,,,95.0,,,,,95.0,95.0,,,,,,,,,95.0,,,,,,,,,,
320352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,,,,,,,,,,,,
320353,,,,,,,,,,,95.0,,,95.0,,,,,,,,,,,,,,,,,95.0,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,,,,,,
320354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,,,,95.0,95.0,,,95.0,95.0,,,,,95.0,95.0,,,,,,,,,,,,,,,,,,,
320355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,94.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,94.0,95.0,,95.0,,,,,,,,,,,
320356,95.0,,,93.0,95.0,,,,,,95.0,,,95.0,95.0,94.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,89.0,87.0,84.0,88.0,,75.0,95.0
320360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,,95.0,,,,,,,,,,,,,
320362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
320363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
320364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,95.0,,95.0,95.0,95.0,,,95.0,95.0,,95.0,,95.0,95.0,95.0,,,95.0,95.0,,,,,95.0,,,,,,,,,,
320365,95.0,,,,91.0,,,,,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,94.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,89.0,88.0,86.0,86.0,,73.0,94.0
320366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,,,,,,,,,,
320367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,,,,,,,,,,,,,,,,,
320368,95.0,,,95.0,95.0,,95.0,,,,95.0,,,95.0,95.0,94.0,93.0,,94.0,,95.0,,,95.0,95.0,93.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,93.0,89.0,82.0,86.0,,87.0,
320369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
320370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,,95.0,,,95.0,,,,,,,,,,
320372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,94.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,94.0,95.0,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
320374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,,,,,95.0,,,95.0,95.0,,,,,,95.0,,,,95.0,,,,,,,,,,,,,,,
320376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
320388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
320400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,,95.0,,,,,,,,,,,,,,,
320701,,,,,,,,,,,95.0,,,95.0,95.0,,,,,,95.0,,,95.0,95.0,,,,,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,,,,
32A000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,,,,,,,,,,,,
32B000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,,95.0,,,,,,,,,,,,,
32C000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,,,,,95.0,,,95.0,95.0,,,,,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
32D000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
32H000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,,95.0,,,,,,,,,,,,,
32K000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,95.0,95.0,95.0,95.0,95.0,,,95.0,95.0,,95.0,95.0,95.0,95.0,95.0,,,95.0,95.0,,,,95.0,95.0,,,,,,,,,,
32L000,,,,,,,,,,,95.0,,,95.0,,,,,,95.0,95.0,,,,,,,,,95.0,95.0,,,95.0,,,,,,95.0,95.0,,,95.0,95.0,,95.0,95.0,95.0,95.0,95.0,,,95.0,95.0,,95.0,95.0,95.0,95.0,95.0,,,95.0,,,,,95.0,95.0,95.0,,,95.0,,,,,,95.0
32M000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,,95.0,,,,,,,,,,,,,,,
32N000,,,,,,,,,,,95.0,,,,,,,,,95.0,95.0,,,,,,,,,95.0,95.0,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,95.0
32P000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,,,,,,,,,,,,,,,,,
32Q000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,,,,,,,,,,,,,,,,,
32R000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,,,,,95.0,95.0,95.0,,,95.0,,,,,95.0,95.0,95.0,,,,,,,,,,,,,,,,,,,
32S000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,,,,,,,,,,,,
330304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,,,95.0,95.0,95.0,,,95.0,95.0,,,,95.0,95.0,95.0,,,95.0,95.0,,,,,95.0,,,,,,,,,,
330308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,,,,,95.0,,,,,,,,,,
330312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,,,,,95.0,,,95.0,95.0,,,,,,95.0,,,95.0,,,,,,,,,,,,,,,,
330326,,,,,,,,,,,95.0,,,,,,,,,,95.0,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,
330328,,,,,,,,,,,95.0,,,95.0,,,,,,,95.0,,,95.0,95.0,,,,,,95.0,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,,,,,,
330332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,,,,,95.0,,,95.0,95.0,,,,,,95.0,,,,95.0,,,,,,,,,,,,,,,
330334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,,,95.0,,95.0,,,95.0,95.0,,,,95.0,,95.0,,,95.0,,,,,,,,,,,,,,,,
330340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,,,,,95.0,,,,,,,,,,
330344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,95.0,,95.0,95.0,95.0,,,95.0,95.0,,95.0,,95.0,95.0,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
330348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,,,95.0,95.0,95.0,,,95.0,95.0,,,,95.0,95.0,95.0,,,95.0,95.0,,,,,95.0,,,,,,,,,,
330350,94.0,,,94.0,90.0,,,,,95.0,95.0,,,95.0,95.0,,,,,95.0,95.0,,,95.0,95.0,,,,95.0,95.0,95.0,,,95.0,95.0,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,,,,95.0
330354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,,,95.0,95.0,95.0,,,95.0,95.0,,,,95.0,95.0,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
330358,95.0,,,95.0,,,,,,,95.0,,,95.0,95.0,,,,,,95.0,,,95.0,95.0,,,,,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,,,,
330360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,95.0,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
33A000,,,,,,,,,,,94.0,,,,88.0,,,,,,95.0,,,,95.0,,,,,95.0,95.0,,,,95.0,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,,,,,95.0,95.0,,,,95.0,,,,,
340308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,,95.0,,,,,,,,,,,,,
340311,95.0,,,95.0,95.0,,,,,95.0,95.0,,,95.0,95.0,,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,95.0,95.0,,,95.0,95.0,,95.0,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,95.0,,,95.0
340314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,
340320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,,,,,95.0,,,,,,,,,,
340326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,95.0,,95.0,95.0,95.0,,,95.0,95.0,,95.0,,95.0,95.0,95.0,,,,95.0,,,,,95.0,,,,,,,,,,
340330,,,,,,,,,,,95.0,,,93.0,95.0,,95.0,,,,95.0,,,95.0,95.0,,93.0,,,,95.0,,,95.0,95.0,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,90.0,91.0,,95.0,,,
340334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,,,95.0,95.0,95.0,,,95.0,95.0,,,,95.0,95.0,95.0,,,95.0,95.0,,,,,95.0,,,,,,,,,,
340336,,,,,,,,,,,95.0,,,,,,,,95.0,,95.0,,,,,,,,95.0,,95.0,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,95.0,
340348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,95.0,,95.0,95.0,95.0,,,95.0,95.0,,95.0,,95.0,95.0,95.0,,,,,,,,,95.0,,,,,,,,,,
340350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,,,,,,,,,,
340351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,,,,,95.0,,,95.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,
340354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,,,95.0,95.0,95.0,,,95.0,95.0,,,,95.0,95.0,95.0,,,95.0,,,,,,95.0,,,,,,,,,,
340362,,,,,,,,,,,95.0,,,,,,,,,95.0,95.0,,,,,,,,,95.0,95.0,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,95.0
340364,95.0,,,,,,,,,95.0,95.0,,,95.0,95.0,93.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,,93.0,,95.0,95.0
340366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,95.0,95.0,,,,,,,,,,
340368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,95.0,95.0,,,,,,,,,,,,,
340372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,,95.0,,,,,,,,,,
340376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,95.0,95.0,95.0,95.0,,,,95.0,,,,95.0,95.0,95.0,,,,,,,,,,,,,
340380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,,,,,,,,,,,,
340382,95.0,,,,,,,,,,95.0,,,95.0,95.0,91.0,95.0,,,95.0,95.0,,,95.0,95.0,82.0,93.0,,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,,95.0
340384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,95.0,95.0,95.0,95.0,,95.0,,95.0,,,,95.0,95.0,95.0,,,,,,,,,,,,,
340385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,93.0,90.0,,,,,,84.0,,,89.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,
