vphone_ad,year,unit_code,street_ad,scity_ad,state_ad,szip_ad,type_cd,closed_ind,new_ind,super_nm,category_cd,url_ad,grade_range_cd,calendar_type_txt,sna_pgm_type_cd,cover_letter_ad,school_type_txt,calendar_only_txt,title1_type_cd,clp_ind,focus_clp_ind,summer_program_ind,asm_no_spg_ind,no_data_spg_ind,Lea_Name,School_Name,State_Name,esea_status,student_num,lea_avg_student_num,st_avg_student_num,Grad_project_status,stem,url
(336)570-6115,2014,010351,141 Trail One,Burlington,NC,27215.0,P,0.0,0.0,,E,http://gpe.abss.k12.nc.us,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,Grove Park Elementary,State Of North Carolina,,574.0,518.0,496.0,,,https://www.abss.k12.nc.us/Page/27733
(919)563-5303,2014,010353,1951 S NC 119,Mebane,NC,27302.0,P,0.0,0.0,,M,http://ham.abss.k12.nc.us,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Hawfields Middle,State Of North Carolina,,700.0,768.0,665.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6125,2014,010354,316 Carden Street,Burlington,NC,27215.0,P,0.0,0.0,,E,http://hne.abss.k12.nc.us/,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,Harvey R Newlin Elementary,State Of North Carolina,,700.0,518.0,496.0,,,https://www.abss.k12.nc.us/Page/27733
(336)578-0177,2014,010357,701 E Main Street,Haw River,NC,27258.0,P,0.0,0.0,,E,http://hre.abss.k12.nc.us,PK-5,"Regular School, Year-Round Calendar",Y,,Regular School,Year-Round Calendar,Y,,,,,,Alamance-Burlington Schools,Haw River Elementary,State Of North Carolina,,505.0,518.0,496.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6120,2014,010358,1714 W Davis Street,Burlington,NC,27215.0,P,0.0,0.0,,E,http://hie.abss.k12.nc.us/,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,Hillcrest Elementary,State Of North Carolina,,532.0,518.0,496.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6100,2014,010360,2200 N Mebane Street,Burlington,NC,27217.0,P,0.0,0.0,,H,http://hch.abss.k12.nc.us/,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Hugh M Cummings High,State Of North Carolina,,847.0,954.0,837.0,N,,https://www.abss.k12.nc.us/Page/27733
(336)570-6140,2014,010362,2235 Delaney Drive,Burlington,NC,27215.0,P,0.0,0.0,,E,http://mse.abss.k12.nc.us/,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Marvin B Smith Elementary,State Of North Carolina,,477.0,518.0,496.0,,,https://www.abss.k12.nc.us/Page/27733
(336)578-2272,2014,010364,1025 Trollinger Road,Graham,NC,27253.0,P,0.0,0.0,,E,http://nge.abss.k12.nc.us,PK-5,"Regular School, Year-Round Calendar",Y,,Regular School,Year-Round Calendar,Y,,,,,,Alamance-Burlington Schools,North Graham Elementary,State Of North Carolina,,377.0,518.0,496.0,,,https://www.abss.k12.nc.us/Page/27733
(336)421-3701,2014,010372,2847 Pleasant Grv Sch Road,Burlington,NC,27217.0,P,0.0,0.0,,E,http://pge.abss.k12.nc.us/,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,"Pleasant Grove Elementary, Burlington",State Of North Carolina,,240.0,518.0,496.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6170,2014,010374,2630 Buckingham Road,Burlington,NC,27217.0,P,0.0,0.0,,E,http://rae.abss.k12.nc.us/,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,R Homer Andrews Elementary,State Of North Carolina,,588.0,518.0,496.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6643,2014,010378,609 Ray Street,Graham,NC,27253.0,P,0.0,0.0,,A,http://.abss.k12.nc.us,K-12,"Alternative Education, Traditional Calendar",A,,Alternative Education,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Ray Street Academy,State Of North Carolina,,91.0,91.0,442.0,N,,https://www.abss.k12.nc.us/Page/27733
(336)570-6520,2014,010380,320 Ivey Road,Graham,NC,27253.0,P,0.0,0.0,,E,http://sge.abss.k12.nc.us,PK-5,"Regular School, Year-Round Calendar",Y,,Regular School,Year-Round Calendar,Y,,,,,,Alamance-Burlington Schools,South Graham Elementary,State Of North Carolina,,603.0,518.0,496.0,,,https://www.abss.k12.nc.us/Page/27733
(919)563-6905,2014,010384,600 S 3rd Street,Mebane,NC,27302.0,P,0.0,0.0,,E,http://sme.abss.k12.nc.us,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,South Mebane Elementary,State Of North Carolina,,546.0,518.0,496.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6400,2014,010388,631 Southern High Road,Graham,NC,27253.0,P,0.0,0.0,,H,http://sah.abss.k12.nc.us/,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Southern High,State Of North Carolina,,1443.0,954.0,837.0,N,,https://www.abss.k12.nc.us/Page/27733
(336)570-6500,2014,010390,771 Southern High Road,Graham,NC,27253.0,P,0.0,0.0,,M,http://sam.abss.k12.nc.us,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,"Southern Middle, Graham",State Of North Carolina,,836.0,768.0,665.0,,,https://www.abss.k12.nc.us/Page/27733
(336)376-3350,2014,010392,7718 Sylvan Road,Snow Camp,NC,27349.0,P,0.0,0.0,,E,http://sye.abss.k12.nc.us/,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,Sylvan Elementary,State Of North Carolina,,303.0,518.0,496.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6150,2014,010394,1710 Edgewood Avenue,Burlington,NC,27215.0,P,0.0,0.0,,M,http://tum.abss.k12.nc.us/,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alamance-Burlington Schools,Turrentine Middle,State Of North Carolina,F,904.0,768.0,665.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6161,2014,010396,1307 S Church Street,Burlington,NC,27215.0,P,0.0,0.0,,H,http://wwh.abss.k12.nc.us/,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Walter M Williams High,State Of North Carolina,,1141.0,954.0,837.0,N,,https://www.abss.k12.nc.us/Page/27733
(336)538-6020,2014,010400,1731 N NC 87,Elon,NC,27244.0,P,0.0,0.0,,H,http://wah.abss.k12.nc.us/,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Western Alamance High,State Of North Carolina,,1171.0,954.0,837.0,N,,https://www.abss.k12.nc.us/Page/27733
(336)538-6010,2014,010403,2100 Eldon Drive,Elon,NC,27244.0,P,0.0,0.0,,M,http://wam.abss.k12.nc.us/,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Western Middle,State Of North Carolina,,871.0,768.0,665.0,,,https://www.abss.k12.nc.us/Page/27733
(919)563-3222,2014,010406,3970 Mebane Rogers Road,Mebane,NC,27302.0,P,0.0,0.0,,M,http://wom.abss.k12.nc.us/,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alamance-Burlington Schools,Woodlawn Middle,State Of North Carolina,,597.0,768.0,665.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6060,2014,010LEA,1712 Vaughn Road,Burlington,NC,27217.0,P,0.0,0.0,Lillie Cox,A,http://www.abss.k12.nc.us,,,,,,,,,,,,,Alamance-Burlington Schools,,State Of North Carolina,,,91.0,442.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6060,2014,010LEA,1712 Vaughn Road,Burlington,NC,27217.0,P,0.0,0.0,Lillie Cox,H,http://www.abss.k12.nc.us,,,,,,,,,,,,,Alamance-Burlington Schools,,State Of North Carolina,,,954.0,837.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6060,2014,010LEA,1712 Vaughn Road,Burlington,NC,27217.0,P,0.0,0.0,Lillie Cox,E,http://www.abss.k12.nc.us,,,,,,,,,,,,,Alamance-Burlington Schools,,State Of North Carolina,,,518.0,496.0,,,https://www.abss.k12.nc.us/Page/27733
(336)570-6060,2014,010LEA,1712 Vaughn Road,Burlington,NC,27217.0,P,0.0,0.0,Lillie Cox,M,http://www.abss.k12.nc.us,,,,,,,,,,,,,Alamance-Burlington Schools,,State Of North Carolina,,,768.0,665.0,,,https://www.abss.k12.nc.us/Page/27733
(   )   -,2014,01B000,1242 South Main Street,Graham,NC,27253.0,C,0.0,0.0,Jeffrey Dishmon,A,http://www.rivermilljags.org,K-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Charter and Non-District Affiliated Schools,River Mill Academy,State Of North Carolina,,574.0,,442.0,N,,
(336)586-9440,2014,01C000,2454 Altamhaw Union Ridge Road,Burlington,NC,27217.0,C,0.0,0.0,Walter R. Finnigan,A,http://www.cgsnc.org,K-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Charter and Non-District Affiliated Schools,Clover Garden,State Of North Carolina,,555.0,,442.0,N,,
(336)376-1122,2014,01D000,1735 Saxapahaw Bethlehem Rd,Saxapahaw,NC,27340.0,C,0.0,0.0,Robert Kreiner,T,http://www.hawbridgeschool.org,6-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Charter and Non-District Affiliated Schools,The Hawbridge School,State Of North Carolina,,192.0,,259.0,N,,
(828)632-7063,2014,020302,223 School Drive,Taylorsville,NC,28681.0,P,0.0,0.0,,H,http://www.edline.net/pages/Alexander_Central_High_School,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alexander County Schools,Alexander Central High,State Of North Carolina,,1584.0,1584.0,837.0,Y,,
(828)495-8198,2014,020304,7900 NC Hwy 127,Taylorsville,NC,28681.0,P,0.0,0.0,,E,http://www.edline.net/pages/BethlehemElementarySchool,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alexander County Schools,Bethlehem Elementary,State Of North Carolina,,491.0,347.0,496.0,,,
(828)632-7565,2014,020306,1285 White Plains Road,Hiddenite,NC,28636.0,P,0.0,0.0,,M,http://www.edline.net/pages/East_Alexander_Middle_School,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alexander County Schools,East Alexander Middle,State Of North Carolina,,659.0,614.0,665.0,,,
(828)632-4866,2014,020308,175 Ellendale Park Lane,Taylorsville,NC,28681.0,P,0.0,0.0,,E,http://www.edline.net/pages/Ellendale_Elementary,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alexander County Schools,Ellendale Elementary,State Of North Carolina,R,310.0,347.0,496.0,,,
(828)632-2503,2014,020316,374 Sulphur Springs Road,Hiddenite,NC,28636.0,P,0.0,0.0,,E,http://www.edline.net/pages/Hiddenite_Elementary_School,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alexander County Schools,Hiddenite Elementary,State Of North Carolina,,498.0,347.0,496.0,,,
(704)585-6981,2014,020320,311 Stony Point School Road,Stony Point,NC,28678.0,P,0.0,0.0,,E,http://www.edline.net/pages/Stony_Point_Elementary_School,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alexander County Schools,Stony Point Elementary,State Of North Carolina,,273.0,347.0,496.0,,,
(828)632-2192,2014,020324,3600 NC Hwy 16N,Taylorsville,NC,28681.0,P,0.0,0.0,,E,http://www.edline.net/pages/Sugar_Loaf_Elementary_School,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alexander County Schools,Sugar Loaf Elementary,State Of North Carolina,,275.0,347.0,496.0,,,
(828)632-3072,2014,020328,100 7th Street SW,Taylorsville,NC,28681.0,P,0.0,0.0,,E,http://www.edline.net/pages/Taylorsville_Elementary_School,K-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alexander County Schools,Taylorsville Elementary,State Of North Carolina,,282.0,347.0,496.0,,,
(828)495-4611,2014,020330,85 Bulldog Lane,Taylorsville,NC,28681.0,P,0.0,0.0,,M,http://www.edline.net/pages/West_Alexander_Middle_School,6-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alexander County Schools,West Alexander Middle,State Of North Carolina,,568.0,614.0,665.0,,,
(828)632-2395,2014,020332,7300 Church Road,Taylorsville,NC,28681.0,P,0.0,0.0,,E,http://www.edline.net/pages/Wittenburg_Elementary_School,PK-5,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alexander County Schools,Wittenburg Elementary,State Of North Carolina,,303.0,347.0,496.0,,,
(828)632-7001,2014,020LEA,700 Liledoun Road,Taylorsville,NC,28681.0,P,0.0,0.0,M Brock Womble,E,http://www.alexander.k12.nc.us,,,,,,,,,,,,,Alexander County Schools,,State Of North Carolina,,,347.0,496.0,,,
(828)632-7001,2014,020LEA,700 Liledoun Road,Taylorsville,NC,28681.0,P,0.0,0.0,M Brock Womble,M,http://www.alexander.k12.nc.us,,,,,,,,,,,,,Alexander County Schools,,State Of North Carolina,,,614.0,665.0,,,
(828)632-7001,2014,020LEA,700 Liledoun Road,Taylorsville,NC,28681.0,P,0.0,0.0,M Brock Womble,H,http://www.alexander.k12.nc.us,,,,,,,,,,,,,Alexander County Schools,,State Of North Carolina,,,1584.0,837.0,,,
(336)372-4554,2014,030304,404 Trojan Avenue,Sparta,NC,28675.0,P,0.0,0.0,,H,http://www.edline.net/pages/Alleghany_High_School,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Alleghany County Schools,Alleghany High,State Of North Carolina,,448.0,448.0,837.0,Y,,
(336)657-3388,2014,030308,32 Glade Creek Sch Road,Ennice,NC,28623.0,P,0.0,0.0,,I,http://www.edline.net/pages/Glade_Creek_Elementary_School,PK-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alleghany County Schools,Glade Creek Elementary,State Of North Carolina,,257.0,328.0,454.0,,,
(336)359-2988,2014,030316,559 Piney Creek Sch Road,Piney Creek,NC,28663.0,P,0.0,0.0,,I,http://www.edline.net/pages/Piney_Creek_Elementary_School,PK-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alleghany County Schools,Piney Creek Elementary,State Of North Carolina,R,160.0,328.0,454.0,,,
(336)372-8546,2014,030320,450 N Main Street,Sparta,NC,28675.0,P,0.0,0.0,,I,http://www.edline.net/pages/Sparta_Elementary_School,PK-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Alleghany County Schools,Sparta Elementary,State Of North Carolina,,568.0,328.0,454.0,,,
(336)372-4345,2014,030LEA,85 Peachtree Street,Sparta,NC,28675.0,P,0.0,0.0,Jeffrey A. Cox,H,http://www.alleghany.k12.nc.us/pages/Alleghany_County_Schools,,,,,,,,,,,,,Alleghany County Schools,,State Of North Carolina,,,448.0,837.0,,,
(336)372-4345,2014,030LEA,85 Peachtree Street,Sparta,NC,28675.0,P,0.0,0.0,Jeffrey A. Cox,I,http://www.alleghany.k12.nc.us/pages/Alleghany_County_Schools,,,,,,,,,,,,,Alleghany County Schools,,State Of North Carolina,,,328.0,454.0,,,
(704)272-5396,2014,040304,177 Ledbetter Street,Polkton,NC,28135.0,P,0.0,0.0,,H,http://www.ansonschools.org,9-13,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Anson County Schools,Anson Co. Early College High,State Of North Carolina,,186.0,260.0,837.0,Y,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)694-4417,2014,040305,514 N. Washington Street,Wadesboro,NC,28170.0,P,0.0,0.0,,H,http://www.ansonschools.org,9-12,"Alternative Education, Traditional Calendar",A,,Alternative Education,Traditional Calendar,,,,,,,Anson County Schools,Anson Academy,State Of North Carolina,P,55.0,260.0,837.0,Y,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)694-9301,2014,040306,96 Anson High School Road,Wadesboro,NC,28170.0,P,0.0,0.0,,H,http://ahs.ansonschools.org/home.aspx,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Anson County Schools,Anson High School,State Of North Carolina,P,650.0,260.0,837.0,Y,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)826-8337,2014,040308,9104 Hwy 52 N,Ansonville,NC,28007.0,P,0.0,0.0,,E,http://aes.ansonschools.org/home.aspx,PK-6,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Anson County Schools,Ansonville Elementary,State Of North Carolina,,228.0,360.0,496.0,,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)694-3945,2014,040309,832 US Hwy 52 N,Wadesboro,NC,28170.0,P,0.0,0.0,,M,http://ams.ansonschools.org/home.aspx,7-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Anson County Schools,Anson Middle,State Of North Carolina,,567.0,364.0,665.0,,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)694-4423,2014,040311,1542 Hwy 52 S,Wadesboro,NC,28170.0,P,0.0,0.0,,E,http://wps.ansonschools.org/home.aspx,PK-4,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Anson County Schools,Wadesboro Primary,State Of North Carolina,,511.0,360.0,496.0,,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)848-4975,2014,040316,121 Camden Street,Lilesville,NC,28091.0,P,0.0,0.0,,E,http://les.ansonschools.org/home.aspx,PK-6,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Anson County Schools,Lilesville Elementary,State Of North Carolina,,332.0,360.0,496.0,,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)851-9306,2014,040324,6715 Hwy 52 S,Morven,NC,28119.0,P,0.0,0.0,,E,http://mes.ansonschools.org/home.aspx,PK-6,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Anson County Schools,Morven Elementary,State Of North Carolina,P,228.0,360.0,496.0,,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)272-8061,2014,040328,9633 Hwy 74 W,Peachland,NC,28133.0,P,0.0,0.0,,E,http://ppes.ansonschools.org/home.aspx,PK-6,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Anson County Schools,Peachland-Polkton Elem,State Of North Carolina,,500.0,360.0,496.0,,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)694-9383,2014,040330,321 Camden Road,Wadesboro,NC,28710.0,P,0.0,0.0,,M,http://wes.ansonschools.org/home,5-6,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Anson County Schools,Wadesboro Elementary,State Of North Carolina,F,161.0,364.0,665.0,,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)694-7447,2014,040700,118 W. Ashe Street,Wadesboro,NC,28170.0,P,0.0,0.0,,H,http://www.anson.k12.nc.us/anths/AnsonNewTech.html,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,,,,Anson County Schools,Anson New Tech High,State Of North Carolina,,148.0,260.0,837.0,Y,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)694-4417,2014,040LEA,320 Camden Road,Wadesboro,NC,28170.0,P,0.0,0.0,Michael H Freeman,T,http://www.ansonschools.org,,,,,,,,,,,,,Anson County Schools,,State Of North Carolina,,,,259.0,,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)694-4417,2014,040LEA,320 Camden Road,Wadesboro,NC,28170.0,P,0.0,0.0,Michael H Freeman,H,http://www.ansonschools.org,,,,,,,,,,,,,Anson County Schools,,State Of North Carolina,,,260.0,837.0,,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
(704)694-4417,2014,040LEA,320 Camden Road,Wadesboro,NC,28170.0,P,0.0,0.0,Michael H Freeman,M,http://www.ansonschools.org,,,,,,,,,,,,,Anson County Schools,,State Of North Carolina,,,364.0,665.0,,,http://ansonschools.org/files/user/17/file/NC%20School%20Report%20Card%20Superintendent's%20Welcome%20Letter%20-2016-17%20data.pdf
