LEA Name,unit_code,School Name,SBE Region,SPG Grade,SPG Score,Reading SPG Grade,Reading  SPG Score,Math SPG Grade,Math SPG Score,EVAAS Growth Status,EVAAS Growth Score,Overall Achievement Score,Read Score,Math Score,Science Score,Math I Score,English II Score,Biology Score,The ACT Score,ACT WorkKeys Score,Math Course Rigor Score,Cohort Graduation Rate Standard Score
Johnston County Schools,510367,Johnston Co Early College Academy,3,A,91.0,,,,,Exceeded,89.4,91,,,,83,90,79,100,,100,100
Johnston County Schools,510368,North Johnston High,3,B,71.0,,,,,Exceeded,86.7,68,,,,58,52,55,62,84,93,81
Johnston County Schools,510372,Micro-Pine Level Elementary,3,C,56.0,D,51.0,C,59.0,Met,83.7,49,45,52,53,,,,,,,
Johnston County Schools,510373,Powhatan Elementary,3,B,81.0,B,79.0,B,81.0,Exceeded,90.2,78,78,79,79,,,,,,,
Johnston County Schools,510374,Princeton Elementary,3,C,68.0,C,60.0,B,72.0,Exceeded,87.1,63,56,68,71,,,,,,,
Johnston County Schools,510376,Princeton High,3,B,70.0,C,63.0,D,54.0,Exceeded,91.2,65,59,47,88,60,73,62,58,77,100,88
Johnston County Schools,510377,River Dell Elementary,3,B,77.0,B,75.0,B,76.0,Exceeded,85.8,75,73,74,87,,,,,,,
Johnston County Schools,510378,Riverwood Elementary,3,B,73.0,B,74.0,B,73.0,Met,71.6,73,73,72,77,,,,,,,
Johnston County Schools,510379,Riverwood Middle,3,B,76.0,B,78.0,C,63.0,Exceeded,100.0,70,74,55,91,100,,,,,,
Johnston County Schools,510380,South Campus Community High,3,,,,,,,,,,,,,,,,,,,
Johnston County Schools,510381,South Campus Community Middle,3,,,,,,,,,,,,,,,,,,,
Johnston County Schools,510388,Selma Elementary,3,D,41.0,D,45.0,F,39.0,Met,73.8,33,35,32,33,,,,,,,
Johnston County Schools,510390,Selma Middle School,3,D,42.0,D,45.0,F,35.0,Met,74.6,33,39,23,41,100,,,,,,
Johnston County Schools,510396,West Smithfield Elementary,3,D,43.0,F,38.0,F,39.0,Exceeded,87.6,32,27,27,58,,,,,,,
Johnston County Schools,510397,Smithfield Middle,3,D,49.0,D,52.0,D,40.0,Met,75.2,42,45,32,59,100,,,,,,
Johnston County Schools,510399,Smithfield-Selma High,3,D,53.0,,,,,NotMet,52.3,53,,,,39,44,33,33,54,90,79
Johnston County Schools,510402,South Johnston High,3,C,63.0,,,,,NotMet,62.0,64,,,,50,53,50,43,60,100,92
Johnston County Schools,510404,South Smithfield Elementary,3,D,51.0,D,54.0,D,49.0,Met,80.7,44,47,41,44,,,,,,,
Johnston County Schools,510406,West Johnston High,3,C,66.0,,,,,NotMet,59.2,68,,,,53,68,51,65,75,100,87
Johnston County Schools,510408,Wilson's Mills Elementary,3,C,67.0,C,58.0,C,65.0,Exceeded,100.0,58,49,57,87,,,,,,,
Johnston County Schools,510410,Polenta Elementary,3,C,63.0,C,64.0,C,63.0,Exceeded,87.9,57,58,56,58,,,,,,,
Johnston County Schools,510412,Clayton Middle,3,C,61.0,C,66.0,D,52.0,Met,77.3,57,63,45,72,89,,,,,,
Johnston County Schools,510414,West View Elementary,3,B,72.0,B,70.0,C,69.0,Met,82.1,69,68,66,80,,,,,,,
Jones County Schools,520304,Pollocksville Elementary,2,D,45.0,D,50.0,D,40.0,Met,82.8,36,42,29,36,,,,,,,
Jones County Schools,520308,Comfort Elementary,2,D,54.0,C,59.0,D,49.0,Met,83.4,46,53,40,44,,,,,,,
Jones County Schools,520320,Jones Senior High,2,C,66.0,,,,,Met,75.4,64,,,,57,54,44,61,47,100,83
Jones County Schools,520324,Jones Middle,2,C,65.0,C,66.0,C,60.0,Exceeded,89.3,59,61,52,55,100,,,,,,
Jones County Schools,520328,Maysville Elementary,2,C,66.0,B,71.0,C,59.0,Exceeded,86.5,61,68,52,71,,,,,,,
Jones County Schools,520336,Trenton Elementary,2,C,59.0,C,63.0,C,57.0,Exceeded,92.0,51,56,48,44,,,,,,,
Lee County Schools,530302,Benjamin T Bullock Elem,4,C,60.0,C,58.0,C,59.0,Exceeded,85.5,53,52,53,59,,,,,,,
Lee County Schools,530306,Bragg Street Academy,4,,,,,,,,,,,,,,,,,,,
Lee County Schools,530308,Broadway Elementary,4,D,53.0,D,52.0,C,56.0,Met,84.3,45,44,48,41,,,,,,,
Lee County Schools,530312,Deep River Elementary,4,D,53.0,D,50.0,D,54.0,Met,72.0,48,45,49,56,,,,,,,
Lee County Schools,530314,East Lee Middle,4,D,45.0,D,53.0,D,41.0,NotMet,52.2,44,46,37,48,60,,,,,,
Lee County Schools,530316,Floyd L Knight Children Center,4,,,,,,,,,,,,,,,,,,,
Lee County Schools,530320,Greenwood Elementary,4,C,57.0,C,56.0,C,57.0,Met,83.6,51,49,50,56,,,,,,,
Lee County Schools,530335,Lee Early College,4,B,75.0,,,,,NotMet,58.3,80,,,,67,69,67,91,,100,100
Lee County Schools,530336,Lee County High,4,C,56.0,,,,,NotMet,50.0,57,,,,37,49,40,44,57,100,88
Lee County Schools,530340,J Glenn Edwards Elementary,4,C,60.0,D,50.0,C,66.0,Met,80.5,55,46,61,66,,,,,,,
Lee County Schools,530341,SanLee Middle School,4,D,53.0,D,53.0,C,56.0,NotMet,57.8,52,49,51,55,66,,,,,,
Lee County Schools,530343,Southern Lee High School,4,C,58.0,,,,,NotMet,50.0,59,,,,44,46,41,47,67,100,93
Lee County Schools,530346,Tramway Elementary,4,B,72.0,B,71.0,B,73.0,Met,82.4,69,69,70,67,,,,,,,
Lee County Schools,530354,J R Ingram Jr Elementary,4,C,61.0,C,55.0,C,63.0,Met,74.8,57,53,58,63,,,,,,,
Lee County Schools,530356,West Lee Middle,4,D,49.0,C,56.0,D,40.0,NotMet,50.5,48,51,38,63,57,,,,,,
Lee County Schools,530358,Warren Williams Elementary Alternative,4,,,,,,,,,,,,,,,,,,,
Lenoir County Public Schools,540304,Banks Elementary,2,B,70.0,C,66.0,C,69.0,Met,71.0,70,66,68,85,,,,,,,
Lenoir County Public Schools,540308,Contentnea-Savannah School,2,D,54.0,C,56.0,D,47.0,Met,81.7,47,50,37,63,87,,,,,,
Lenoir County Public Schools,540312,E B Frink Middle,2,D,50.0,C,59.0,F,35.0,NotMet,56.3,48,54,31,75,88,,,,,,
Lenoir County Public Schools,540315,Kinston High,2,D,49.0,,,,,NotMet,59.0,46,,,,23,39,26,27,26,94,80
Lenoir County Public Schools,540316,La Grange Elementary,2,C,56.0,C,57.0,C,55.0,Exceeded,88.7,48,50,47,47,,,,,,,
Lenoir County Public Schools,540317,Lenoir County Early College High,2,B,79.0,,,,,Met,82.3,78,,,,56,76,,81,,100,90
Lenoir County Public Schools,540318,Lenoir County Learning Academy,2,,,,,,,,,,,,,,,,,,,
Lenoir County Public Schools,540320,Moss Hill Elementary,2,C,58.0,C,60.0,C,59.0,NotMet,65.4,56,56,56,52,,,,,,,
Lenoir County Public Schools,540324,North Lenoir High,2,D,50.0,,,,,NotMet,50.0,50,,,,30,46,33,46,49,89,72
Lenoir County Public Schools,540325,Northeast Elementary,2,D,43.0,D,43.0,D,41.0,Met,75.8,34,33,34,39,,,,,,,
Lenoir County Public Schools,540326,Northwest Elementary,2,D,49.0,D,50.0,D,45.0,Met,82.4,40,42,36,47,,,,,,,
Lenoir County Public Schools,540328,Pink Hill Elementary,2,D,51.0,D,51.0,D,44.0,Exceeded,86.4,42,42,35,66,,,,,,,
Lenoir County Public Schools,540330,Rochelle Middle,2,F,32.0,D,40.0,F,23.0,NotMet,67.1,23,30,11,37,77,,,,,,
Lenoir County Public Schools,540336,South Lenoir High,2,C,60.0,,,,,NotMet,53.3,62,,,,45,54,36,55,72,100,83
Lenoir County Public Schools,540338,Southeast Elementary,2,F,30.0,F,35.0,F,26.0,Met,79.1,18,23,12,18,,,,,,,
Lenoir County Public Schools,540340,Southwood Elementary,2,C,61.0,C,57.0,C,59.0,Exceeded,87.8,54,51,52,70,,,,,,,
Lenoir County Public Schools,540344,Woodington Middle,2,D,48.0,C,61.0,F,34.0,NotMet,51.7,47,57,31,57,91,,,,,,
Lincoln County Schools,550308,Asbury School,6,,,,,,,,,,,,,,,,,,,
Lincoln County Schools,550312,Battleground Elementary,6,D,50.0,D,50.0,D,46.0,NotMet,67.2,46,46,46,,,,,,,,
Lincoln County Schools,550314,Catawba Springs Elementary,6,B,81.0,B,82.0,B,77.0,Exceeded,91.3,78,81,74,80,,,,,,,
Lincoln County Schools,550316,GE Massey Elementary,6,C,60.0,C,60.0,C,55.0,Met,81.9,55,55,55,,,,,,,,
Lincoln County Schools,550320,East Lincoln High,6,C,69.0,,,,,NotMet,56.7,72,,,,63,70,50,68,80,94,91
Lincoln County Schools,550322,East Lincoln Middle,6,C,66.0,C,66.0,C,62.0,NotMet,62.9,67,66,60,85,100,,,,,,
Lincoln County Schools,550324,Kiser Intermediate,6,D,52.0,D,50.0,D,48.0,NotMet,58.5,51,46,46,68,,,,,,,
Lincoln County Schools,550328,Iron Station Elementary,6,B,74.0,C,68.0,B,73.0,Exceeded,89.0,70,66,69,89,,,,,,,
Lincoln County Schools,550330,LCST,6,I,,,,,,,,,,,,,,,,,,
Lincoln County Schools,550332,Lincolnton High,6,C,66.0,,,,,NotMet,65.2,66,,,,43,52,54,64,73,100,85
Lincoln County Schools,550334,Lincolnton Middle,6,C,60.0,C,60.0,D,48.0,Exceeded,89.9,52,54,39,76,100,,,,,,
Lincoln County Schools,550336,Love Memorial Elementary,6,C,67.0,C,68.0,C,60.0,Exceeded,91.8,60,64,52,76,,,,,,,
Lincoln County Schools,550340,Childers Elementary,6,B,78.0,B,72.0,B,76.0,Exceeded,89.7,75,68,75,91,,,,,,,
Lincoln County Schools,550342,North Brook Elementary,6,C,69.0,C,65.0,C,68.0,Met,80.1,66,64,64,74,,,,,,,
Lincoln County Schools,550344,North Lincoln High,6,B,80.0,,,,,Met,80.0,80,,,,77,72,68,75,68,100,94
Lincoln County Schools,550348,Pumpkin Center Primary,6,I,,,,,,,,,,,,,,,,,,
Lincoln County Schools,550349,Pumpkin Center Intermediate,6,B,78.0,B,71.0,B,80.0,Exceeded,88.0,76,69,78,89,,,,,,,
Lincoln County Schools,550350,North Lincoln Middle,6,B,78.0,B,76.0,B,70.0,Exceeded,94.7,73,74,65,91,100,,,,,,
Lincoln County Schools,550356,Rock Springs Elementary,6,B,81.0,B,78.0,B,79.0,Exceeded,86.0,79,77,79,88,,,,,,,
Lincoln County Schools,550360,S Ray Lowder Elementary,6,C,61.0,C,62.0,C,55.0,Met,75.3,57,59,55,,,,,,,,
Lincoln County Schools,550362,St James Elementary,6,B,81.0,B,78.0,B,83.0,Met,82.7,81,77,84,83,,,,,,,
Lincoln County Schools,550364,Union Elementary,6,B,77.0,B,71.0,B,79.0,Exceeded,93.4,73,67,76,81,,,,,,,
Lincoln County Schools,550368,West Lincoln High,6,C,69.0,,,,,Met,73.6,68,,,,56,58,58,51,60,100,89
Lincoln County Schools,550372,West Lincoln Middle,6,C,62.0,C,62.0,D,50.0,Met,82.0,57,56,46,85,100,,,,,,
Macon County Schools,560304,Cartoogechaye Elementary,8,C,67.0,C,63.0,B,70.0,Met,83.9,63,59,66,,,,,,,,
Macon County Schools,560316,East Franklin Elementary,8,C,59.0,C,63.0,C,56.0,NotMet,60.3,58,61,56,,,,,,,,
Macon County Schools,560320,Franklin High,8,B,74.0,,,,,Exceeded,86.8,70,,,,59,56,55,66,59,100,93
Macon County Schools,560324,Highlands School,8,B,73.0,B,71.0,C,67.0,Exceeded,89.4,69,68,62,78,84,75,61,71,25,73,91
Macon County Schools,560328,Iotla Valley Elementary,8,C,63.0,C,64.0,C,61.0,Met,82.5,58,59,56,,,,,,,,
Macon County Schools,560329,Macon Early College High School,8,B,78.0,,,,,Met,82.8,76,,,,68,84,69,69,,100,76
Macon County Schools,560330,Macon Middle School,8,C,61.0,C,66.0,D,52.0,Met,80.6,56,62,42,64,100,,,,,,
Macon County Schools,560331,Mountain View Intermediate,8,C,60.0,C,59.0,C,58.0,Exceeded,87.5,54,53,49,64,,,,,,,
Macon County Schools,560332,Nantahala School,8,C,66.0,C,65.0,C,57.0,Exceeded,88.1,60,60,50,75,75,56,9,,60,100,100
Macon County Schools,560338,South Macon Elementary,8,C,68.0,C,69.0,C,66.0,Exceeded,87.9,63,66,60,,,,,,,,
Macon County Schools,560350,Union Academy,8,,,,,,,,,,,,,,,,,,,
Madison County Schools,570306,Brush Creek Elementary,8,D,51.0,C,57.0,D,45.0,NotMet,61.0,49,53,42,55,,,,,,,
Madison County Schools,570312,Hot Springs Elementary,8,C,60.0,D,53.0,C,66.0,Met,77.6,56,46,63,63,,,,,,,
Madison County Schools,570316,Laurel Elementary,8,D,53.0,C,60.0,D,42.0,Met,78.8,46,56,32,60,,,,,,,
Madison County Schools,570317,Madison Early College High,8,B,80.0,,,,,Met,84.8,78,,,,69,76,77,80,75,100,89
Madison County Schools,570318,Madison High,8,C,60.0,,,,,NotMet,56.0,61,,,,38,59,47,49,59,100,80
Madison County Schools,570319,Madison Middle,8,C,57.0,C,63.0,D,47.0,Met,82.6,51,58,37,64,100,,,,,,
Madison County Schools,570320,Mars Hill Elementary,8,C,68.0,C,66.0,C,63.0,Exceeded,89.8,62,62,56,80,,,,,,,
Martin County Schools,580308,Williamston Primary,1,I,,,,,,,,,,,,,,,,,,
Martin County Schools,580312,E J Hayes Elementary,1,D,48.0,D,52.0,D,41.0,NotMet,66.9,44,45,37,60,,,,,,,
Martin County Schools,580316,East End Elementary,1,D,41.0,D,47.0,F,33.0,Met,84.1,30,39,19,33,,,,,,,
Martin County Schools,580320,Edna Andrews Elementary,1,D,46.0,C,56.0,F,36.0,Met,72.3,39,52,27,40,,,,,,,
Martin County Schools,580324,Jamesville Elementary,1,D,51.0,C,58.0,D,48.0,NotMet,59.6,49,54,46,46,,,,,,,
Martin County Schools,580328,Jamesville Middle,1,C,60.0,C,64.0,D,48.0,Met,83.1,54,59,40,65,93,,,,,,
Martin County Schools,580344,South Creek High,1,C,63.0,,,,,Met,73.4,61,,,,45,46,45,56,73,100,82
Martin County Schools,580350,South Creek Middle,1,C,57.0,C,55.0,D,46.0,Exceeded,94.7,48,49,33,76,89,,,,,,
Martin County Schools,580356,Rodgers Elementary,1,C,55.0,C,58.0,D,48.0,Met,81.3,49,52,39,73,,,,,,,
Martin County Schools,580368,Riverside High,1,C,63.0,,,,,NotMet,59.7,63,,,,42,64,37,66,74,94,77
Martin County Schools,580372,Riverside Middle,1,C,55.0,C,60.0,D,44.0,Met,81.7,48,54,34,59,78,,,,,,
McDowell County Schools,590306,Eastfield Global Magnet School,8,D,49.0,D,49.0,D,49.0,NotMet,63.8,46,43,44,53,92,,,,,,
McDowell County Schools,590310,East McDowell Junior High,8,C,66.0,C,64.0,C,58.0,Exceeded,85.6,61,60,51,72,72,,93,,,,
McDowell County Schools,590316,Glenwood Elementary,8,C,63.0,C,67.0,D,54.0,Met,78.0,59,64,49,81,,,,,,,
McDowell County Schools,590320,Marion Elementary,8,C,64.0,C,68.0,C,58.0,Met,71.7,62,65,55,71,,,,,,,
McDowell County Schools,590328,McDowell Early College,8,A,86.0,,,,,Met,77.3,88,,,,79,80,82,85,,100,100
McDowell County Schools,590330,McDowell High,8,C,60.0,,,,,NotMet,54.4,62,,,,21,52,39,52,68,100,76
McDowell County Schools,590332,Nebo Elementary,8,C,63.0,C,66.0,C,56.0,Met,82.5,58,62,50,73,,,,,,,
McDowell County Schools,590336,North Cove Elementary,8,C,59.0,C,63.0,C,56.0,NotMet,64.8,57,58,55,64,,,,,,,
McDowell County Schools,590340,Old Fort Elementary,8,D,54.0,C,61.0,D,45.0,NotMet,59.3,53,57,43,76,,,,,,,
McDowell County Schools,590344,Pleasant Gardens Elementary,8,D,52.0,C,62.0,D,42.0,NotMet,66.2,48,57,38,51,,,,,,,
McDowell County Schools,590352,West Marion Elementary,8,C,59.0,C,60.0,D,54.0,Exceeded,91.1,51,53,45,67,,,,,,,
McDowell County Schools,590356,West McDowell Junior High,8,C,62.0,C,63.0,D,52.0,Met,82.9,57,57,43,74,65,,91,,,,
Charlotte-Mecklenburg Schools,600300,Albemarle Road Elementary,6,D,46.0,F,38.0,D,47.0,Met,83.9,37,29,38,60,,,,,,,
Charlotte-Mecklenburg Schools,600301,Albemarle Road Middle,6,D,47.0,D,50.0,F,35.0,Met,73.1,41,41,30,66,93,,,,,,
Charlotte-Mecklenburg Schools,600302,Ardrey Kell High,6,A,94.0,,,,,Exceeded,100.0,93,,,,90,90,90,89,95,100,100
Charlotte-Mecklenburg Schools,600305,J M Alexander Middle,6,C,67.0,C,63.0,C,62.0,Exceeded,98.8,60,58,53,73,95,,,,,,
Charlotte-Mecklenburg Schools,600308,Allenbrook Elementary,6,C,55.0,D,46.0,C,64.0,Met,83.2,48,37,59,46,,,,,,,
Charlotte-Mecklenburg Schools,600311,Ashley Park PreK-8 School,6,D,46.0,D,41.0,D,41.0,Met,81.4,38,30,34,62,100,,,,,,
Charlotte-Mecklenburg Schools,600312,William Amos Hough High,6,A,86.0,,,,,Exceeded,91.8,84,,,,74,83,80,82,87,100,92
Charlotte-Mecklenburg Schools,600313,Bailey Middle,6,B,82.0,B,79.0,B,76.0,Exceeded,96.6,79,79,71,94,100,,,,,,
Charlotte-Mecklenburg Schools,600314,Bain Elementary,6,A,86.0,B,81.0,A,87.0,Exceeded,95.8,84,80,85,88,,,,,,,
Charlotte-Mecklenburg Schools,600316,Barringer Academic Center,6,C,67.0,C,67.0,C,66.0,Exceeded,89.3,62,63,60,63,,,,,,,
Charlotte-Mecklenburg Schools,600317,Whitewater Middle,6,F,36.0,F,39.0,F,32.0,NotMet,59.7,30,33,21,44,71,,,,,,
Charlotte-Mecklenburg Schools,600318,Whitewater Academy,6,C,56.0,D,52.0,C,55.0,Exceeded,91.5,47,43,48,58,,,,,,,
Charlotte-Mecklenburg Schools,600319,Berryhill School,6,D,51.0,D,45.0,D,54.0,Met,70.0,47,39,49,72,40,,,,,,
Charlotte-Mecklenburg Schools,600322,Beverly Woods Elementary,6,B,82.0,B,80.0,B,82.0,Met,81.7,82,81,82,86,,,,,,,
Charlotte-Mecklenburg Schools,600328,Barnette Elementary,6,B,76.0,B,72.0,B,74.0,Exceeded,86.8,73,70,73,85,,,,,,,
Charlotte-Mecklenburg Schools,600329,Briarwood Elementary,6,D,50.0,D,46.0,D,53.0,Exceeded,88.1,41,37,43,44,,,,,,,
Charlotte-Mecklenburg Schools,600333,Carmel Middle,6,B,77.0,B,70.0,B,76.0,Exceeded,100.0,72,67,70,79,100,,,,,,
Charlotte-Mecklenburg Schools,600334,Cato Middle College High,6,A,98.0,,,,,,,100,,,,,,,95,,100,100
Charlotte-Mecklenburg Schools,600335,Billingsville Elementary,6,F,39.0,D,40.0,D,40.0,NotMet,69.6,32,30,32,33,,,,,,,
Charlotte-Mecklenburg Schools,600336,Chantilly Montessori,6,B,77.0,A,86.0,B,72.0,Exceeded,85.1,75,86,69,61,,,,,,,
Charlotte-Mecklenburg Schools,600338,Clear Creek Elementary,6,C,69.0,C,63.0,B,70.0,Met,80.9,66,61,68,79,,,,,,,
Charlotte-Mecklenburg Schools,600341,Cochrane Collegiate Academy,6,F,34.0,F,35.0,F,33.0,NotMet,55.3,29,28,25,32,27,38,32,50,,,
Charlotte-Mecklenburg Schools,600344,Collinswood Language Academy,6,B,83.0,B,81.0,B,80.0,Exceeded,87.9,81,79,81,92,,,,,,,
Charlotte-Mecklenburg Schools,600345,Community House Middle,6,A,86.0,B,79.0,B,84.0,Exceeded,100.0,83,79,80,95,100,,,,,,
Charlotte-Mecklenburg Schools,600346,Cornelius Elementary,6,B,80.0,B,78.0,B,83.0,Met,80.8,80,78,83,77,,,,,,,
Charlotte-Mecklenburg Schools,600349,Cotswold Elementary,6,C,66.0,C,67.0,C,65.0,NotMet,62.6,67,68,64,75,,,,,,,
Charlotte-Mecklenburg Schools,600351,Coulwood Middle,6,F,34.0,F,36.0,F,27.0,NotMet,50.0,31,32,21,53,100,,,,,,
Charlotte-Mecklenburg Schools,600352,Crown Point Elementary,6,C,67.0,C,67.0,C,65.0,Met,80.9,63,62,64,64,,,,,,,
Charlotte-Mecklenburg Schools,600353,Crestdale Middle,6,B,83.0,B,81.0,B,83.0,Exceeded,89.2,81,80,80,84,100,,,,,,
Charlotte-Mecklenburg Schools,600357,Davidson Elementary,6,B,82.0,B,80.0,B,83.0,Met,77.6,83,83,82,87,,,,,,,
Charlotte-Mecklenburg Schools,600361,Butler High,6,B,80.0,,,,,Exceeded,94.7,76,,,,63,72,63,68,73,100,92
Charlotte-Mecklenburg Schools,600362,David Cox Road Elementary,6,D,51.0,D,51.0,D,51.0,Exceeded,87.4,43,41,43,45,,,,,,,
Charlotte-Mecklenburg Schools,600364,Military and Global Leadership Academy,6,C,55.0,C,56.0,D,45.0,Met,84.7,48,48,36,67,20,62,51,57,,100,100
Charlotte-Mecklenburg Schools,600365,Devonshire Elementary,6,D,51.0,F,37.0,C,61.0,Met,84.3,43,25,56,54,,,,,,,
Charlotte-Mecklenburg Schools,600367,Dilworth Elementary,6,B,83.0,A,85.0,B,82.0,Met,80.8,84,85,82,88,,,,,,,
Charlotte-Mecklenburg Schools,600368,First Ward Creative Arts Academy,6,D,52.0,C,55.0,D,53.0,Met,80.4,44,49,44,32,,,,,,,
Charlotte-Mecklenburg Schools,600369,Berewick Elementary,6,C,59.0,C,55.0,C,63.0,NotMet,66.2,57,50,61,63,,,,,,,
Charlotte-Mecklenburg Schools,600374,Druid Hills Academy,6,D,45.0,D,41.0,D,42.0,Exceeded,95.2,32,30,28,51,,,,,,,
Charlotte-Mecklenburg Schools,600377,East Mecklenburg High,6,B,71.0,,,,,Met,83.9,68,,,,59,72,51,64,81,94,84
Charlotte-Mecklenburg Schools,600379,Eastover Elementary,6,C,69.0,B,75.0,C,69.0,NotMet,59.2,72,76,69,66,,,,,,,
Charlotte-Mecklenburg Schools,600381,Eastway Middle,6,F,39.0,F,39.0,F,39.0,NotMet,65.8,33,30,31,45,70,,,,,,
Charlotte-Mecklenburg Schools,600382,Elizabeth Lane Elementary,6,A,85.0,A,85.0,A,85.0,Met,82.4,85,85,85,88,,,,,,,
Charlotte-Mecklenburg Schools,600383,Elon Park Elementary,6,B,83.0,B,81.0,A,86.0,Met,75.9,84,81,88,86,,,,,,,
Charlotte-Mecklenburg Schools,600384,Elizabeth Traditional Elementary,6,B,73.0,B,73.0,B,71.0,Met,75.3,73,73,70,83,,,,,,,
Charlotte-Mecklenburg Schools,600385,Endhaven Elementary,6,B,77.0,B,76.0,B,76.0,Exceeded,91.0,74,73,73,80,,,,,,,
Charlotte-Mecklenburg Schools,600386,Hawthorne High,6,D,51.0,,,,,Met,81.5,44,,,,59,16,10,5,,100,91
Charlotte-Mecklenburg Schools,600392,Polo Ridge Elementary,6,A,87.0,B,83.0,A,88.0,Met,83.1,88,84,90,95,,,,,,,
Charlotte-Mecklenburg Schools,600394,Francis Bradley Middle,6,B,73.0,B,71.0,C,69.0,Exceeded,94.0,68,66,63,81,100,,,,,,
Charlotte-Mecklenburg Schools,600397,Garinger High,6,C,59.0,,,,,Exceeded,93.3,51,,,,28,31,41,19,67,88,87
Charlotte-Mecklenburg Schools,600398,Greenway Park Elementary,6,C,58.0,D,52.0,C,59.0,Exceeded,90.2,50,46,50,59,,,,,,,
Charlotte-Mecklenburg Schools,600399,Alexander Graham Middle,6,B,77.0,B,72.0,B,71.0,Exceeded,98.9,71,69,65,85,100,,,,,,
Charlotte-Mecklenburg Schools,600405,Harding University High,6,C,59.0,,,,,Exceeded,85.1,53,,,,30,40,43,34,50,100,88
Charlotte-Mecklenburg Schools,600406,Hawk Ridge Elementary,6,A,85.0,B,82.0,A,86.0,Met,76.8,88,84,89,95,,,,,,,
Charlotte-Mecklenburg Schools,600410,Hickory Grove Elementary,6,D,53.0,D,48.0,D,53.0,Met,82.9,46,40,47,65,,,,,,,
Charlotte-Mecklenburg Schools,600411,Highland Creek Elementary,6,B,70.0,C,68.0,B,70.0,NotMet,60.7,73,69,73,80,,,,,,,
Charlotte-Mecklenburg Schools,600412,Hidden Valley Elementary,6,D,50.0,D,44.0,D,52.0,Exceeded,85.7,41,33,45,53,,,,,,,
Charlotte-Mecklenburg Schools,600413,Highland Mill Montessori,6,B,74.0,B,73.0,C,69.0,Exceeded,89.9,69,71,64,84,,,,,,,
Charlotte-Mecklenburg Schools,600414,Highland Renaissance Academy,6,C,60.0,D,50.0,C,64.0,Exceeded,87.0,53,43,58,65,,,,,,,
Charlotte-Mecklenburg Schools,600415,Hopewell High,6,C,65.0,,,,,NotMet,68.8,64,,,,45,67,39,51,75,100,88
Charlotte-Mecklenburg Schools,600416,Hornets Nest Elementary,6,C,55.0,D,43.0,C,63.0,Exceeded,90.6,46,34,55,57,,,,,,,
Charlotte-Mecklenburg Schools,600418,Croft Community Elementary,6,C,67.0,C,66.0,C,63.0,Exceeded,89.8,62,63,57,74,,,,,,,
Charlotte-Mecklenburg Schools,600420,Huntersville Elementary,6,A,86.0,B,82.0,A,85.0,Met,74.2,86,84,87,88,,,,,,,
Charlotte-Mecklenburg Schools,600422,Huntingtowne Farms Elementary,6,D,49.0,D,45.0,D,50.0,NotMet,67.2,45,37,47,61,,,,,,,
Charlotte-Mecklenburg Schools,600424,Idlewild Elementary,6,C,62.0,C,58.0,C,67.0,Met,81.4,58,53,62,58,,,,,,,
Charlotte-Mecklenburg Schools,600426,Independence High,6,B,77.0,,,,,Exceeded,100.0,72,,,,64,75,63,51,71,91,89
Charlotte-Mecklenburg Schools,600428,James Martin Middle,6,D,48.0,D,45.0,F,39.0,Exceeded,91.9,38,37,27,68,92,,,,,,
Charlotte-Mecklenburg Schools,600429,Morehead STEM Academy,6,B,72.0,B,70.0,C,66.0,Met,73.0,72,69,67,94,69,,,,,,
Charlotte-Mecklenburg Schools,600431,Jay M Robinson Middle,6,A,91.0,A,89.0,A,90.0,Exceeded,100.0,89,89,88,90,100,,,,,,
Charlotte-Mecklenburg Schools,600432,Joseph W Grier Academy,6,C,65.0,C,56.0,C,68.0,Met,81.7,61,53,64,78,,,,,,,
Charlotte-Mecklenburg Schools,600433,J.V. Washam Elementary,6,B,78.0,B,77.0,B,79.0,Met,74.9,78,76,80,79,,,,,,,
Charlotte-Mecklenburg Schools,600434,Kennedy Middle,6,D,50.0,D,48.0,D,40.0,Met,80.0,42,43,30,74,61,,,,,,
Charlotte-Mecklenburg Schools,600436,Lake Wylie Elementary,6,C,60.0,C,62.0,C,55.0,Met,80.2,55,58,48,69,,,,,,,
Charlotte-Mecklenburg Schools,600437,Ballantyne Elementary,6,B,84.0,B,80.0,B,83.0,Exceeded,88.4,83,79,82,94,,,,,,,
Charlotte-Mecklenburg Schools,600438,Lansdowne Elementary,6,C,58.0,C,60.0,C,57.0,NotMet,68.4,56,58,53,62,,,,,,,
Charlotte-Mecklenburg Schools,600439,Turning Point Academy,6,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600440,Lebanon Road Elementary,6,C,62.0,C,55.0,C,68.0,Exceeded,87.7,56,47,63,57,,,,,,,
Charlotte-Mecklenburg Schools,600442,Blythe Elementary,6,C,69.0,C,65.0,B,72.0,Exceeded,88.5,64,60,68,66,,,,,,,
Charlotte-Mecklenburg Schools,600444,Long Creek Elementary,6,C,64.0,C,63.0,C,62.0,Exceeded,89.2,58,58,55,66,,,,,,,
Charlotte-Mecklenburg Schools,600445,Mallard Creek High,6,B,76.0,,,,,Exceeded,100.0,71,,,,54,75,56,51,73,100,100
Charlotte-Mecklenburg Schools,600446,Mallard Creek Elementary,6,B,70.0,C,66.0,C,69.0,Exceeded,91.2,65,62,63,78,,,,,,,
