graduation_year,unit_code,leaname,schname,status,subgroup,subgroup_name,schcount,leacount,seacount,sch_percent_enrolled,lea_percent_enrolled,sea_percent_enrolled
2012,050LEA,Ashe County Schools,,NOENROLL,WH7,White,,59.0,14827.0,,67.4,72.26
2012,060LEA,Avery County Schools,,ENROLL,AM7,American Indian,,,720.0,,,54.71
2012,060LEA,Avery County Schools,,ENROLL,AS7,Asian,,,1930.0,,,79.32
2012,060LEA,Avery County Schools,,ENROLL,All,All Student (Total or subtotal),,106.0,63828.0,,64.24,66.94
2012,060LEA,Avery County Schools,,ENROLL,BL7,Black,,,16672.0,,,61.86
2012,060LEA,Avery County Schools,,ENROLL,ECODIS,Economically Disadvantaged,,46.0,21630.0,,58.22,54.48
2012,060LEA,Avery County Schools,,ENROLL,F,Female,,58.0,35033.0,,75.32,72.63
2012,060LEA,Avery County Schools,,ENROLL,HI7,Hispanic,,,3943.0,,60.0,47.75
2012,060LEA,Avery County Schools,,ENROLL,LEP,Limited English Proficiency,,,564.0,,,29.98
2012,060LEA,Avery County Schools,,ENROLL,M,Male,,48.0,28795.0,,54.54,61.12
2012,060LEA,Avery County Schools,,ENROLL,MU7,Multiracial,,,1872.0,,50.0,66.0
2012,060LEA,Avery County Schools,,ENROLL,PI7,Pacific Islander,,,55.0,,,66.26
2012,060LEA,Avery County Schools,,ENROLL,WDIS,Students with Disabilities,,,3183.0,,33.33,36.51
2012,060LEA,Avery County Schools,,ENROLL,WH7,White,,102.0,38636.0,,64.96,72.26
2012,060LEA,Avery County Schools,,NOENROLL,AM7,American Indian,,,596.0,,,54.71
2012,060LEA,Avery County Schools,,NOENROLL,AS7,Asian,,,503.0,,,79.32
2012,060LEA,Avery County Schools,,NOENROLL,All,All Student (Total or subtotal),,59.0,31511.0,,64.24,66.94
2012,060LEA,Avery County Schools,,NOENROLL,BL7,Black,,,10279.0,,,61.86
2012,060LEA,Avery County Schools,,NOENROLL,ECODIS,Economically Disadvantaged,,33.0,18070.0,,58.22,54.48
2012,060LEA,Avery County Schools,,NOENROLL,F,Female,,19.0,13201.0,,75.32,72.63
2012,060LEA,Avery County Schools,,NOENROLL,HI7,Hispanic,,,4314.0,,60.0,47.75
2012,060LEA,Avery County Schools,,NOENROLL,LEP,Limited English Proficiency,,,1317.0,,,29.98
2012,060LEA,Avery County Schools,,NOENROLL,M,Male,,40.0,18310.0,,54.54,61.12
2012,060LEA,Avery County Schools,,NOENROLL,MU7,Multiracial,,,964.0,,50.0,66.0
2012,060LEA,Avery County Schools,,NOENROLL,PI7,Pacific Islander,,,28.0,,,66.26
2012,060LEA,Avery County Schools,,NOENROLL,WDIS,Students with Disabilities,,8.0,5533.0,,33.33,36.51
2012,060LEA,Avery County Schools,,NOENROLL,WH7,White,,55.0,14827.0,,64.96,72.26
2012,070LEA,Beaufort County Schools,,ENROLL,AM7,American Indian,,,720.0,,,54.71
2012,070LEA,Beaufort County Schools,,ENROLL,AS7,Asian,,,1930.0,,95.0,79.32
2012,070LEA,Beaufort County Schools,,ENROLL,All,All Student (Total or subtotal),,264.0,63828.0,,62.55,66.94
2012,070LEA,Beaufort County Schools,,ENROLL,BL7,Black,,89.0,16672.0,,57.79,61.86
2012,070LEA,Beaufort County Schools,,ENROLL,ECODIS,Economically Disadvantaged,,148.0,21630.0,,58.26,54.48
2012,070LEA,Beaufort County Schools,,ENROLL,F,Female,,151.0,35033.0,,70.56,72.63
2012,070LEA,Beaufort County Schools,,ENROLL,HI7,Hispanic,,15.0,3943.0,,44.11,47.75
2012,070LEA,Beaufort County Schools,,ENROLL,LEP,Limited English Proficiency,,,564.0,,16.66,29.98
2012,070LEA,Beaufort County Schools,,ENROLL,M,Male,,113.0,28795.0,,54.32,61.12
2012,070LEA,Beaufort County Schools,,ENROLL,MU7,Multiracial,,13.0,1872.0,,72.22,66.0
2012,070LEA,Beaufort County Schools,,ENROLL,PI7,Pacific Islander,,,55.0,,,66.26
2012,070LEA,Beaufort County Schools,,ENROLL,WDIS,Students with Disabilities,,20.0,3183.0,,35.08,36.51
2012,070LEA,Beaufort County Schools,,ENROLL,WH7,White,,145.0,38636.0,,67.75,72.26
2012,070LEA,Beaufort County Schools,,NOENROLL,AM7,American Indian,,,596.0,,,54.71
2012,070LEA,Beaufort County Schools,,NOENROLL,AS7,Asian,,,503.0,,95.0,79.32
2012,070LEA,Beaufort County Schools,,NOENROLL,All,All Student (Total or subtotal),,158.0,31511.0,,62.55,66.94
2012,070LEA,Beaufort County Schools,,NOENROLL,BL7,Black,,65.0,10279.0,,57.79,61.86
2012,070LEA,Beaufort County Schools,,NOENROLL,ECODIS,Economically Disadvantaged,,106.0,18070.0,,58.26,54.48
2012,070LEA,Beaufort County Schools,,NOENROLL,F,Female,,63.0,13201.0,,70.56,72.63
2012,070LEA,Beaufort County Schools,,NOENROLL,HI7,Hispanic,,19.0,4314.0,,44.11,47.75
2012,070LEA,Beaufort County Schools,,NOENROLL,LEP,Limited English Proficiency,,5.0,1317.0,,16.66,29.98
2012,070LEA,Beaufort County Schools,,NOENROLL,M,Male,,95.0,18310.0,,54.32,61.12
2012,070LEA,Beaufort County Schools,,NOENROLL,MU7,Multiracial,,5.0,964.0,,72.22,66.0
2012,070LEA,Beaufort County Schools,,NOENROLL,PI7,Pacific Islander,,,28.0,,,66.26
2012,070LEA,Beaufort County Schools,,NOENROLL,WDIS,Students with Disabilities,,37.0,5533.0,,35.08,36.51
2012,070LEA,Beaufort County Schools,,NOENROLL,WH7,White,,69.0,14827.0,,67.75,72.26
2012,080LEA,Bertie County Schools,,ENROLL,AM7,American Indian,,,720.0,,,54.71
2012,080LEA,Bertie County Schools,,ENROLL,AS7,Asian,,,1930.0,,95.0,79.32
2012,080LEA,Bertie County Schools,,ENROLL,All,All Student (Total or subtotal),,125.0,63828.0,,61.27,66.94
2012,080LEA,Bertie County Schools,,ENROLL,BL7,Black,,110.0,16672.0,,61.11,61.86
2012,080LEA,Bertie County Schools,,ENROLL,ECODIS,Economically Disadvantaged,,104.0,21630.0,,59.42,54.48
2012,080LEA,Bertie County Schools,,ENROLL,F,Female,,76.0,35033.0,,67.25,72.63
2012,080LEA,Bertie County Schools,,ENROLL,HI7,Hispanic,,,3943.0,,50.0,47.75
2012,080LEA,Bertie County Schools,,ENROLL,LEP,Limited English Proficiency,,,564.0,,,29.98
2012,080LEA,Bertie County Schools,,ENROLL,M,Male,,49.0,28795.0,,53.84,61.12
2012,080LEA,Bertie County Schools,,ENROLL,MU7,Multiracial,,,1872.0,,95.0,66.0
2012,080LEA,Bertie County Schools,,ENROLL,PI7,Pacific Islander,,,55.0,,,66.26
2012,080LEA,Bertie County Schools,,ENROLL,WDIS,Students with Disabilities,,,3183.0,,23.52,36.51
2012,080LEA,Bertie County Schools,,ENROLL,WH7,White,,12.0,38636.0,,60.0,72.26
2012,080LEA,Bertie County Schools,,NOENROLL,AM7,American Indian,,,596.0,,,54.71
2012,080LEA,Bertie County Schools,,NOENROLL,AS7,Asian,,,503.0,,95.0,79.32
2012,080LEA,Bertie County Schools,,NOENROLL,All,All Student (Total or subtotal),,79.0,31511.0,,61.27,66.94
2012,080LEA,Bertie County Schools,,NOENROLL,BL7,Black,,70.0,10279.0,,61.11,61.86
2012,080LEA,Bertie County Schools,,NOENROLL,ECODIS,Economically Disadvantaged,,71.0,18070.0,,59.42,54.48
2012,080LEA,Bertie County Schools,,NOENROLL,F,Female,,37.0,13201.0,,67.25,72.63
2012,080LEA,Bertie County Schools,,NOENROLL,HI7,Hispanic,,,4314.0,,50.0,47.75
2012,080LEA,Bertie County Schools,,NOENROLL,LEP,Limited English Proficiency,,,1317.0,,,29.98
2012,080LEA,Bertie County Schools,,NOENROLL,M,Male,,42.0,18310.0,,53.84,61.12
2012,080LEA,Bertie County Schools,,NOENROLL,MU7,Multiracial,,,964.0,,95.0,66.0
2012,080LEA,Bertie County Schools,,NOENROLL,PI7,Pacific Islander,,,28.0,,,66.26
2012,080LEA,Bertie County Schools,,NOENROLL,WDIS,Students with Disabilities,,13.0,5533.0,,23.52,36.51
2012,080LEA,Bertie County Schools,,NOENROLL,WH7,White,,8.0,14827.0,,60.0,72.26
2012,090LEA,Bladen County Schools,,ENROLL,AM7,American Indian,,,720.0,,33.33,54.71
2012,090LEA,Bladen County Schools,,ENROLL,AS7,Asian,,,1930.0,,,79.32
2012,090LEA,Bladen County Schools,,ENROLL,All,All Student (Total or subtotal),,222.0,63828.0,,66.07,66.94
2012,090LEA,Bladen County Schools,,ENROLL,BL7,Black,,106.0,16672.0,,63.47,61.86
2012,090LEA,Bladen County Schools,,ENROLL,ECODIS,Economically Disadvantaged,,139.0,21630.0,,60.96,54.48
2012,090LEA,Bladen County Schools,,ENROLL,F,Female,,117.0,35033.0,,69.64,72.63
2012,090LEA,Bladen County Schools,,ENROLL,HI7,Hispanic,,9.0,3943.0,,32.14,47.75
2012,090LEA,Bladen County Schools,,ENROLL,LEP,Limited English Proficiency,,,564.0,,12.5,29.98
2012,090LEA,Bladen County Schools,,ENROLL,M,Male,,105.0,28795.0,,62.5,61.12
2012,090LEA,Bladen County Schools,,ENROLL,MU7,Multiracial,,5.0,1872.0,,62.5,66.0
2012,090LEA,Bladen County Schools,,ENROLL,PI7,Pacific Islander,,,55.0,,,66.26
2012,090LEA,Bladen County Schools,,ENROLL,WDIS,Students with Disabilities,,16.0,3183.0,,39.02,36.51
2012,090LEA,Bladen County Schools,,ENROLL,WH7,White,,101.0,38636.0,,77.69,72.26
2012,090LEA,Bladen County Schools,,NOENROLL,AM7,American Indian,,,596.0,,33.33,54.71
2012,090LEA,Bladen County Schools,,NOENROLL,AS7,Asian,,,503.0,,,79.32
2012,090LEA,Bladen County Schools,,NOENROLL,All,All Student (Total or subtotal),,114.0,31511.0,,66.07,66.94
2012,090LEA,Bladen County Schools,,NOENROLL,BL7,Black,,61.0,10279.0,,63.47,61.86
2012,090LEA,Bladen County Schools,,NOENROLL,ECODIS,Economically Disadvantaged,,89.0,18070.0,,60.96,54.48
2012,090LEA,Bladen County Schools,,NOENROLL,F,Female,,51.0,13201.0,,69.64,72.63
2012,090LEA,Bladen County Schools,,NOENROLL,HI7,Hispanic,,19.0,4314.0,,32.14,47.75
2012,090LEA,Bladen County Schools,,NOENROLL,LEP,Limited English Proficiency,,7.0,1317.0,,12.5,29.98
2012,090LEA,Bladen County Schools,,NOENROLL,M,Male,,63.0,18310.0,,62.5,61.12
2012,090LEA,Bladen County Schools,,NOENROLL,MU7,Multiracial,,,964.0,,62.5,66.0
2012,090LEA,Bladen County Schools,,NOENROLL,PI7,Pacific Islander,,,28.0,,,66.26
2012,090LEA,Bladen County Schools,,NOENROLL,WDIS,Students with Disabilities,,25.0,5533.0,,39.02,36.51
2012,090LEA,Bladen County Schools,,NOENROLL,WH7,White,,29.0,14827.0,,77.69,72.26
2012,100LEA,Brunswick County Schools,,ENROLL,AM7,American Indian,,,720.0,,57.14,54.71
2012,100LEA,Brunswick County Schools,,ENROLL,AS7,Asian,,,1930.0,,95.0,79.32
2012,100LEA,Brunswick County Schools,,ENROLL,All,All Student (Total or subtotal),,514.0,63828.0,,61.7,66.94
2012,100LEA,Brunswick County Schools,,ENROLL,BL7,Black,,96.0,16672.0,,54.54,61.86
2012,100LEA,Brunswick County Schools,,ENROLL,ECODIS,Economically Disadvantaged,,236.0,21630.0,,53.39,54.48
2012,100LEA,Brunswick County Schools,,ENROLL,F,Female,,292.0,35033.0,,69.35,72.63
2012,100LEA,Brunswick County Schools,,ENROLL,HI7,Hispanic,,26.0,3943.0,,50.0,47.75
2012,100LEA,Brunswick County Schools,,ENROLL,LEP,Limited English Proficiency,,,564.0,,,29.98
2012,100LEA,Brunswick County Schools,,ENROLL,M,Male,,222.0,28795.0,,53.88,61.12
2012,100LEA,Brunswick County Schools,,ENROLL,MU7,Multiracial,,13.0,1872.0,,61.9,66.0
2012,100LEA,Brunswick County Schools,,ENROLL,PI7,Pacific Islander,,,55.0,,,66.26
2012,100LEA,Brunswick County Schools,,ENROLL,WDIS,Students with Disabilities,,23.0,3183.0,,32.85,36.51
2012,100LEA,Brunswick County Schools,,ENROLL,WH7,White,,373.0,38636.0,,64.86,72.26
2012,100LEA,Brunswick County Schools,,NOENROLL,AM7,American Indian,,,596.0,,57.14,54.71
2012,100LEA,Brunswick County Schools,,NOENROLL,AS7,Asian,,,503.0,,95.0,79.32
2012,100LEA,Brunswick County Schools,,NOENROLL,All,All Student (Total or subtotal),,319.0,31511.0,,61.7,66.94
2012,100LEA,Brunswick County Schools,,NOENROLL,BL7,Black,,80.0,10279.0,,54.54,61.86
2012,100LEA,Brunswick County Schools,,NOENROLL,ECODIS,Economically Disadvantaged,,206.0,18070.0,,53.39,54.48
2012,100LEA,Brunswick County Schools,,NOENROLL,F,Female,,129.0,13201.0,,69.35,72.63
2012,100LEA,Brunswick County Schools,,NOENROLL,HI7,Hispanic,,26.0,4314.0,,50.0,47.75
2012,100LEA,Brunswick County Schools,,NOENROLL,LEP,Limited English Proficiency,,,1317.0,,,29.98
2012,100LEA,Brunswick County Schools,,NOENROLL,M,Male,,190.0,18310.0,,53.88,61.12
2012,100LEA,Brunswick County Schools,,NOENROLL,MU7,Multiracial,,8.0,964.0,,61.9,66.0
2012,100LEA,Brunswick County Schools,,NOENROLL,PI7,Pacific Islander,,,28.0,,,66.26
2012,100LEA,Brunswick County Schools,,NOENROLL,WDIS,Students with Disabilities,,47.0,5533.0,,32.85,36.51
2012,100LEA,Brunswick County Schools,,NOENROLL,WH7,White,,202.0,14827.0,,64.86,72.26
2012,110LEA,Buncombe County Schools,,ENROLL,AM7,American Indian,,,720.0,,25.0,54.71
2012,110LEA,Buncombe County Schools,,ENROLL,AS7,Asian,,17.0,1930.0,,89.47,79.32
2012,110LEA,Buncombe County Schools,,ENROLL,All,All Student (Total or subtotal),,1096.0,63828.0,,63.49,66.94
2012,110LEA,Buncombe County Schools,,ENROLL,BL7,Black,,58.0,16672.0,,55.23,61.86
2012,110LEA,Buncombe County Schools,,ENROLL,ECODIS,Economically Disadvantaged,,309.0,21630.0,,46.96,54.48
2012,110LEA,Buncombe County Schools,,ENROLL,F,Female,,593.0,35033.0,,69.43,72.63
