graduation_year,unit_code,leaname,schname,status,subgroup,subgroup_name,schcount,leacount,seacount,sch_percent_enrolled,lea_percent_enrolled,sea_percent_enrolled
2014,010388,Alamance-Burlington Schools,Southern High,ENROLL,ALL,All Students (Total or Subtotal,171.0,771.0,53349.0,52.1341463414634,52.6279863481229,55.288521328193
2014,010388,Alamance-Burlington Schools,Southern High,NOENROLL,ALL,All Students (Total or Subtotal,157.0,694.0,43142.0,,,
2014,010388,Alamance-Burlington Schools,Southern High,ENROLL,ECODIS,Economically Disadvantaged,43.0,236.0,17281.0,13.109756097561,16.1092150170648,17.9092567259462
2014,010388,Alamance-Burlington Schools,Southern High,NOENROLL,ECODIS,Economically Disadvantaged,66.0,356.0,21770.0,,,
2014,010388,Alamance-Burlington Schools,Southern High,ENROLL,F,Female,90.0,428.0,29440.0,27.4390243902439,29.2150170648464,30.5103013721345
2014,010388,Alamance-Burlington Schools,Southern High,NOENROLL,F,Female,77.0,324.0,19287.0,,,
2014,010388,Alamance-Burlington Schools,Southern High,ENROLL,LEP,Limited English Proficiency,,8.0,422.0,,,
2014,010388,Alamance-Burlington Schools,Southern High,NOENROLL,LEP,Limited English Proficiency,,25.0,1230.0,,,
2014,010388,Alamance-Burlington Schools,Southern High,ENROLL,M,Male,81.0,343.0,23909.0,24.6951219512195,23.4129692832765,24.7782199560585
2014,010388,Alamance-Burlington Schools,Southern High,NOENROLL,M,Male,80.0,370.0,23855.0,,,
2014,010388,Alamance-Burlington Schools,Southern High,ENROLL,MA,Asian,,13.0,1770.0,,,
2014,010388,Alamance-Burlington Schools,Southern High,ENROLL,MAN,American Indian,,7.0,719.0,,,
2014,010388,Alamance-Burlington Schools,Southern High,ENROLL,MB,Black,13.0,158.0,12868.0,,10.7849829351536,13.3358205861626
2014,010388,Alamance-Burlington Schools,Southern High,NOENROLL,MB,Black,18.0,156.0,12801.0,,,
2014,010388,Alamance-Burlington Schools,Southern High,ENROLL,MHL,Hispanic,9.0,91.0,3897.0,,6.21160409556314,
2014,010388,Alamance-Burlington Schools,Southern High,NOENROLL,MHL,Hispanic,18.0,160.0,6059.0,,,
2014,010388,Alamance-Burlington Schools,Southern High,ENROLL,MM,Multiracial,6.0,20.0,1813.0,,,
2014,010388,Alamance-Burlington Schools,Southern High,NOENROLL,MM,Multiracial,,19.0,1457.0,,,
2014,010388,Alamance-Burlington Schools,Southern High,ENROLL,MNP,Pacific Islander,,,40.0,,,
2014,010388,Alamance-Burlington Schools,Southern High,NOENROLL,MNP,Pacific Islander,,,55.0,,,
2014,010388,Alamance-Burlington Schools,Southern High,ENROLL,MW,White,139.0,481.0,32242.0,42.3780487804878,32.8327645051195,33.414169050284
2014,010388,Alamance-Burlington Schools,Southern High,NOENROLL,MW,White,116.0,354.0,21286.0,,,
2014,010388,Alamance-Burlington Schools,Southern High,NOENROLL,WDIS,Students With Disabilities,5.0,12.0,725.0,,,
2014,010396,Alamance-Burlington Schools,Walter M Williams High,ENROLL,ALL,All Students (Total or Subtotal,141.0,771.0,53349.0,54.6511627906977,52.6279863481229,55.288521328193
2014,010396,Alamance-Burlington Schools,Walter M Williams High,NOENROLL,ALL,All Students (Total or Subtotal,117.0,694.0,43142.0,,,
2014,010396,Alamance-Burlington Schools,Walter M Williams High,ENROLL,ECODIS,Economically Disadvantaged,49.0,236.0,17281.0,18.9922480620155,16.1092150170648,17.9092567259462
2014,010396,Alamance-Burlington Schools,Walter M Williams High,NOENROLL,ECODIS,Economically Disadvantaged,67.0,356.0,21770.0,,,
2014,010396,Alamance-Burlington Schools,Walter M Williams High,ENROLL,F,Female,78.0,428.0,29440.0,30.2325581395349,29.2150170648464,30.5103013721345
2014,010396,Alamance-Burlington Schools,Walter M Williams High,NOENROLL,F,Female,48.0,324.0,19287.0,,,
2014,010396,Alamance-Burlington Schools,Walter M Williams High,ENROLL,LEP,Limited English Proficiency,,8.0,422.0,,,
2014,010396,Alamance-Burlington Schools,Walter M Williams High,NOENROLL,LEP,Limited English Proficiency,6.0,25.0,1230.0,,,
2014,010396,Alamance-Burlington Schools,Walter M Williams High,ENROLL,M,Male,63.0,343.0,23909.0,24.4186046511628,23.4129692832765,24.7782199560585
2014,010396,Alamance-Burlington Schools,Walter M Williams High,NOENROLL,M,Male,69.0,370.0,23855.0,,,
2014,010396,Alamance-Burlington Schools,Walter M Williams High,ENROLL,MA,Asian,6.0,13.0,1770.0,,,
2014,010396,Alamance-Burlington Schools,Walter M Williams High,NOENROLL,MA,Asian,,,863.0,,,
2014,010396,Alamance-Burlington Schools,Walter M Williams High,ENROLL,MAN,American Indian,,7.0,719.0,,,
2014,010396,Alamance-Burlington Schools,Walter M Williams High,NOENROLL,MAN,American Indian,,,621.0,,,
2014,010396,Alamance-Burlington Schools,Walter M Williams High,ENROLL,MB,Black,34.0,158.0,12868.0,13.1782945736434,10.7849829351536,13.3358205861626
2014,010396,Alamance-Burlington Schools,Walter M Williams High,NOENROLL,MB,Black,41.0,156.0,12801.0,,,
2014,010396,Alamance-Burlington Schools,Walter M Williams High,ENROLL,MHL,Hispanic,17.0,91.0,3897.0,6.58914728682171,6.21160409556314,
2014,010396,Alamance-Burlington Schools,Walter M Williams High,NOENROLL,MHL,Hispanic,23.0,160.0,6059.0,,,
2014,010396,Alamance-Burlington Schools,Walter M Williams High,ENROLL,MM,Multiracial,,20.0,1813.0,,,
2014,010396,Alamance-Burlington Schools,Walter M Williams High,NOENROLL,MM,Multiracial,6.0,19.0,1457.0,,,
2014,010396,Alamance-Burlington Schools,Walter M Williams High,ENROLL,MW,White,80.0,481.0,32242.0,31.0077519379845,32.8327645051195,33.414169050284
2014,010396,Alamance-Burlington Schools,Walter M Williams High,NOENROLL,MW,White,45.0,354.0,21286.0,,,
2014,010400,Alamance-Burlington Schools,Western Alamance High,ENROLL,ALL,All Students (Total or Subtotal,170.0,771.0,53349.0,60.4982206405694,52.6279863481229,55.288521328193
2014,010400,Alamance-Burlington Schools,Western Alamance High,NOENROLL,ALL,All Students (Total or Subtotal,111.0,694.0,43142.0,,,
2014,010400,Alamance-Burlington Schools,Western Alamance High,ENROLL,ECODIS,Economically Disadvantaged,27.0,236.0,17281.0,9.6085409252669,16.1092150170648,17.9092567259462
2014,010400,Alamance-Burlington Schools,Western Alamance High,NOENROLL,ECODIS,Economically Disadvantaged,26.0,356.0,21770.0,,,
2014,010400,Alamance-Burlington Schools,Western Alamance High,ENROLL,F,Female,93.0,428.0,29440.0,33.0960854092527,29.2150170648464,30.5103013721345
2014,010400,Alamance-Burlington Schools,Western Alamance High,NOENROLL,F,Female,51.0,324.0,19287.0,,,
2014,010400,Alamance-Burlington Schools,Western Alamance High,NOENROLL,LEP,Limited English Proficiency,,25.0,1230.0,,,
2014,010400,Alamance-Burlington Schools,Western Alamance High,ENROLL,M,Male,77.0,343.0,23909.0,27.4021352313167,23.4129692832765,24.7782199560585
2014,010400,Alamance-Burlington Schools,Western Alamance High,NOENROLL,M,Male,60.0,370.0,23855.0,,,
2014,010400,Alamance-Burlington Schools,Western Alamance High,ENROLL,MA,Asian,,13.0,1770.0,,,
2014,010400,Alamance-Burlington Schools,Western Alamance High,NOENROLL,MA,Asian,,,863.0,,,
2014,010400,Alamance-Burlington Schools,Western Alamance High,ENROLL,MB,Black,21.0,158.0,12868.0,7.47330960854092,10.7849829351536,13.3358205861626
2014,010400,Alamance-Burlington Schools,Western Alamance High,NOENROLL,MB,Black,13.0,156.0,12801.0,,,
2014,010400,Alamance-Burlington Schools,Western Alamance High,ENROLL,MHL,Hispanic,9.0,91.0,3897.0,,6.21160409556314,
2014,010400,Alamance-Burlington Schools,Western Alamance High,NOENROLL,MHL,Hispanic,9.0,160.0,6059.0,,,
2014,010400,Alamance-Burlington Schools,Western Alamance High,ENROLL,MM,Multiracial,,20.0,1813.0,,,
2014,010400,Alamance-Burlington Schools,Western Alamance High,NOENROLL,MM,Multiracial,,19.0,1457.0,,,
2014,010400,Alamance-Burlington Schools,Western Alamance High,ENROLL,MW,White,133.0,481.0,32242.0,47.3309608540925,32.8327645051195,33.414169050284
2014,010400,Alamance-Burlington Schools,Western Alamance High,NOENROLL,MW,White,84.0,354.0,21286.0,,,
2014,010400,Alamance-Burlington Schools,Western Alamance High,NOENROLL,WDIS,Students With Disabilities,5.0,12.0,725.0,,,
2014,010LEA,Alamance-Burlington Schools,,ENROLL,ALL,All Students (Total or Subtotal,,771.0,53349.0,,52.6279863481229,55.288521328193
2014,010LEA,Alamance-Burlington Schools,,NOENROLL,ALL,All Students (Total or Subtotal,,694.0,43142.0,,,
2014,010LEA,Alamance-Burlington Schools,,ENROLL,ECODIS,Economically Disadvantaged,,236.0,17281.0,,16.1092150170648,17.9092567259462
2014,010LEA,Alamance-Burlington Schools,,NOENROLL,ECODIS,Economically Disadvantaged,,356.0,21770.0,,,
2014,010LEA,Alamance-Burlington Schools,,ENROLL,F,Female,,428.0,29440.0,,29.2150170648464,30.5103013721345
2014,010LEA,Alamance-Burlington Schools,,NOENROLL,F,Female,,324.0,19287.0,,,
2014,010LEA,Alamance-Burlington Schools,,ENROLL,LEP,Limited English Proficiency,,8.0,422.0,,,
2014,010LEA,Alamance-Burlington Schools,,NOENROLL,LEP,Limited English Proficiency,,25.0,1230.0,,,
2014,010LEA,Alamance-Burlington Schools,,ENROLL,M,Male,,343.0,23909.0,,23.4129692832765,24.7782199560585
2014,010LEA,Alamance-Burlington Schools,,NOENROLL,M,Male,,370.0,23855.0,,,
2014,010LEA,Alamance-Burlington Schools,,ENROLL,MA,Asian,,13.0,1770.0,,,
2014,010LEA,Alamance-Burlington Schools,,NOENROLL,MA,Asian,,,863.0,,,
2014,010LEA,Alamance-Burlington Schools,,ENROLL,MAN,American Indian,,7.0,719.0,,,
2014,010LEA,Alamance-Burlington Schools,,NOENROLL,MAN,American Indian,,,621.0,,,
2014,010LEA,Alamance-Burlington Schools,,ENROLL,MB,Black,,158.0,12868.0,,10.7849829351536,13.3358205861626
2014,010LEA,Alamance-Burlington Schools,,NOENROLL,MB,Black,,156.0,12801.0,,,
2014,010LEA,Alamance-Burlington Schools,,ENROLL,MHL,Hispanic,,91.0,3897.0,,6.21160409556314,
2014,010LEA,Alamance-Burlington Schools,,NOENROLL,MHL,Hispanic,,160.0,6059.0,,,
2014,010LEA,Alamance-Burlington Schools,,ENROLL,MM,Multiracial,,20.0,1813.0,,,
2014,010LEA,Alamance-Burlington Schools,,NOENROLL,MM,Multiracial,,19.0,1457.0,,,
2014,010LEA,Alamance-Burlington Schools,,ENROLL,MNP,Pacific Islander,,,40.0,,,
2014,010LEA,Alamance-Burlington Schools,,NOENROLL,MNP,Pacific Islander,,,55.0,,,
2014,010LEA,Alamance-Burlington Schools,,ENROLL,MW,White,,481.0,32242.0,,32.8327645051195,33.414169050284
2014,010LEA,Alamance-Burlington Schools,,NOENROLL,MW,White,,354.0,21286.0,,,
2014,010LEA,Alamance-Burlington Schools,,NOENROLL,WDIS,Students With Disabilities,,12.0,725.0,,,
2014,01B000,Charter and Non-District Affiliated Schools,River Mill Academy,ENROLL,ALL,All Students (Total or Subtotal,24.0,,53349.0,68.5714285714286,,55.288521328193
2014,01B000,Charter and Non-District Affiliated Schools,River Mill Academy,NOENROLL,ALL,All Students (Total or Subtotal,11.0,,43142.0,,,
2014,01C000,Charter and Non-District Affiliated Schools,Clover Garden,ENROLL,ALL,All Students (Total or Subtotal,26.0,,53349.0,89.6551724137931,,55.288521328193
2014,01C000,Charter and Non-District Affiliated Schools,Clover Garden,NOENROLL,ALL,All Students (Total or Subtotal,,,43142.0,,,
2014,01D000,Charter and Non-District Affiliated Schools,The Hawbridge School,ENROLL,ALL,All Students (Total or Subtotal,19.0,,53349.0,73.0769230769231,,55.288521328193
2014,01D000,Charter and Non-District Affiliated Schools,The Hawbridge School,NOENROLL,ALL,All Students (Total or Subtotal,7.0,,43142.0,,,
2014,020302,Alexander County Schools,Alexander Central High,ENROLL,ALL,All Students (Total or Subtotal,194.0,194.0,53349.0,49.1139240506329,49.1139240506329,55.288521328193
2014,020302,Alexander County Schools,Alexander Central High,NOENROLL,ALL,All Students (Total or Subtotal,201.0,201.0,43142.0,,,
2014,020302,Alexander County Schools,Alexander Central High,ENROLL,ECODIS,Economically Disadvantaged,59.0,59.0,17281.0,14.9367088607595,14.9367088607595,17.9092567259462
2014,020302,Alexander County Schools,Alexander Central High,NOENROLL,ECODIS,Economically Disadvantaged,106.0,106.0,21770.0,,,
2014,020302,Alexander County Schools,Alexander Central High,ENROLL,F,Female,113.0,113.0,29440.0,28.6075949367089,28.6075949367089,30.5103013721345
2014,020302,Alexander County Schools,Alexander Central High,NOENROLL,F,Female,85.0,85.0,19287.0,,,
2014,020302,Alexander County Schools,Alexander Central High,ENROLL,LEP,Limited English Proficiency,,,422.0,,,
2014,020302,Alexander County Schools,Alexander Central High,ENROLL,M,Male,81.0,81.0,23909.0,20.5063291139241,20.5063291139241,24.7782199560585
2014,020302,Alexander County Schools,Alexander Central High,NOENROLL,M,Male,116.0,116.0,23855.0,,,
2014,020302,Alexander County Schools,Alexander Central High,ENROLL,MA,Asian,6.0,6.0,1770.0,,,
2014,020302,Alexander County Schools,Alexander Central High,NOENROLL,MA,Asian,,,863.0,,,
2014,020302,Alexander County Schools,Alexander Central High,ENROLL,MB,Black,,,12868.0,,,13.3358205861626
2014,020302,Alexander County Schools,Alexander Central High,NOENROLL,MB,Black,6.0,6.0,12801.0,,,
2014,020302,Alexander County Schools,Alexander Central High,ENROLL,MHL,Hispanic,9.0,9.0,3897.0,,,
2014,020302,Alexander County Schools,Alexander Central High,NOENROLL,MHL,Hispanic,11.0,11.0,6059.0,,,
2014,020302,Alexander County Schools,Alexander Central High,ENROLL,MM,Multiracial,,,1813.0,,,
2014,020302,Alexander County Schools,Alexander Central High,NOENROLL,MM,Multiracial,,,1457.0,,,
2014,020302,Alexander County Schools,Alexander Central High,ENROLL,MW,White,174.0,174.0,32242.0,44.0506329113924,44.0506329113924,33.414169050284
2014,020302,Alexander County Schools,Alexander Central High,NOENROLL,MW,White,180.0,180.0,21286.0,,,
2014,020302,Alexander County Schools,Alexander Central High,NOENROLL,WDIS,Students With Disabilities,,,725.0,,,
2014,020LEA,Alexander County Schools,,ENROLL,ALL,All Students (Total or Subtotal,,194.0,53349.0,,49.1139240506329,55.288521328193
2014,020LEA,Alexander County Schools,,NOENROLL,ALL,All Students (Total or Subtotal,,201.0,43142.0,,,
2014,020LEA,Alexander County Schools,,ENROLL,ECODIS,Economically Disadvantaged,,59.0,17281.0,,14.9367088607595,17.9092567259462
2014,020LEA,Alexander County Schools,,NOENROLL,ECODIS,Economically Disadvantaged,,106.0,21770.0,,,
2014,020LEA,Alexander County Schools,,ENROLL,F,Female,,113.0,29440.0,,28.6075949367089,30.5103013721345
2014,020LEA,Alexander County Schools,,NOENROLL,F,Female,,85.0,19287.0,,,
2014,020LEA,Alexander County Schools,,ENROLL,LEP,Limited English Proficiency,,,422.0,,,
2014,020LEA,Alexander County Schools,,ENROLL,M,Male,,81.0,23909.0,,20.5063291139241,24.7782199560585
2014,020LEA,Alexander County Schools,,NOENROLL,M,Male,,116.0,23855.0,,,
2014,020LEA,Alexander County Schools,,ENROLL,MA,Asian,,6.0,1770.0,,,
2014,020LEA,Alexander County Schools,,NOENROLL,MA,Asian,,,863.0,,,
2014,020LEA,Alexander County Schools,,ENROLL,MB,Black,,,12868.0,,,13.3358205861626
2014,020LEA,Alexander County Schools,,NOENROLL,MB,Black,,6.0,12801.0,,,
2014,020LEA,Alexander County Schools,,ENROLL,MHL,Hispanic,,9.0,3897.0,,,
2014,020LEA,Alexander County Schools,,NOENROLL,MHL,Hispanic,,11.0,6059.0,,,
2014,020LEA,Alexander County Schools,,ENROLL,MM,Multiracial,,,1813.0,,,
2014,020LEA,Alexander County Schools,,NOENROLL,MM,Multiracial,,,1457.0,,,
2014,020LEA,Alexander County Schools,,ENROLL,MW,White,,174.0,32242.0,,44.0506329113924,33.414169050284
2014,020LEA,Alexander County Schools,,NOENROLL,MW,White,,180.0,21286.0,,,
2014,020LEA,Alexander County Schools,,NOENROLL,WDIS,Students With Disabilities,,,725.0,,,
2014,030304,Alleghany County Schools,Alleghany High,ENROLL,ALL,All Students (Total or Subtotal,56.0,56.0,53349.0,51.3761467889908,51.3761467889908,55.288521328193
2014,030304,Alleghany County Schools,Alleghany High,NOENROLL,ALL,All Students (Total or Subtotal,53.0,53.0,43142.0,,,
2014,030304,Alleghany County Schools,Alleghany High,ENROLL,ECODIS,Economically Disadvantaged,23.0,23.0,17281.0,21.1009174311927,21.1009174311927,17.9092567259462
2014,030304,Alleghany County Schools,Alleghany High,NOENROLL,ECODIS,Economically Disadvantaged,31.0,31.0,21770.0,,,
2014,030304,Alleghany County Schools,Alleghany High,ENROLL,F,Female,37.0,37.0,29440.0,33.9449541284404,33.9449541284404,30.5103013721345
2014,030304,Alleghany County Schools,Alleghany High,NOENROLL,F,Female,29.0,29.0,19287.0,,,
2014,030304,Alleghany County Schools,Alleghany High,NOENROLL,LEP,Limited English Proficiency,,,1230.0,,,
2014,030304,Alleghany County Schools,Alleghany High,ENROLL,M,Male,19.0,19.0,23909.0,17.4311926605505,17.4311926605505,24.7782199560585
2014,030304,Alleghany County Schools,Alleghany High,NOENROLL,M,Male,24.0,24.0,23855.0,,,
2014,030304,Alleghany County Schools,Alleghany High,NOENROLL,MB,Black,,,12801.0,,,
2014,030304,Alleghany County Schools,Alleghany High,ENROLL,MHL,Hispanic,,,3897.0,,,
2014,030304,Alleghany County Schools,Alleghany High,NOENROLL,MHL,Hispanic,7.0,7.0,6059.0,,,
2014,030304,Alleghany County Schools,Alleghany High,NOENROLL,MM,Multiracial,,,1457.0,,,
