vphone_ad,year,unit_code,street_ad,scity_ad,state_ad,szip_ad,type_cd,closed_ind,new_ind,super_nm,category_cd,url_ad,grade_range_cd,calendar_type_txt,sna_pgm_type_cd,cover_letter_ad,school_type_txt,calendar_only_txt,title1_type_cd,clp_ind,focus_clp_ind,summer_program_ind,asm_no_spg_ind,no_data_spg_ind,Lea_Name,School_Name,State_Name,esea_status,student_num,lea_avg_student_num,st_avg_student_num,Grad_project_status,stem,url
(910)296-1521,2016,310LEA,315 N Main Street,Kenansville,NC,28349.0,P,0.0,0.0,Austin Obasohan,E,http://www.duplinschools.net,,,,http://www.duplinschools.net/Page/19,,,,,,,,,Duplin County Schools,,State Of North Carolina,,,641.0,493.0,,,https://www.duplinschools.net/Page/19
(919)560-3904,2016,320304,2009 S Miami Boulevard,Durham,NC,27703.0,P,0.0,0.0,,E,http://www.bethesda.dpsnc.net/,PK-5,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,Bethesda Elementary,State Of North Carolina,,665.0,531.0,493.0,,,
(919)560-3906,2016,320306,1001 Leon Street,Durham,NC,27704.0,P,0.0,0.0,,M,http://www.brogden.dpsnc.net/,6-8,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,"Brogden Middle, Durham",State Of North Carolina,,585.0,665.0,634.0,,,
(919)560-3908,2016,320308,1500 Mathison Avenue,Durham,NC,27701.0,P,0.0,0.0,,E,http://www.burton.dpsnc.net/,PK-5,"Magnet School, Traditional Calendar",M,http://www.dpsnc.net/report-card-welcome-letter,Magnet School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,Burton Elementary,State Of North Carolina,,345.0,531.0,493.0,,,
(919)560-2696,2016,320309,1801 Fayetteville Street NCCU-,Durham,NC,27707.0,P,0.0,0.0,,H,http://echs.dpsnc.net/,9-12,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,,,,Y,,,Durham Public Schools,J D Clement Early College HS,State Of North Carolina,,353.0,895.0,860.0,N,,
(919)560-3910,2016,320310,610 North Alston Avenue,Durham,NC,27701.0,P,0.0,0.0,,E,http://www.eastway.dpsnc.net/,PK-5,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,Eastway Elementary,State Of North Carolina,,580.0,531.0,493.0,,,
(919)560-3912,2016,320312,6806 Garrett Road,Durham,NC,27707.0,P,0.0,0.0,,H,http://www.jordan.dpsnc.net/,9-12,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,,Y,Y,Y,,,Durham Public Schools,C E Jordan High,State Of North Carolina,,1944.0,895.0,860.0,N,,
(919)560-3913,2016,320313,302 Lebanon Circle,Durham,NC,27712.0,P,0.0,0.0,,E,http://www.easley.dpsnc.net/,K-5,"Regular School, Year-Round Calendar",Y,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Year-Round Calendar,,,,Y,,,Durham Public Schools,Easley Elementary,State Of North Carolina,,581.0,531.0,493.0,,,
(919)560-3535,2016,320314,5001 Red Mill Rd,Durham,NC,27704.0,P,0.0,0.0,,T,http://www.scs.dpsnc.net,6-11,"Regular School, Year-Round Calendar",Y,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Year-Round Calendar,,,,Y,,,Durham Public Schools,The School for Creative Studies,State Of North Carolina,P,515.0,745.0,268.0,N,,
(919)560-3915,2016,320315,117 Milton Road,Durham,NC,27712.0,P,0.0,0.0,,E,http://www.enovalley.dpsnc.net/,PK-5,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,Eno Valley Elementary,State Of North Carolina,F,562.0,531.0,493.0,,,
(919)560-3916,2016,320316,227 Milton Road,Durham,NC,27712.0,P,0.0,0.0,,M,http://www.carrington.dpsnc.net,6-8,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,,,,Y,,,Durham Public Schools,George L Carrington Middle,State Of North Carolina,,998.0,665.0,634.0,,,
(919)560-2001,2016,320317,301 Crutchfield Road,Durham,NC,27704.0,P,0.0,0.0,,H,http://cma.dpsnc.net/,9-12,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,,,,Y,,,Durham Public Schools,City of Medicine Academy,State Of North Carolina,,292.0,895.0,860.0,N,,
(919)560-3918,2016,320318,400 W Club Boulevard,Durham,NC,27704.0,P,0.0,0.0,,E,http://www.ClubBlvd.dpsnc.net/,K-5,"Magnet School, Traditional Calendar",M,http://www.dpsnc.net/report-card-welcome-letter,Magnet School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,Club Boulevard Elementary,State Of North Carolina,F,492.0,531.0,493.0,,,
(919)560-3919,2016,320319,5321 Ephesus Church Road,Durham,NC,27707.0,P,0.0,0.0,,E,http://www.creekside.dpsnc.net/,K-5,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,"Creekside Elementary, Durham",State Of North Carolina,F,933.0,531.0,493.0,,,
(919)560-3920,2016,320320,2415 E Geer Street,Durham,NC,27704.0,P,0.0,0.0,,E,http://www.glenn.dpsnc.net/,K-5,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,Glenn Elementary,State Of North Carolina,P,703.0,531.0,493.0,,,
(919)560-9190,2016,320322,401 North Driver Street,Durham,NC,27703.0,P,0.0,0.0,,H,http://www.dplc.dpsnc.net,9-12,"Alternative Education, Traditional Calendar",A,http://www.dpsnc.net/report-card-welcome-letter,Alternative Education,Traditional Calendar,,,Y,,Y,,Durham Public Schools,Durham's Performance Learning Center,State Of North Carolina,P,173.0,895.0,860.0,N,,
(919)560-3926,2016,320323,401 North Duke Street,Durham,NC,27701.0,P,0.0,0.0,,T,http://www.dsa.dpsnc.net,6-12,"Magnet School, Traditional Calendar",M,http://www.dpsnc.net/report-card-welcome-letter,Magnet School,Traditional Calendar,,,,Y,,,Durham Public Schools,Durham School of the Arts,State Of North Carolina,,1619.0,745.0,268.0,N,,
(919)560-3924,2016,320324,2730 Hillandale Road,Durham,NC,27705.0,P,0.0,0.0,,E,http://www.hillandale.dpsnc.net/,PK-5,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,"Hillandale Elementary, Durham",State Of North Carolina,,653.0,531.0,493.0,,,
(919)560-3925,2016,320325,3727 Fayetteville St,Durham,NC,27707.0,P,0.0,0.0,,H,http://www.hillside.dpsnc.net/,9-12,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,,,Y,Y,,,Durham Public Schools,Hillside High,State Of North Carolina,P,1247.0,895.0,860.0,N,,
(919)560-3980,2016,320327,3005 Dixon Road,Durham,NC,27707.0,P,0.0,0.0,,E,http://www.hopevalley.dpsnc.net/,K-5,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,Hope Valley Elementary,State Of North Carolina,F,649.0,531.0,493.0,,,
(919)560-3928,2016,320328,4019 Holt School Road,Durham,NC,27704.0,P,0.0,0.0,,E,http://www.holt.dpsnc.net/,PK-5,"Regular School, Year-Round Calendar",Y,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Year-Round Calendar,Y,,,Y,,,Durham Public Schools,Holt Elementary,State Of North Carolina,,653.0,531.0,493.0,,,
(919)560-2219,2016,320329,401 North Driver St,Durham,NC,27703.0,P,0.0,0.0,,A,http://holtoncareer.dpsnc.net/,K-12,"Vocational Education, Traditional Calendar",V,http://www.dpsnc.net/report-card-welcome-letter,Vocational Education,Traditional Calendar,,,,,,Y,Durham Public Schools,Holton Career and Resource Center,State Of North Carolina,,,34.0,511.0,N,,
(919)560-3932,2016,320332,3007 Mount Sinai Road,Durham,NC,27705.0,P,0.0,0.0,,E,http://www.forestview.dpsnc.net,K-5,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,Forest View Elementary,State Of North Carolina,F,729.0,531.0,493.0,,,
(919)684-5684,2016,320336,DUMC Room 3605,Durham,NC,27710.0,P,1.0,0.0,,A,http://dukehealth1.org/childrens_services/school.asp,PK-12,Hospital School,H,http://www.dpsnc.net/report-card-welcome-letter,Hospital School,,,,,,,Y,Durham Public Schools,DPS Hospital School,State Of North Carolina,,34.0,34.0,511.0,N,,
(919)560-3938,2016,320338,2401 Dakota Street,Durham,NC,27707.0,P,0.0,0.0,,M,http://www.shepard.dpsnc.net/,6-8,"Magnet School, Traditional Calendar",M,http://www.dpsnc.net/report-card-welcome-letter,Magnet School,Traditional Calendar,,,,Y,,,Durham Public Schools,James E Shepard Middle,State Of North Carolina,,502.0,665.0,634.0,,,
(919)560-3939,2016,320339,2520 Vesson Avenue,Durham,NC,27707.0,P,0.0,0.0,,E,http://www.lakewood.dpsnc.net/,PK-5,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,Lakewood Elementary,State Of North Carolina,,473.0,531.0,493.0,,,
(919)560-3940,2016,320340,2315 Snow Hill Road,Durham,NC,27712.0,P,0.0,0.0,,E,http://www.littleriver.dpsnc.net/,PK-6,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,Little River Elementary,State Of North Carolina,,393.0,531.0,493.0,,,
(919)560-2520,2016,320341,3507 Dearborn Drive,Durham,NC,27704.0,P,0.0,0.0,,T,,6-12,"Alternative Education, Traditional Calendar",A,http://www.dpsnc.net/report-card-welcome-letter,Alternative Education,Traditional Calendar,,,,,Y,,Durham Public Schools,Lakeview School,State Of North Carolina,,101.0,745.0,268.0,N,,
(919)560-2894,2016,320342,2119 Chapel Hill Rd,Durham,NC,27707.0,P,0.0,0.0,,M,http://www.montessorimiddle.dpsnc.net/,6-8,"Magnet School, Traditional Calendar",M,http://www.dpsnc.net/report-card-welcome-letter,Magnet School,Traditional Calendar,,,,Y,,,Durham Public Schools,Lakewood Montessori Middle,State Of North Carolina,,298.0,665.0,634.0,,,
(919)560-3843,2016,320343,923 Snow Hill Road,Durham,NC,27704.0,P,0.0,0.0,,M,,6-8,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,,,,Y,,,Durham Public Schools,Lucas Middle,State Of North Carolina,,606.0,665.0,634.0,,,
(919)560-3944,2016,320344,2905 Fayetteville Street,Durham,NC,27707.0,P,0.0,0.0,,E,http://www.dpsnc.net/index.php?option=com_schoolinfo&task=userProfile&user=15&Itemid=504,PK-5,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,Fayetteville Street Elementary,State Of North Carolina,,278.0,531.0,493.0,,,
(919)560-3946,2016,320346,4418 S Alston Avenue,Durham,NC,27713.0,P,0.0,0.0,,M,http://www.lowesgrove.dpsnc.net/,6-8,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,Lowe's Grove Middle,State Of North Carolina,,673.0,665.0,634.0,,,
(919)560-3947,2016,320347,700 Watts Street,Durham,NC,27701.0,P,0.0,0.0,,E,http://www.watts.dpsnc.net,PK-5,"Magnet School, Traditional Calendar",M,http://www.dpsnc.net/report-card-welcome-letter,Magnet School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,George Watts Elementary,State Of North Carolina,,350.0,531.0,493.0,,,
(919)560-3948,2016,320348,9008 Quail Roost Road,Bahama,NC,27503.0,P,0.0,0.0,,E,http://www.mangum.dpsnc.net/,K-5,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,,,,Y,,,Durham Public Schools,Mangum Elementary,State Of North Carolina,,323.0,531.0,493.0,,,
(919)560-3952,2016,320352,2325 Cheek Road,Durham,NC,27704.0,P,0.0,0.0,,E,http://www.merrickmoore.dpsnc.net/,PK-5,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,Merrick-Moore Elementary,State Of North Carolina,F,675.0,531.0,493.0,,,
(919)536-7203,2016,320353,1637 Lawson Street,Durham,NC,27703.0,P,0.0,0.0,,H,http://mchs.dpsnc.net/,11-12,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,,,,,,,Durham Public Schools,Middle College HS @ DTCC,State Of North Carolina,,156.0,895.0,860.0,N,,
(919)560-3954,2016,320354,909 Cobb Street,Durham,NC,27707.0,P,0.0,0.0,,E,http://www.morehead.dpsnc.net/,PK-5,"Magnet School, Traditional Calendar",M,http://www.dpsnc.net/report-card-welcome-letter,Magnet School,Traditional Calendar,,,,Y,,,Durham Public Schools,Morehead Montessori,State Of North Carolina,,219.0,531.0,493.0,,,
(919)560-3955,2016,320355,201 Baptist Road,Durham,NC,27704.0,P,0.0,0.0,,M,http://www.neal.dpsnc.net/,6-8,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,Neal Middle,State Of North Carolina,F,783.0,665.0,634.0,,,
(919)560-3956,2016,320356,117 Tom Wilkinson Road,Durham,NC,27712.0,P,0.0,0.0,,H,http://www.northern.dpsnc.net/,9-12,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,,,,Y,,,Durham Public Schools,Northern High,State Of North Carolina,,1436.0,895.0,860.0,N,,
(919)560-3960,2016,320360,3810 Wake Forest Road,Durham,NC,27703.0,P,0.0,0.0,,E,http://www.oakgrove.dpsnc.net/,PK-5,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,"Oak Grove Elementary, Durham",State Of North Carolina,,611.0,531.0,493.0,,,
(919)560-3962,2016,320362,5207 Revere Road,Durham,NC,27713.0,P,0.0,0.0,,E,http://www.parkwood.dpsnc.net/,PK-5,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,"Parkwood Elementary, Durham",State Of North Carolina,F,535.0,531.0,493.0,,,
(919)560-3963,2016,320363,913 9th Street,Durham,NC,27705.0,P,0.0,0.0,,E,http://www.powe.dpsnc.net/,PK-5,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,E K Powe Elementary,State Of North Carolina,,513.0,531.0,493.0,,,
(919)560-3964,2016,320364,4915 Barbee Road,Durham,NC,27713.0,P,0.0,0.0,,E,http://www.pearsontown.dpsnc.net/,PK-5,"Regular School, Year-Round Calendar",Y,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Year-Round Calendar,,,,Y,,,Durham Public Schools,Pearsontown Elementary,State Of North Carolina,,785.0,531.0,493.0,,,
(919)560-3965,2016,320365,3218 Rose of Sharon Road,Durham,NC,27712.0,P,0.0,0.0,,H,http://www.riverside.dpsnc.net/,9-12,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,,,,Y,,,Durham Public Schools,"Riverside High, Durham",State Of North Carolina,,1784.0,895.0,860.0,N,,
(919)560-3966,2016,320366,4800 Chapel Hill Road,Durham,NC,27707.0,P,0.0,0.0,,M,http://www.githens.dpsnc.net/,6-8,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,,,,Y,,,Durham Public Schools,Sherwood Githens Middle,State Of North Carolina,,909.0,665.0,634.0,,,
(919)560-3967,2016,320367,1520 Cooper Street,Durham,NC,27703.0,P,0.0,0.0,,E,http://www.harris.dpsnc.net/,PK-5,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,R N Harris Elementary,State Of North Carolina,,342.0,531.0,493.0,,,
(919)560-3968,2016,320368,800 Clayton Road,Durham,NC,27703.0,P,0.0,0.0,,H,http://www.Southern.dpsnc.net/,9-12,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,,,Y,Y,,,Durham Public Schools,Southern School of Energy and Sustainabi,State Of North Carolina,,1349.0,895.0,860.0,N,,
(919)560-2695,2016,320369,1417 Old Oxford Highway,Durham,NC,27704.0,P,0.0,0.0,,E,http://www.sandyridge.dpsnc.net,PK-5,"Magnet School, Traditional Calendar",M,http://www.dpsnc.net/report-card-welcome-letter,Magnet School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,"Sandy Ridge Elementary, Durham",State Of North Carolina,,584.0,531.0,493.0,,,
(919)560-3970,2016,320370,911 Cornwallis Road,Durham,NC,27707.0,P,0.0,0.0,,M,http://www.rogersherr.dpsnc.net/,6-8,"Regular School, Year-Round Calendar",Y,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Year-Round Calendar,,,,Y,,,Durham Public Schools,Rogers-Herr Middle,State Of North Carolina,,628.0,665.0,634.0,,,
(919)560-3972,2016,320372,2320 Cook Road,Durham,NC,27713.0,P,0.0,0.0,,E,http://www.southwest.dpsnc.net/,PK-5,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,"Southwest Elementary, Durham",State Of North Carolina,F,611.0,531.0,493.0,,,
(919)560-3974,2016,320374,1531 S Roxboro Road,Durham,NC,27707.0,P,0.0,0.0,,E,http://www.spaulding.dpsnc.net/,PK-5,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,C C Spaulding Elementary,State Of North Carolina,,265.0,531.0,493.0,,,
(919)560-2890,2016,320376,2051 Northern Durham Prky,Durham,NC,27703.0,P,0.0,0.0,,E,http://springvalley.dpsnc.net/,PK-5,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,Spring Valley Elementary,State Of North Carolina,,532.0,531.0,493.0,,,
(919)560-3988,2016,320388,3501 Fayettville Street,Durham,NC,27707.0,P,0.0,0.0,,E,http://www.pearson.dpsnc.net/,PK-5,"Magnet School, Traditional Calendar",M,http://www.dpsnc.net/report-card-welcome-letter,Magnet School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,W G Pearson Elementary,State Of North Carolina,,524.0,531.0,493.0,,,
(919)560-3900,2016,320400,2410 E Main Street,Durham,NC,27703.0,P,0.0,0.0,,E,http://www.smith.dpsnc.net/,PK-5,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,Y,,,Y,,,Durham Public Schools,Y E Smith Elementary,State Of North Carolina,P,381.0,531.0,493.0,,,
(919)560-9183,2016,320701,3727 Fayetteville St,Durham,NC,27707.0,P,0.0,0.0,,H,http://www.newtech.dpsnc.net/,9-12,"Regular School, Traditional Calendar",R,http://www.dpsnc.net/report-card-welcome-letter,Regular School,Traditional Calendar,,,,Y,,,Durham Public Schools,Hillside New Tech High,State Of North Carolina,,220.0,895.0,860.0,N,,
(919)560-3749,2016,320LEA,511 Cleveland Street,Durham,NC,27701.0,P,0.0,0.0,Bert L'Homme,T,http://www.dpsnc.net,,,,http://www.dpsnc.net/report-card-welcome-letter,,,,,,,,,Durham Public Schools,,State Of North Carolina,,,745.0,268.0,,,
(919)560-3749,2016,320LEA,511 Cleveland Street,Durham,NC,27701.0,P,0.0,0.0,Bert L'Homme,M,http://www.dpsnc.net,,,,http://www.dpsnc.net/report-card-welcome-letter,,,,,,,,,Durham Public Schools,,State Of North Carolina,,,665.0,634.0,,,
(919)560-3749,2016,320LEA,511 Cleveland Street,Durham,NC,27701.0,P,0.0,0.0,Bert L'Homme,H,http://www.dpsnc.net,,,,http://www.dpsnc.net/report-card-welcome-letter,,,,,,,,,Durham Public Schools,,State Of North Carolina,,,895.0,860.0,,,
(919)560-3749,2016,320LEA,511 Cleveland Street,Durham,NC,27701.0,P,0.0,0.0,Bert L'Homme,E,http://www.dpsnc.net,,,,http://www.dpsnc.net/report-card-welcome-letter,,,,,,,,,Durham Public Schools,,State Of North Carolina,,,531.0,493.0,,,
(919)560-3749,2016,320LEA,511 Cleveland Street,Durham,NC,27701.0,P,0.0,0.0,Bert L'Homme,A,http://www.dpsnc.net,,,,http://www.dpsnc.net/report-card-welcome-letter,,,,,,,,,Durham Public Schools,,State Of North Carolina,,,34.0,511.0,,,
(919)908-1600,2016,32A000,107 South Driver Street,Durham,NC,27703.0,C,0.0,0.0,Mark Bailey,I,http://www.joycharter.org,K-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Charter and Non-District Affiliated Schools,Maureen Joy Charter School,State Of North Carolina,,608.0,,475.0,,,
(919)956-5599,2016,32B000,807 West Chapel Hill Street,Durham,NC,27701.0,C,0.0,0.0,Anthony G Chalmers,I,http://www.healthystartacademy.com,K-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Charter and Non-District Affiliated Schools,Healthy Start Academy,State Of North Carolina,,337.0,,475.0,,,
(919)797-2340,2016,32C000,1955 West Cornwallis Road,Durham,NC,27705.0,C,0.0,0.0,Gail Taylor,I,http://www.carterschool.org/,K-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Charter and Non-District Affiliated Schools,Carter Community Charter,State Of North Carolina,,266.0,,475.0,,,
(919)484-1300,2016,32D000,4700 S Alston Ave,Durham,NC,27713.0,C,0.0,0.0,Mark S. Tracy,A,http://www.kestrelheights.org/,K-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,,,,Y,,,Charter and Non-District Affiliated Schools,Kestrel Heights School,State Of North Carolina,,1004.0,,511.0,,,
(919)957-7108,2016,32H000,2418 Ellis Road,Durham,NC,27703.0,C,0.0,0.0,Wayne Muhammad,I,http://researchtriangle.heritageacademies.com/,K-8,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Charter and Non-District Affiliated Schools,Research Triangle Charter,State Of North Carolina,,711.0,,475.0,,,
(919)682-1200,2016,32K000,724 Foster Street,Durham,NC,27701.0,C,0.0,0.0,John Heffernan,I,http://www.cpscnc.org,K-7,"Regular School, Year-Round Calendar",Y,,Regular School,Year-Round Calendar,Y,,,,,,Charter and Non-District Affiliated Schools,Central Park School For Child,State Of North Carolina,,433.0,,475.0,,,
(919)433-3301,2016,32L000,101 Hock Parc,Durham,NC,27704.0,C,0.0,0.0,Jennifer Lucas,A,http://www.voyageracademy.net/,K-12,"Regular School, Traditional Calendar",R,http://voyageracademy.net/accountability/school-report-card/,Regular School,Traditional Calendar,Y,,,,,,Charter and Non-District Affiliated Schools,Voyager Academy,State Of North Carolina,,1339.0,,511.0,,,
(919)682-5903,2016,32M000,311 Dowd St,Durham,NC,27701.0,C,0.0,0.0,Leonard Mayo,I,http://globalscholarsacademy.org/,K-8,"Regular School, Year-Round Calendar",Y,,Regular School,Year-Round Calendar,Y,,,,,,Charter and Non-District Affiliated Schools,Global Scholars Academy,State Of North Carolina,,185.0,,475.0,,,
(919)998-6757,2016,32N000,3106 East NC Highway 54,Durham,NC,27709.0,C,0.0,0.0,Eric Adam Grunden,H,http://www.researchtrianglehighschool.org,9-12,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,,,,Charter and Non-District Affiliated Schools,Research Triangle High School,State Of North Carolina,,449.0,,860.0,,,
(919)973-4178,2016,32P000,1305 W. Club Blvd.,Durham,NC,27705.0,C,0.0,0.0,Yvette Munroe,I,http://www.theidylschool.org,K-7,"Regular School, Year-Round Calendar",Y,,Regular School,Year-Round Calendar,Y,,,Y,,,Charter and Non-District Affiliated Schools,The Institute Development Young Leaders,State Of North Carolina,,135.0,,475.0,,,
(919)596-1899,2016,32Q000,2703 Holloway St.,Durham,NC,27703.0,C,0.0,0.0,Thomas C. Mckoy,E,http://www.reachingallminds.com,K-4,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Charter and Non-District Affiliated Schools,Reaching All Minds Academy,State Of North Carolina,,172.0,,493.0,,,
(919)213-8585,2016,32R000,4100 N Roxboro Street,Durham,NC,27704.0,C,0.0,0.0,Cynthia R Gadol,E,http://www.excelsior.teamcfa.school,K-4,"Regular School, Year-Round Calendar",Y,,Regular School,Year-Round Calendar,,,,,,,Charter and Non-District Affiliated Schools,Excelsior Classical Academy,State Of North Carolina,,250.0,,493.0,,,
(919)451-6083,2016,32S000,1107 Holloway Street,Durham,NC,27701.0,C,0.0,0.0,Anders Campbell,M,http://kippenc.org/school-details/kipp-durham-college-prep-public-school/,5-6,"Regular School, Traditional Calendar",R,,Regular School,Traditional Calendar,Y,,,Y,,,Charter and Non-District Affiliated Schools,KIPP Durham College Preparatory,State Of North Carolina,,91.0,,634.0,,,
(252)985-3456,2016,330304,3090 Bulluck School Road,Rocky Mount,NC,27801.0,P,0.0,0.0,,E,http://www.ecps.us/bulluck/,PK-5,"Regular School, Traditional Calendar",R,http://ecps.edliotest.com/2015-16%20ECPS%20Welcome%20Letter%20Report%20Cards%202.pdf,Regular School,Traditional Calendar,Y,,,Y,,,Edgecombe County Public School,G W Bulluck Elementary,State Of North Carolina,F,686.0,490.0,493.0,,,https://docs.google.com/document/u/1/d/e/2PACX-1vRraQsSBvaqF3R_nMWhxkf4TLkWrSdpYhvL37ULwIBXLWuf7MUOxP_6gBkYnZxYRbUDdBKgxiPZCuAv/pub
(252)827-2116,2016,330308,700 East Hamlet Street,Pinetops,NC,27864.0,P,0.0,0.0,,E,http://www.ecps.us/carver/,PK-5,"Regular School, Traditional Calendar",R,http://ecps.edliotest.com/2015-16%20ECPS%20Welcome%20Letter%20Report%20Cards%202.pdf,Regular School,Traditional Calendar,Y,,,Y,,,Edgecombe County Public School,G W Carver Elementary,State Of North Carolina,,741.0,490.0,493.0,,,https://docs.google.com/document/u/1/d/e/2PACX-1vRraQsSBvaqF3R_nMWhxkf4TLkWrSdpYhvL37ULwIBXLWuf7MUOxP_6gBkYnZxYRbUDdBKgxiPZCuAv/pub
