year,agency_code,category_code,pct_ap_pass,pct_ap_participation
2019,190316,H,0.1395348837,0.1064356436
2019,190336,H,0.5628742515,0.2039072039
2019,190342,H,0.6458333333,0.1749271137
2019,190LEA,,0.5676274945,0.1690404798
2019,19A000,A,1.0,0.0051282051
2019,19B000,A,0.8288288288,0.6098901099
2019,200308,H,0.0,0.009569378
2019,200328,H,0.34375,0.067940552
2019,200LEA,,0.3235294118,0.0325982742
2019,210312,H,0.3421052632,0.0666666667
2019,210LEA,,0.3421052632,0.0666666667
2019,220310,H,1.0,0.0110497238
2019,220LEA,,1.0,0.0110497238
2019,230312,H,0.3879310345,0.1274725275
2019,230324,H,0.5132075472,0.2385238524
2019,230350,H,0.5795454545,0.1550660793
2019,230361,H,0.4424242424,0.1934349355
2019,230LEA,,0.4930747922,0.1651795928
2019,23A000,A,0.3529411765,0.3119266055
2019,240334,H,0.0666666667,0.0715990453
2019,240371,H,0.1509433962,0.0732044199
2019,240380,H,0.2432432432,0.0895883777
2019,240LEA,,0.1583333333,0.0639658849
2019,241316,H,0.75,0.0118518519
2019,241LEA,,0.75,0.0114449213
2019,250340,H,0.2317880795,0.1563146998
2019,250356,H,0.4127906977,0.107165109
2019,250372,H,0.3,0.0579374276
2019,250LEA,,0.3243967828,0.0973128098
2019,260318,H,0.4989473684,0.2501316482
2019,260322,H,0.1590909091,0.0428015564
2019,260325,H,0.4814814815,0.137254902
2019,260357,H,0.2467532468,0.1652360515
2019,260359,H,0.1408450704,0.080407701
2019,260388,H,0.3888888889,0.2790697674
2019,260408,H,0.3913043478,0.1364535267
2019,260411,H,0.2173913043,0.0884615385
2019,260424,H,0.064516129,0.0228951256
2019,260427,H,0.3448275862,0.0184831103
2019,260446,H,0.3430420712,0.2703412073
2019,260455,H,0.0,0.0190294957
2019,260LEA,,0.3727219283,0.1153846154
2019,270306,H,0.4220183486,0.1133056133
2019,270LEA,,0.4220183486,0.0878323932
2019,280304,T,0.5555555556,0.1034482759
2019,280316,H,0.3609022556,0.2533333333
2019,280330,H,0.578680203,0.238210399
2019,280LEA,,0.4942528736,0.2236503856
2019,290308,H,0.314516129,0.1418764302
2019,290324,H,0.7142857143,0.0847457627
2019,290336,H,0.6104651163,0.1753312946
2019,290348,H,0.6459143969,0.2390697674
2019,290349,H,0.7272727273,0.1066481994
2019,290365,H,0.3846153846,0.0710382514
2019,290388,H,0.3956043956,0.1251719395
2019,290LEA,,0.5654834761,0.136143976
2019,291336,H,0.2835820896,0.1698352345
2019,291LEA,,0.2835820896,0.1672908864
2019,292324,H,0.1388888889,0.1121495327
2019,292LEA,,0.1388888889,0.1121495327
2019,300312,H,0.5192878338,0.1960442118
2019,300LEA,,0.5192878338,0.1771819138
2019,310344,H,0.3857142857,0.0756756757
2019,310364,T,0.4166666667,0.0383386581
2019,310392,H,0.2307692308,0.0646766169
2019,310LEA,,0.3388429752,0.0449981406
2019,320312,H,0.71886121,0.3015021459
2019,320314,T,0.1551724138,0.1926910299
2019,320317,H,0.4925373134,0.3941176471
2019,320323,T,0.838961039,0.3519195612
2019,320325,H,0.1341463415,0.1271317829
2019,320356,H,0.2857142857,0.2230878187
2019,320365,H,0.5324675325,0.2276759314
2019,320368,H,0.1826923077,0.0873215785
2019,320LEA,,0.5401044139,0.2048017107
2019,32D000,I,1.0,
2019,32L000,A,0.4615384615,0.2542787286
2019,32N000,H,0.7991967871,0.4535519126
2019,330328,H,0.0,0.0803571429
2019,330350,H,0.1857142857,0.0862068966
2019,330358,H,0.08,0.0457038391
2019,330LEA,,0.1327433628,0.0640589569
2019,33A000,A,0.4375,0.0617760618
2019,340311,H,0.7338129496,0.274975272
2019,340330,H,0.1025641026,0.0722222222
2019,340332,H,1.0,
2019,340364,H,0.453968254,0.1841028638
2019,340382,H,0.2716049383,0.1150568182
2019,340454,H,0.6717557252,0.2641129032
2019,340460,H,0.2222222222,0.1145281018
2019,340480,T,1.0,0.0092592593
2019,340486,H,0.3333333333,0.0065645514
2019,340488,T,0.5714285714,0.0290456432
2019,340495,H,0.7659906396,0.3192231076
2019,340496,H,0.6296296296,0.2547169811
2019,340542,H,0.2666666667,0.0863309353
2019,340556,H,0.7422279793,0.3304794521
2019,340568,T,1.0,0.0105263158
2019,340LEA,,0.6365325077,0.1976260401
2019,34H000,A,0.5205479452,0.3443396226
2019,350308,H,0.3272727273,0.1330108827
2019,350321,H,0.4690721649,0.1797961075
2019,350336,H,0.1764705882,0.1310211946
2019,350LEA,,0.373655914,0.1425833653
2019,360310,H,0.2523364486,0.0852589641
2019,360336,H,0.0208333333,0.0804020101
2019,360360,H,0.3333333333,0.0965794769
2019,360378,H,0.2805755396,0.1370808679
2019,360390,H,0.2839506173,0.0957446809
2019,360396,H,0.637254902,0.0905861456
2019,360418,H,0.7666666667,0.2767527675
2019,360428,H,0.0574712644,0.084139265
2019,360470,H,0.2068965517,0.0557692308
2019,360494,H,0.4641350211,0.2428278689
2019,360LEA,,0.3907284768,0.1127947924
2019,36B000,A,0.4166666667,0.0693641618
2019,36C000,A,0.6486486486,0.2954091816
2019,370312,H,0.0,0.0021645022
2019,370LEA,,0.0,0.0021645022
2019,380308,H,0.3225806452,0.0895953757
2019,380LEA,,0.3225806452,0.0895953757
2019,390322,H,0.3,0.045941807
2019,390324,H,0.1428571429,0.0303030303
2019,390352,H,0.0924369748,0.1632373114
2019,390700,H,0.1509433962,0.2476635514
2019,390LEA,,0.1388888889,0.0926243568
2019,39A000,A,0.5862068966,0.1024734982
2019,39B000,T,0.3956043956,0.4044444444
2019,400308,H,0.2222222222,0.0615595075
2019,400LEA,,0.2222222222,0.0511363636
2019,410319,H,0.1388888889,0.0531757755
2019,410355,H,0.2105263158,0.1167434716
2019,410358,H,0.3896103896,0.122319301
2019,410390,H,0.25,0.5528455285
2019,410391,T,0.7586206897,0.3536585366
2019,410394,H,0.7368421053,0.3774834437
2019,410395,H,0.9902912621,0.5175879397
2019,410406,H,0.3254237288,0.2295719844
2019,410407,H,0.1052631579,0.304
2019,410484,H,0.3833333333,0.1304347826
2019,410489,H,0.6291739895,0.430408472
2019,410490,H,0.6756756757,0.4050452166
2019,410508,H,0.5016025641,0.3584147042
2019,410529,H,0.5477941176,0.2014814815
2019,410544,H,0.1065088757,0.1357429719
2019,410545,H,0.16,0.4098360656
2019,410547,H,0.5675675676,0.2336227309
2019,410556,H,0.2898550725,0.1373134328
2019,410562,H,0.5020833333,0.3059273423
2019,410569,H,0.9090909091,0.3666666667
2019,410579,H,0.5,0.3762376238
2019,410589,H,0.7897435897,0.5873493976
2019,410595,H,0.6061538462,0.2782534247
2019,410LEA,,0.551408329,0.2581638116
2019,41F000,A,0.1481481481,0.0894039735
2019,41G000,A,0.5670103093,0.3099041534
2019,41K000,H,0.4736842105,0.2159090909
2019,420346,H,1.0,0.0030864198
2019,420LEA,,1.0,0.0017985612
2019,421316,H,0.4504504505,0.1310507674
2019,421336,H,0.0,0.0714285714
2019,421LEA,,0.4310344828,0.1264994547
2019,422310,H,0.0666666667,0.1056338028
2019,422LEA,,0.0666666667,0.0455927052
2019,430341,H,1.0,0.0125
2019,430346,H,0.419047619,0.0725639254
2019,430371,H,0.4426229508,0.036352801
2019,430378,H,0.3333333333,0.0710784314
2019,430384,H,0.3882352941,0.064491654
2019,430LEA,,0.395280236,0.057741441
2019,440378,H,0.4179104478,0.0712008502
2019,440390,H,0.425,0.0841219769
2019,440LEA,,0.4217687075,0.0676484123
2019,450316,H,0.4621212121,0.1503416856
2019,450334,H,0.6313131313,0.2679296346
2019,450341,H,0.5379310345,0.1424361493
2019,450352,H,0.6941176471,0.1552511416
2019,450LEA,,0.592248062,0.1587496923
2019,470312,H,0.2164179104,0.1452574526
2019,470LEA,,0.2164179104,0.1169284468
2019,480316,A,0.5,0.04
2019,480LEA,,0.5,0.0133333333
2019,49 000,,0.7918088737,
2019,490310,A,0.0,0.0083333333
2019,490335,H,0.6881188119,0.3174436878
2019,490346,H,0.7264150943,0.1224018476
2019,490354,H,0.1483870968,0.1712707182
2019,490362,H,0.4550561798,0.2363877822
2019,490380,H,0.4333333333,0.1520912548
2019,490LEA,,0.5438988095,0.1970674487
2019,491312,H,0.6351648352,0.2459459459
2019,491LEA,,0.6351648352,0.2459459459
2019,49F000,A,0.2280701754,0.1748466258
2019,500340,H,0.6559139785,0.1111111111
2019,500LEA,,0.6559139785,0.0824468085
2019,510324,H,0.515503876,0.1375266525
2019,510327,H,0.5638297872,0.1087333719
2019,510333,H,0.6507936508,0.0948795181
2019,510367,H,0.0,0.0042194093
2019,510368,H,0.3636363636,0.0145695364
2019,510376,T,0.4117647059,0.0300353357
2019,510399,H,0.1558441558,0.0604870385
2019,510402,H,0.2,0.0202101859
2019,510406,H,0.6402439024,0.1190130624
2019,510LEA,,0.5322580645,0.0827844045
2019,51A000,A,0.6440677966,0.2379032258
2019,520320,H,0.1052631579,0.0644067797
2019,520LEA,,0.1052631579,0.0644067797
2019,530336,H,0.3571428571,0.1101573677
2019,530343,H,0.1909090909,0.099009901
2019,530LEA,,0.2878787879,0.0920502092
2019,540315,H,0.0,0.0126182965
2019,540324,H,0.3076923077,0.1076923077
2019,540336,H,0.4,0.0142450142
2019,540LEA,,0.2935779817,0.0451345756
2019,550320,H,0.4957983193,0.2537313433
2019,550332,H,0.3393939394,0.2151238592
2019,550344,H,0.619047619,0.2808641975
2019,550368,H,0.4347826087,0.1407588739
2019,550LEA,,0.4968394437,0.2237623762
2019,55A000,A,0.4393939394,0.2040185471
2019,560320,H,0.4893617021,0.1065759637
2019,560324,A,0.6363636364,0.1692307692
2019,560LEA,,0.5172413793,0.0909090909
2019,570318,H,0.0952380952,0.0826771654
2019,570LEA,,0.0952380952,0.0558510638
2019,580344,T,0.0,0.0085106383
2019,580368,H,0.5,0.00390625
2019,580LEA,,0.25,0.0053547523
2019,590330,H,0.320754717,0.1135714286
2019,590LEA,,0.320754717,0.0915898618
2019,600302,H,0.8334314303,0.5168846973
2019,600312,H,0.7188160677,0.3782487005
2019,600334,H,0.5416666667,0.2123893805
2019,600341,T,0.375,0.0275862069
2019,600361,H,0.7772397094,0.2029484029
2019,600364,H,0.075,0.2116402116
2019,600377,H,0.5406504065,0.1210034432
2019,600386,H,0.2105263158,0.3052208835
2019,600397,H,0.1052631579,0.1042682927
2019,600404,H,0.724137931,0.1593406593
2019,600405,H,0.0869565217,0.1050913838
2019,600415,H,0.3831168831,0.0913404508
2019,600426,H,0.5071225071,0.1638655462
2019,600443,H,0.7462686567,0.2913043478
2019,600445,H,0.462962963,0.2031772575
2019,600457,H,0.1793103448,0.1032763533
2019,600466,H,0.5997910136,0.288253012
2019,600480,H,0.3712871287,0.0940847694
2019,600482,T,0.5362318841,0.3484848485
2019,600490,,0.3933649289,0.1653605016
2019,600496,H,0.2517321016,0.2577380952
2019,600498,H,0.0769230769,0.0909090909
2019,600499,H,0.5,0.1038062284
2019,600508,H,0.8337837838,0.3840166061
2019,600535,H,0.6437371663,0.323265848
2019,600567,H,0.6909090909,0.1751592357
2019,600576,H,0.0520231214,0.1353677621
2019,600579,H,0.1071428571,0.1568
2019,600582,T,0.35,0.2247191011
2019,600592,H,0.2588235294,0.0448548813
2019,600594,H,0.5833333333,0.2840236686
2019,600LEA,,0.5845752996,0.2226941466
2019,60B000,A,0.04,0.0899280576
2019,60D000,A,0.8278931751,0.4207240949
2019,60G000,A,0.5777777778,0.097826087
2019,60I000,A,0.5263157895,0.5175097276
2019,60S000,A,0.4897959184,0.1707317073
2019,60V000,T,0.1,0.0662251656
2019,610334,H,0.5,0.0864197531
2019,610LEA,,0.5,0.0684039088
2019,620316,H,0.3181818182,0.0450819672
2019,620340,H,0.125,0.0193236715
2019,620LEA,,0.2666666667,0.0268336315
2019,630330,T,0.0,0.0161290323
2019,630332,H,0.3939393939,0.1279069767
2019,630336,H,0.6575630252,0.2302854378
2019,630360,H,0.5337423313,0.1232048375
2019,630LEA,,0.6033994334,0.1779233871
2019,640346,H,0.2142857143,0.0758396533
2019,640350,H,0.2385321101,0.1058252427
2019,640361,H,0.4528301887,0.0477908025
2019,640364,H,0.6923076923,0.0397553517
2019,640LEA,,0.3394833948,0.0609399595
2019,64A000,A,0.0,0.009771987
2019,650326,H,0.6184738956,0.1176748582
2019,650327,H,0.5032894737,0.1638814016
2019,650342,H,0.62004662,0.2342981977
2019,650352,H,0.5517241379,0.2700573066
2019,650LEA,,0.5746872701,0.1721342622
2019,66A000,A,0.2222222222,0.5042016807
2019,670300,H,0.7647058824,0.4811320755
2019,670320,H,0.6461538462,0.0746268657
2019,670324,H,0.2941176471,0.0726495726
2019,670333,H,0.3003663004,0.2375979112
2019,670340,H,0.3195876289,0.2214611872
2019,670344,H,0.2807017544,0.0806223479
2019,670352,H,0.6666666667,0.059772296
2019,670364,H,0.3404255319,0.0931615461
2019,670LEA,,0.3854875283,0.1270527226
2019,680310,H,0.7111111111,0.1792828685
2019,680332,H,0.6771300448,0.1749019608
2019,680LEA,,0.6923076923,0.1735572782
2019,681305,H,0.8369565217,0.4244521338
2019,681308,H,0.8445440957,0.4418758256
2019,681314,H,0.8275862069,0.4702702703
2019,681336,M,1.0,
2019,681LEA,,0.8362168397,0.4455292909
2019,68A000,A,0.7205882353,0.2893617021
2019,690320,H,0.4375,0.1090909091
2019,690LEA,,0.4375,0.1090909091
2019,700317,H,0.1428571429,0.0440944882
2019,700319,H,0.1621621622,0.0505464481
2019,700LEA,,0.1538461538,0.0435656836
2019,710321,H,0.3023255814,0.0607344633
2019,710326,H,0.2368421053,0.1262458472
2019,710327,H,0.6666666667,0.013215859
2019,710342,H,0.7435897436,0.1623872311
2019,710LEA,,0.5814606742,0.1195433177
2019,720316,H,0.7692307692,0.0288888889
2019,720LEA,,0.7692307692,0.0288888889
2019,730352,H,0.4420289855,0.1251133273
2019,730LEA,,0.4420289855,0.1101356744
2019,73B000,T,0.4358974359,0.312
2019,740309,H,0.3043478261,0.0734824281
2019,740333,H,0.4323432343,0.1880819367
2019,740344,H,0.1129032258,0.0812581913
2019,740366,H,0.5867768595,0.2462686567
2019,740374,H,0.3653846154,0.0664961637
2019,740388,H,0.4319526627,0.1097402597
2019,740LEA,,0.4592964824,0.139747191
2019,750318,H,0.76,0.125
2019,750LEA,,0.76,0.1132930514
2019,760318,H,0.1754385965,0.0890625
2019,760339,H,0.6031746032,0.0858310627
2019,760348,H,0.3647058824,0.1035322777
2019,760354,H,0.5714285714,0.0197740113
2019,760358,H,0.358974359,0.1770715096
2019,760380,H,0.407079646,0.1640058055
2019,760388,H,0.6210526316,0.119047619
2019,760LEA,,0.4236111111,0.1145129225
2019,761304,H,0.3988764045,0.1399371069
2019,761LEA,,0.3988764045,0.1399371069
2019,76A000,A,0.4074074074,0.1394148021
2019,770348,H,0.2941176471,0.103030303
2019,770349,H,1.0,0.0036363636
2019,770351,H,0.0,0.0299785867
2019,770LEA,,0.2715231788,0.0716658757
2019,780325,H,1.0,0.0016611296
2019,780342,H,0.1145833333,0.1617069062
2019,780391,H,0.0,0.0128571429
2019,780401,H,0.25,0.0392584515
2019,780420,H,0.0769230769,0.0180932498
2019,780LEA,,0.125,0.0588812561
2019,78B000,I,1.0,
2019,790314,H,0.1477272727,0.1058965102
2019,790354,H,0.1279069767,0.1154362416
2019,790378,H,0.6935483871,0.0606060606
2019,790LEA,,0.2838983051,0.0659217877
2019,800340,H,0.3769230769,0.1380042463
2019,800361,H,0.4257425743,0.1646291769
2019,800376,H,0.1052631579,0.1428571429
2019,800396,H,0.4903225806,0.1767388826
2019,800400,H,0.246031746,0.1340425532
2019,800408,H,0.1418439716,0.1374269006
2019,800LEA,,0.3253012048,0.1420989557
2019,810324,H,0.5081967213,0.0876436782
2019,810340,H,0.2321428571,0.0788732394
2019,810384,H,0.2826086957,0.1201044386
2019,810LEA,,0.3349282297,0.0856908569
2019,81A000,A,0.5595854922,0.5727002967
2019,820348,H,0.3333333333,0.031120332
2019,820349,H,1.0,0.0042372881
2019,820352,H,0.5176470588,0.1075949367
2019,820388,H,0.0,0.0021645022
2019,820LEA,,0.4951456311,0.04181892
2019,821308,H,0.5913043478,0.1441102757
2019,821LEA,,0.5913043478,0.1441102757
2019,830343,H,0.2857142857,0.0766223612
2019,830348,H,0.2857142857,0.2210526316
2019,830LEA,,0.2857142857,0.0932711526
2019,840302,H,0.5833333333,0.0310880829
2019,840332,H,0.3333333333,0.025728988
2019,840356,H,0.5789473684,0.0369649805
2019,840368,H,0.7142857143,0.0378890392
2019,840LEA,,0.5810810811,0.0298869144
2019,84B000,T,0.5990338164,0.475862069
2019,850332,H,0.3,0.0977198697
2019,850352,H,0.6111111111,0.1093117409
2019,850358,H,0.6279069767,0.0505882353
2019,850LEA,,0.5433070866,0.0673382821
2019,860316,H,0.4421052632,0.167844523
2019,860336,H,0.3571428571,0.0697384807
2019,860352,H,0.4520547945,0.1033994334
2019,860LEA,,0.4241071429,0.0939597315
2019,861308,H,0.453125,0.1849710983
2019,861LEA,,0.453125,0.1849710983
2019,862312,H,0.8636363636,0.1266794626
2019,862LEA,,0.8636363636,0.1266794626
2019,86T000,A,0.5,0.1764705882
2019,870314,H,0.5882352941,0.0973282443
2019,870LEA,,0.5882352941,0.091561939
2019,880308,H,0.7469879518,0.1178977273
2019,880328,H,0.4166666667,0.0769230769
2019,880LEA,,0.6728971963,0.097538742
2019,900311,H,0.8036951501,0.2383048982
2019,900316,H,0.3018867925,0.115092291
2019,900336,H,0.4117647059,0.0816522574
2019,900342,H,0.572519084,0.1530373832
2019,900344,H,0.4693877551,0.1786690975
2019,900348,H,0.7912087912,0.1365341335
2019,900360,H,0.4647887324,0.196268141
2019,900366,H,0.6578947368,0.3518518519
2019,900377,H,0.7342995169,0.4082840237
2019,900393,H,0.8191304348,0.3280091272
2019,900LEA,,0.6758530184,0.217901058
2019,90A000,A,0.5396825397,0.2571428571
2019,910370,H,0.0,0.0215264188
2019,910LEA,,0.0,0.0161645849
2019,91A000,A,0.4444444444,0.1179039301
2019,91B000,A,0.3375,0.4692082111
2019,920316,H,0.6987012987,0.3748782863
2019,920317,H,0.7111959288,0.3234567901
2019,920318,H,0.7211895911,0.2695390782
2019,920348,H,0.6489361702,0.2834170854
2019,920368,H,0.7186932849,0.2486462094
2019,920386,H,0.3823529412,0.298245614
2019,920391,M,1.0,
2019,920411,H,0.3757961783,0.1254996003
2019,920412,H,0.8184383819,0.4408958938
2019,920428,H,0.6057692308,0.2359346642
2019,920436,H,0.2664974619,0.1703415478
2019,920441,H,0.8287337662,0.442687747
2019,920445,H,0.6068866571,0.3767567568
2019,920455,H,0.5994358251,0.3368171021
2019,920466,H,0.2961538462,0.1633165829
2019,920473,H,0.762611276,0.2687400319
2019,920495,H,0.6983154671,0.322150962
2019,920500,H,0.4799357945,0.2702819957
2019,920518,H,0.1904761905,0.1883408072
2019,920526,H,0.7960275019,0.4653394952
2019,920546,H,0.3808219178,0.1661356395
2019,920552,H,0.6215384615,0.1776927283
2019,920556,H,1.0,0.0108695652
2019,920561,H,0.1964285714,0.0771349862
2019,920562,H,0.3313953488,0.1162162162
2019,920581,H,0.256097561,0.2222222222
2019,920582,H,0.6949152542,0.233201581
2019,920585,T,0.8,0.0381679389
2019,920586,T,0.6222222222,0.306122449
2019,920588,H,0.577092511,0.199122807
2019,920595,H,0.4907407407,0.2337662338
2019,920LEA,,0.6523020258,0.2765385321
2019,92F000,A,0.723880597,0.2637795276
2019,92G000,A,0.5818181818,0.1549295775
2019,92K000,H,0.9256965944,0.5767857143
2019,92P000,T,0.5576923077,0.1516034985
2019,92T000,A,0.7534246575,0.313304721
2019,92U000,H,0.5909090909,0.1976047904
2019,930700,H,0.5,0.0148148148
2019,930LEA,,0.5,0.0034305317
2019,950336,H,0.7123287671,0.2607142857
2019,950338,H,0.0,0.0038022814
2019,950LEA,,0.7098976109,0.2118582791
2019,960324,H,0.3977272727,0.0791366906
2019,960330,H,0.0761904762,0.1118210863
2019,960335,H,0.0,0.0296296296
2019,960360,M,1.0,
2019,960372,H,1.0,0.0020533881
2019,960380,H,0.2272727273,0.021194605
2019,960386,H,0.0909090909,0.0161764706
2019,960488,A,1.0,0.0142857143
2019,960700,T,0.3636363636,0.0411985019
2019,960LEA,,0.21875,0.0473635523
2019,970320,H,0.0476190476,0.0450643777
2019,970356,H,0.3142857143,0.0583333333
2019,970388,H,0.5593220339,0.087797619
2019,970390,H,0.3636363636,0.1754601227
2019,970LEA,,0.3759689922,0.0926058866
2019,980318,H,0.3548387097,0.0426997245
2019,980336,H,0.54,0.0885739593
2019,980342,H,0.417218543,0.1286201022
2019,980LEA,,0.4539007092,0.0817391304
2019,98B000,A,0.15625,0.3575418994
2019,990322,H,0.4761904762,0.0774907749
2019,990326,H,0.6,0.0189753321
2019,990LEA,,0.4931506849,0.0463786531
2019,995330,A,0.7567567568,0.0565749235
2019,995LEA,,0.7567567568,0.0565749235
2019,NC-SEA,,0.560022983,0.1655440604
