year,agency_code,category_code,agency_level,lea_code,designation_type,name,county,street_addr,stree_addr2,city,state,zip,phone,grade_span,school_type,calendar_type,url,super_name,title_i,esea,stem,purple_star,street_addr2
2019,020328,E,SCH,020LEA,P,Taylorsville Elementary,Alexander,100 7th Street SW,,Taylorsville,NC,28681.0,828-632-3072,P3:05,Regular School,Traditional,http://www.alexander.k12.nc.us/taylorsville,,Y,,,,
2019,020330,M,SCH,020LEA,P,West Alexander Middle,Alexander,85 Bulldog Lane,,Taylorsville,NC,28681.0,828-495-4611,6:08,Regular School,Traditional,http://www.alexander.k12.nc.us/westalexander,,,,,,
2019,020332,E,SCH,020LEA,P,Wittenburg Elementary,Alexander,7300 Church Road,,Taylorsville,NC,28681.0,828-632-2395,P3:05,Regular School,Traditional,http://www.alexander.k12.nc.us/wittenburg,,Y,,,,
2019,030304,H,SCH,030LEA,P,Alleghany High,Alleghany,404 Trojan Avenue,,Sparta,NC,28675.0,336-372-4554,9:12,Regular School,Traditional,http://www.alleghany.k12.nc.us/ahs,,,,,,
2019,030308,I,SCH,030LEA,P,Glade Creek Elementary,Alleghany,32 Glade Creek Sch Road,,Ennice,NC,28623.0,336-657-3388,PK:08,Regular School,Traditional,http://www.alleghany.k12.nc.us/gcs,,Y,,,,
2019,030316,I,SCH,030LEA,P,Piney Creek Elementary,Alleghany,559 Piney Creek Sch Road,,Piney Creek,NC,28663.0,336-359-2988,PK:08,Regular School,Traditional,http://www.alleghany.k12.nc.us/pcs,,Y,,,,
2019,030320,I,SCH,030LEA,P,Sparta Elementary,Alleghany,450 N Main Street,,Sparta,NC,28675.0,336-372-8546,PK:08,Regular School,Traditional,http://www.alleghany.k12.nc.us./ses,,Y,,,,
2019,040304,H,SCH,040LEA,P,Anson Co. Early College High,Anson,177 Ledbetter Street,,Polkton,NC,28135.0,704-272-5396,9:13,Regular School,Traditional,http://www.ansonschools.org,,,,,,
2019,040305,T,SCH,040LEA,P,Anson Academy,Anson,118 N. Ashe Street,,Wadesboro,NC,28170.0,704-694-7447,7:12,Alternative School,Traditional,http://www.ansonschools.org,,,,,,
2019,040306,H,SCH,040LEA,P,Anson High School,Anson,96 Anson High School Road,,Wadesboro,NC,28170.0,704-694-9301,9:12,Regular School,Traditional,http://ahs.ansonschools.org/home.aspx,,,,,,
2019,040308,E,SCH,040LEA,P,Ansonville Elementary,Anson,9104 Hwy 52 N,,Ansonville,NC,28007.0,704-826-8337,KG:05,Regular School,Traditional,http://aes.ansonschools.org/home.aspx,,Y,,,,
2019,040309,M,SCH,040LEA,P,Anson Middle,Anson,832 US Hwy 52 N,,Wadesboro,NC,28170.0,704-694-3945,6:08,Regular School,Traditional,http://ams.ansonschools.org/home.aspx,,,,,,
2019,040311,E,SCH,040LEA,P,Wadesboro Primary,Anson,1542 Hwy 52 S,,Wadesboro,NC,28170.0,704-694-4423,KG:03,Regular School,Traditional,http://wps.ansonschools.org/home.aspx,,Y,,,,
2019,040316,E,SCH,040LEA,P,Lilesville Elementary,Anson,121 Camden Street,,Lilesville,NC,28091.0,704-848-4975,KG:05,Regular School,Traditional,http://les.ansonschools.org/home.aspx,,Y,,,,
2019,040324,E,SCH,040LEA,P,Morven Elementary,Anson,6715 Hwy 52 S,,Morven,NC,28119.0,704-851-9306,KG:05,Regular School,Traditional,http://mes.ansonschools.org/home.aspx,,Y,,,,
2019,040328,E,SCH,040LEA,P,Peachland-Polkton Elem,Anson,9633 Hwy 74 W,,Peachland,NC,28133.0,704-272-8061,KG:05,Regular School,Traditional,http://ppes.ansonschools.org/home.aspx,,Y,,,,
2019,040330,E,SCH,040LEA,P,Wadesboro Elementary,Anson,321 Camden Road,,Wadesboro,NC,28710.0,704-694-9383,4:05,Regular School,Traditional,http://wes.ansonschools.org/home,,Y,,,,
2019,049,A,SCH,CH,C,Pine Lake Preparatory,Iredell,104 Yellow Wood Circle,,Mooresville,NC,28115.0,704-237-5304,KG:12,Regular School,Traditional,www.pinelakeprep.org,Mr Andrew Moceri,,,,,
2019,050302,H,SCH,050LEA,P,Ashe County High,Ashe,184 Campus Drive,,West Jefferson,NC,28694.0,336-846-2400,9:12,Regular School,Traditional,http://www.ashe.k12.nc.us/achs/web/home/index.htm,,,,,,
2019,050303,H,SCH,050LEA,P,Ashe County Early College High,Ashe,363 Campus Dr,,West Jefferson,NC,28694.0,336-846-1881,9:10,Regular School,Traditional,,,,,,,
2019,050305,M,SCH,050LEA,P,Ashe County Middle,Ashe,255 Northwest Lane,,Warrensville,NC,28693.0,336-384-3591,7:08,Regular School,Traditional,http://ashemiddle.ashe.k12.nc.us/,,,,,,
2019,050310,E,SCH,050LEA,P,Blue Ridge Elementary,Ashe,5778 NC Hwy 88 W,,Warrensville,NC,28693.0,336-384-4500,KG:06,Regular School,Traditional,http://www.ashe.k12.nc.us/bres2/web/home.htm,,Y,,,,
2019,050330,E,SCH,050LEA,P,Mountain View Elementary,Ashe,2789 Hwy 221 N,,Jefferson,NC,28640.0,336-982-4200,PK:06,Regular School,Traditional,http://www.ashe.k12.nc.us/mves/web/home.htm,,Y,,,,
2019,050335,E,SCH,050LEA,P,Westwood Elementary,Ashe,4083 US Hwy 221S,,West Jefferson,NC,28694.0,336-877-2921,KG:06,Regular School,Traditional,,,Y,,,,
2019,060302,H,SCH,060LEA,P,Avery County High,Avery,401 Avery County High School R,,Newland,NC,28657.0,828-733-0151,9:12,Regular School,Traditional,http://www.averyschools.net/schools/ahs.aspx,,,,,,
2019,060304,E,SCH,060LEA,P,Banner Elk Elementary,Avery,155 Orchard Lane,,Banner Elk,NC,28604.0,828-737-5700,P2:05,Regular School,Traditional,http://www.averyschools.net/schools/bes.aspx,,Y,,,,
2019,060310,M,SCH,060LEA,P,Cranberry Middle,Avery,6230 North US Highway 19E,,Elk Park,NC,28622.0,828-733-2932,6:08,Regular School,Traditional,http://www.averyschools.net/schools/cms.aspx,,Y,,,,
2019,060316,E,SCH,060LEA,P,Crossnore Elementary,Avery,1000 Walt Clark Road,,Crossnore,NC,28616.0,828-737-7204,P3:05,Regular School,Traditional,http://www.averyschools.net/schools/ces.aspx,,Y,,,,
2019,060318,M,SCH,060LEA,P,Avery Middle,Avery,102 Old Montezuma Road,,Newland,NC,28657.0,828-733-0145,6:08,Regular School,Traditional,http://www.averyschools.net/schools/ams.aspx,,Y,,,,
2019,060322,E,SCH,060LEA,P,Freedom Trail Elementary,Avery,6110 North US Hwy 19E,,Elk Park,NC,28622.0,828-733-2932,P3:05,Regular School,Traditional,http://www.averyschools.net/schools,,Y,,,,
2019,060328,E,SCH,060LEA,P,Newland Elementary,Avery,750 Linville Street,,Newland,NC,28657.0,828-733-4911,P2:05,Regular School,Traditional,http://www.averyschools.net/schools/nes.aspx,,Y,,,,
2019,060332,E,SCH,060LEA,P,Riverside Elementary,Avery,8020 US 19E Hwy South,,Newland,NC,28657.0,828-737-5600,P3:05,Regular School,Traditional,http://www.averyschools.net/schools,,Y,,,,
2019,060334,T,SCH,060LEA,P,Blue Ridge Academy,Avery,76 Old Montezuma Rd,,Newland,NC,28657.0,828-737-6011,6:12,Alternative School,Traditional,,,,,,,
2019,060700,H,SCH,060LEA,P,Avery High STEM Academy,Avery,401 Avery County High School R,,Newland,NC,28657.0,828-733-0151,9:12,Regular School,Traditional,http://www.averyschools.net/schools/ams.aspx,,,,,,
2019,060701,H,SCH,060LEA,P,Avery High Viking Academy,Avery,401 Avery County High School R,,Newland,NC,28657.0,828-733-0151,9,Regular School,Traditional,,,,,,,
2019,06A000,A,SCH,CH,C,Grandfather Academy,Avery,64 Grandfather Home Drive,,Banner Elk,NC,28604.0,828-897-4500,1:12,Regular School,Traditional,64 Grandfather Home Dr,Mr Matthew Gaunt,Y,,,,
2019,06B000,A,SCH,CH,C,Marjorie Williams Academy,Avery,129 Allen Circle,,Crossnore,NC,28616.0,828-733-5241,KG:12,Regular School,Traditional,http://www.williamsacademy.org/,Dr Cyndi Austin,Y,,,,
2019,070302,E,SCH,070LEA,P,Eastern Elementary,Beaufort,947 Hudnell Street,,Washington,NC,27889.0,252-946-1611,P3:01,Regular School,Traditional,http://beaufort.ees.schoolfusion.us/,,Y,,,,
2019,070308,I,SCH,070LEA,P,Bath Elementary,Beaufort,110 S King Street,,Bath,NC,27808.0,252-923-3251,KG:08,Regular School,Traditional,http://beaufort.bath.schoolfusion.us/,,Y,,,,
2019,070310,T,SCH,070LEA,P,B C Ed Tech Center,Beaufort,5700 NC Highway 33 East,,Washington,NC,27817.0,252-946-5382,6:12,Alternative School,Traditional,http://beaufort.etc.schoolfusion.us/,,,,,,
2019,070311,H,SCH,070LEA,P,Beaufort Co Early College High,Beaufort,5337 Hwy 264 East,B,Washington,NC,27889.0,252-940-6227,9:13,Regular School,Traditional,https://www.beaufort.k12.nc.us/schools/early-college-high-school,,,,,,Building 10
2019,070325,M,SCH,070LEA,P,Chocowinity Middle,Beaufort,3831 US HWY 17 S,,Chocowinity,NC,27817.0,252-946-6191,5:08,Regular School,Traditional,http://beaufort.cms.schoolfusion.us/,,Y,,,,
2019,070326,E,SCH,070LEA,P,Chocowinity Primary,Beaufort,606 Gray Road,,Chocowinity,NC,27817.0,252-946-3881,P2:04,Regular School,Traditional,http://beaufort.cps.schoolfusion.us/,,Y,,,,
2019,070327,E,SCH,070LEA,P,John C Tayloe Elementary,Beaufort,910 Tarboro Street,,Washington,NC,27889.0,252-946-3350,2:03,Regular School,Traditional,http://beaufort.jct.schoolfusion.us/,,Y,,,,
2019,070328,E,SCH,070LEA,P,John Small Elementary,Beaufort,4103 North Market Street Ext,,Washington,NC,27889.0,252-946-3941,4:05,Regular School,Traditional,http://beaufort.jss.schoolfusion.us/,,Y,,,,
2019,070329,I,SCH,070LEA,P,Northeast Elementary,Beaufort,21000 US Hwy 264 East,,Pinetown,NC,27865.0,252-943-6545,P2:08,Regular School,Traditional,http://beaufort.nes.schoolfusion.us/,,Y,,,,
2019,070330,H,SCH,070LEA,P,Northside High,Beaufort,7868 Free Union Church Road,,Pinetown,NC,27865.0,252-943-6341,9:12,Regular School,Traditional,http://beaufort.nhs.schoolfusion.us/,,,,,,
2019,070338,M,SCH,070LEA,P,P S Jones Middle,Beaufort,4105 N Market Street Ext,,Washington,NC,27889.0,252-946-0874,6:08,Regular School,Traditional,http://beaufort.psj.schoolfusion.us/,,,,,,
2019,070339,H,SCH,070LEA,P,Southside High,Beaufort,5700 Hwy 33 East,,Chocowinity,NC,27817.0,252-940-1881,9:12,Regular School,Traditional,http://beaufort.shs.schoolfusion.us/,,,,,,
2019,070340,I,SCH,070LEA,P,S W Snowden Elementary,Beaufort,693 North 7th Street,,Aurora,NC,27806.0,252-322-5351,PK:08,Regular School,Traditional,http://beaufort.sws.schoolfusion.us/,,Y,,,,
2019,070342,H,SCH,070LEA,P,Washington High,Beaufort,400 Slatestone Road,,Washington,NC,27889.0,252-946-0858,9:12,Regular School,Traditional,http://beaufort.whs.schoolfusion.us/,,,,,,
2019,07A000,A,SCH,CH,C,Washington Montessori,Beaufort,2330 Old Bath Hwy,,Washington,NC,27889.0,252-946-1977,KG:12,Regular School,Traditional,http://wmpcs.org,Mr Austin Smigel,,,,,
2019,080311,H,SCH,080LEA,P,Bertie Early College High,Bertie,819 Governors Road,,Windsor,NC,27983.0,252-794-2150,9:13,Regular School,Traditional,http://www.bec.bertie.k12.nc.us,,Y,,,,
2019,080312,H,SCH,080LEA,P,Bertie High,Bertie,716 US Hwy 13 North,,Windsor,NC,27983.0,252-794-3034,9:12,Regular School,Traditional,http://www.bhs.bertie.k12.nc.us,,Y,,,,
2019,080314,M,SCH,080LEA,P,Bertie Middle,Bertie,652 US Hwy 13 North,,Windsor,NC,27983.0,252-794-2143,6:08,Regular School,Traditional,http://www.bms.bertie.k12.nc.us,,Y,,,,
2019,080348,E,SCH,080LEA,P,Aulander Elementary,Bertie,2515 NC Highway 305 North,,Aulander,NC,27805.0,252-345-3211,P3:05,Regular School,Year Round,http://www.aes.bertie.k12.nc.us,,Y,,,,
2019,080356,E,SCH,080LEA,P,West Bertie Elementary,Bertie,3734 Governors Road,,Kelford,NC,27847.0,252-344-7621,P3:05,Regular School,Traditional,http://www.wbes.bertie.k12.nc.us,,Y,,,,
2019,080360,E,SCH,080LEA,P,Colerain Elementary,Bertie,202 N Academy Street,,Colerain,NC,27924.0,252-356-4714,P3:05,Regular School,Traditional,http://www.ces.bertie.k12.nc.us,,Y,,,,
2019,080362,E,SCH,080LEA,P,Windsor Elementary,Bertie,104 Cooper Hill Road,,Windsor,NC,27983.0,252-794-5221,P3:05,Regular School,Traditional,http://www.wes.bertie.k12.nc.us,,Y,,,,
2019,08A000,I,SCH,CH,C,Three Rivers Academy,Bertie,503 East Main Street,,Powellsville,NC,27967.0,252-513-1990,KG:07,Regular School,Traditional,http://www.Threeriversacademy.net,Melissa Grimes,Y,,,,
2019,090315,M,SCH,090LEA,P,Bladenboro Middle,Bladen,910 South Main Street,,Bladenboro,NC,28320.0,910-863-3232,5:08,Regular School,Traditional,http://www.bladen.k12.nc.us,,Y,,,,
2019,090317,E,SCH,090LEA,P,Bladenboro Primary,Bladen,312 Old Whiteville Road,,Bladenboro,NC,28320.0,910-863-3387,PK:04,Regular School,Traditional,http://www.bladen.k12.nc.us,,Y,,,,
2019,090318,E,SCH,090LEA,P,Bladen Lakes Primary,Bladen,9554 Johnsontown Road,,Elizabethtown,NC,28337.0,910-247-4608,PK:04,Regular School,Traditional,http://www.bladen.k12.nc.us,,Y,,,,
2019,090320,M,SCH,090LEA,P,Clarkton School of Discovery,Bladen,10000 North College Street,,Clarkton,NC,28433.0,910-647-6531,5:08,Regular School,Traditional,http://www.bladen.k12.nc.us/csd/index.htm,,Y,,,,
2019,090324,E,SCH,090LEA,P,Dublin Primary,Bladen,7048 Albert Street,,Dublin,NC,28332.0,910-862-2202,PK:04,Regular School,Traditional,http://www.bladen.k12.nc.us/dublin/Dublin.htm,,Y,,,,
2019,090328,E,SCH,090LEA,P,East Arcadia Elementary,Bladen,21451 NC Hwy 87 East,,Riegelwood,NC,28456.0,910-247-4609,PK:04,Regular School,Traditional,http://www.bladen.k12.nc.us,,Y,,,,
2019,090330,H,SCH,090LEA,P,East Bladen High,Bladen,5600 NC Hwy 87 East,,Elizabethtown,NC,28337.0,910-247-4610,9:12,Regular School,Traditional,http://www.bladen.k12.nc.us,,,,,,
2019,090332,M,SCH,090LEA,P,Elizabethtown Middle,Bladen,1496 Hwy 701 South,,Elizabethtown,NC,28337.0,910-862-4071,5:08,Regular School,Traditional,www.bladen.k12.nc.us,,Y,,,,
2019,090333,E,SCH,090LEA,P,Elizabethtown Primary,Bladen,301 Mercer Road,,Elizabethtown,NC,28337.0,910-862-3380,P3:04,Regular School,Traditional,http://www.bladen.k12.nc.us,,Y,,,,
2019,090352,E,SCH,090LEA,P,Plain View Primary,Bladen,1963 Chicken Foot Road,,Tar Heel,NC,28392.0,910-862-2371,PK:04,Regular School,Traditional,http://www.bladen.k12.nc.us,,Y,,,,
2019,090365,M,SCH,090LEA,P,Tar Heel Middle,Bladen,14888 Hwy 87 West,,Tar Heel,NC,28392.0,910-862-2475,5:08,Regular School,Traditional,http://www.bladen.k12.nc.us,,Y,,,,
2019,090368,H,SCH,090LEA,P,West Bladen High,Bladen,1600 NC Hwy 410,,Bladenboro,NC,28320.0,910-862-2130,9:12,Regular School,Traditional,www.bladen.k12.nc.us,,,,,,
2019,090376,H,SCH,090LEA,P,Bladen Early College,Bladen,7418 NC Highway 41 West,P,Dublin,NC,28332.0,910-876-6654,9:10,Regular School,Traditional,http://www.bladen.k12.nc.us,,,,,,Parker Building
2019,092,I,SCH,CH,C,Sterling Montessori Academy,Wake,202 Treybrooke Drive,,Morrisville,NC,27560.0,919-462-8889,P3:08,Regular School,Traditional,www.sterlingmontessori.org/,Josie Spreher,,,,,
2019,09A000,T,SCH,CH,C,Paul R Brown Leadership Academy,Bladen,1360 Martin L King Jr Dr,,Elizabethtown,NC,28337.0,910-862-2965,6:12,Regular School,Traditional,http://www.paulrbrownleadership.com/,Mr Roland Mckoy,Y,,,,
2019,09B000,I,SCH,CH,C,Emereau: Bladen,Bladen,995 Airport Rd,,Elizabethtown,NC,28337.0,910-247-6595,KG:07,Regular School,Year Round,www.emereau.org,Mrs Carla Fisher,Y,,,,
2019,100302,E,SCH,100LEA,P,Belville Elementary,Brunswick,575 River Road,,Leland,NC,28451.0,910-371-0601,KG:05,Regular School,Traditional,http://www.bcswan.net/education/school/school.php?sectionid=3,,Y,,,,
2019,100304,E,SCH,100LEA,P,Bolivia Elementary,Brunswick,4036 Business Hwy 17-E,,Bolivia,NC,28422.0,910-253-6516,KG:05,Regular School,Traditional,http://www.bcswan.net/BOL,,Y,,,,
2019,100307,H,SCH,100LEA,P,Brunswick County Early College,Brunswick,50 College Road NE,,Bolivia,NC,28422.0,910-754-8565,9:13,Regular School,Modified,http://www.bcswan.net/ECHS,,,,Y,,
2019,100308,T,SCH,100LEA,P,The COAST,Brunswick,1109 Old Ocean Highway,,Bolivia,NC,28422.0,910-754-9593,6:12,Alternative School,Traditional,http://www.bcswan.net/education/school/school.php?sectionid=5,,,,,,
