agency_code,pct_att
780320,93.6
780322,93.9
780324,91.7
780325,91.2
780326,92.7
780328,95.8
780329,94.9
780330,93.3
780336,93.3
780340,93.2
780341,91.3
780342,89.1
780344,94.1
780352,91.0
780356,91.4
780360,93.8
780364,92.6
780368,92.1
780374,93.1
780376,93.7
780384,93.5
780385,99.5
780390,94.5
780391,90.5
780392,94.5
780393,92.6
780394,93.9
780396,95.8
780398,94.0
780400,94.2
780401,93.4
780402,92.7
780403,93.4
780407,94.5
780408,93.1
780410,93.8
780412,94.9
780416,93.3
780417,92.0
780418,93.3
780420,88.3
78A000,95.6
78B000,95.8
790302,95.0
790310,96.1
790314,91.4
790318,95.3
790322,93.8
790327,95.5
790330,92.6
790334,94.3
790344,93.8
790347,93.4
790350,94.1
790354,90.7
790358,94.0
790362,95.9
790366,90.8
790374,94.2
790378,93.4
790379,94.3
790380,94.0
790386,95.1
790390,94.5
790392,87.2
790394,93.5
790398,94.7
790402,94.7
79A000,93.9
800308,65.8
800312,95.7
800314,94.2
800315,95.4
800316,95.1
800320,95.3
800324,95.1
800328,94.2
800340,92.2
800346,93.0
800347,94.1
800348,95.5
800352,95.2
800356,95.6
800358,95.7
800359,94.6
800360,94.3
800361,93.7
800362,95.7
800363,94.7
800364,95.5
800366,95.0
800368,94.4
800372,95.5
800373,94.5
800376,89.2
800377,94.4
800392,95.2
800394,99.6
800396,91.7
800398,94.7
800400,89.6
800408,93.4
800410,94.3
800412,95.1
810324,92.9
810326,93.9
810328,94.3
810336,94.7
810340,93.5
810342,94.2
810344,94.4
810350,94.5
810360,94.9
810364,93.5
810370,94.9
810378,94.6
810384,92.5
810385,97.8
810386,76.7
810388,95.3
810396,94.6
810400,94.7
81A000,95.5
81B000,95.0
820312,95.2
820320,95.7
820324,96.1
820340,95.7
820346,94.5
820347,94.8
820348,90.6
820349,93.3
820350,100.0
820352,95.5
820354,94.2
820364,97.1
820370,93.8
820372,93.4
820376,94.1
820384,94.4
820385,96.1
820388,93.0
821304,95.7
821308,94.5
821316,94.5
821320,95.9
821330,95.6
830304,94.3
830312,94.4
830316,78.6
830320,94.7
830328,95.0
830336,94.4
830343,93.9
830348,98.9
830349,94.4
830356,94.4
830360,94.0
830364,94.8
840302,93.1
840303,94.2
840304,95.7
840308,95.2
840310,95.1
840312,96.6
840316,94.9
840320,95.3
840324,94.7
840328,95.5
840332,94.7
840336,94.2
840342,96.4
840344,96.1
840350,95.4
840356,94.4
840358,95.2
840360,94.6
840361,97.6
840368,95.2
840370,82.1
84B000,97.5
850304,93.6
850312,94.7
850314,95.2
850316,93.8
850320,95.7
850324,82.1
850328,94.4
850332,93.9
850336,95.6
850338,93.9
850340,95.0
850342,94.0
850348,95.2
850350,94.4
850352,95.0
850354,94.3
850356,94.8
850358,94.7
850360,98.3
860302,94.6
860306,94.8
860308,95.4
860312,95.9
860316,93.8
860320,94.1
860324,94.5
860326,95.6
860330,95.0
860332,95.0
860336,91.3
860339,95.6
860340,94.7
860344,96.0
860348,95.6
860352,93.8
860354,97.3
860356,94.3
860360,96.1
861304,98.9
861308,95.7
861312,96.2
862308,94.4
862310,94.1
862312,95.9
862316,95.2
86T000,97.6
870314,91.2
870318,93.5
870320,91.7
870324,93.9
87A000,93.8
880304,94.1
880308,95.8
880312,94.5
880318,95.5
880320,82.4
880324,95.5
880328,92.4
880330,93.9
880336,94.6
88A000,95.1
890304,93.5
890306,95.7
890308,95.8
900302,97.1
900303,96.8
900304,96.3
900305,96.0
900306,94.7
900307,97.8
900308,94.8
900310,96.5
900311,95.8
900312,95.5
900314,94.1
900316,93.7
900318,95.3
900320,95.9
900328,96.4
900332,95.4
900334,96.9
900336,91.5
900340,95.9
900341,95.7
900342,94.5
900343,94.8
900344,93.7
900346,94.6
900347,96.1
900348,95.0
900350,94.8
900351,97.4
900352,95.7
900353,98.5
900354,95.6
900356,96.8
900358,96.0
900360,94.5
900362,96.0
900363,95.9
900364,97.3
900365,89.0
900366,95.9
900367,98.1
900368,96.0
900370,95.8
900372,95.7
900376,96.9
900377,96.4
900378,97.1
900380,96.5
900384,95.8
900388,95.6
900391,98.3
900392,96.7
900393,96.5
90A000,95.4
90B000,98.0
90C000,95.4
910304,95.3
910308,93.3
910311,94.1
910314,93.8
910316,90.5
910320,88.9
910340,92.4
910346,92.8
910356,95.8
910360,93.2
910364,90.9
910368,88.7
910370,90.7
910376,92.6
910380,93.9
910382,97.1
910384,95.0
91A000,97.1
91B000,96.2
920302,95.7
920303,96.6
920304,95.6
920306,95.6
920307,96.8
920308,95.9
920312,95.7
920316,95.3
920317,95.5
920318,92.8
920320,95.3
920324,85.1
920325,95.2
920326,95.7
920327,95.8
920328,96.5
920329,94.8
920332,95.5
920334,95.5
920336,95.7
920340,96.0
920342,96.2
920344,95.7
920348,93.6
920352,95.6
920356,95.6
920358,95.9
920360,95.0
920362,95.9
920364,95.7
920368,94.8
920369,96.3
920370,94.8
920376,95.8
920380,96.4
920381,91.1
920384,95.0
920386,95.7
920388,95.2
920390,96.8
920391,96.5
920393,95.3
920394,94.4
920396,95.5
920398,95.4
920399,94.1
920400,94.9
920402,94.9
920403,95.6
920404,95.3
920408,94.6
920410,94.7
920411,93.3
920412,95.7
920413,95.6
920414,95.9
920415,95.6
920416,95.9
920417,95.5
920420,95.1
920424,94.7
920428,93.8
920436,92.9
920438,91.2
920439,96.6
920440,95.7
920441,96.8
920442,96.1
920443,96.9
920444,95.1
920445,95.3
920446,96.1
920447,96.0
920448,96.6
920449,96.3
920450,95.4
920451,96.1
920452,97.3
920453,96.4
920454,96.0
920455,94.8
920456,96.3
920457,95.8
920458,94.9
920459,96.5
920460,95.9
920464,95.6
920466,91.6
920467,95.8
920468,96.1
920469,95.2
920470,95.4
920471,95.4
920472,96.2
920473,94.8
920474,95.9
920476,95.6
920480,95.9
920484,95.9
920488,95.8
920492,94.9
920494,95.6
920495,94.5
920496,94.8
920500,93.8
920501,96.9
920502,96.6
920504,96.7
920506,95.0
920508,93.3
920512,95.2
920514,95.5
920516,95.6
920518,95.9
920520,95.8
920521,95.7
920522,95.9
920523,96.8
920524,96.9
920525,96.6
920526,96.4
920528,87.0
920529,96.3
920530,95.9
920531,95.9
920532,96.0
920533,95.5
920536,96.0
920540,96.0
920542,95.3
920543,95.6
920544,95.9
920545,94.9
920546,94.7
920547,94.5
920548,95.6
920549,94.9
920550,95.6
920551,96.2
920552,94.8
920554,95.8
920556,89.2
920557,96.3
920560,95.7
920562,92.5
920564,95.8
920568,95.7
920569,96.7
920570,95.5
920571,95.8
920572,95.8
920576,95.7
920580,95.3
920581,95.7
920582,99.2
920583,98.4
920584,95.1
920585,97.2
920586,97.7
920588,94.1
920592,94.8
920593,95.6
920594,95.3
920595,94.2
920596,95.7
920597,95.1
920598,96.2
920599,94.9
920600,95.7
920601,95.1
920604,96.5
920606,95.8
920607,95.0
920608,94.3
920614,97.6
920616,95.5
920618,96.0
920620,95.7
920624,96.0
920626,95.3
920628,95.8
920632,94.9
920636,94.3
92B000,96.0
92D000,97.3
92E000,96.0
92F000,96.2
92G000,95.9
92K000,93.4
92L000,91.7
92M000,94.2
92N000,100.0
92P000,99.7
92Q000,93.2
92R000,95.8
92S000,96.7
92T000,95.3
92U000,93.7
92V000,96.1
92W000,96.0
92Y000,95.6
930330,93.1
930340,92.1
930344,93.2
930348,93.4
930352,91.1
930354,91.4
930360,96.2
930700,93.1
93A000,92.1
93J000,92.5
93L000,66.5
93M000,100.0
93N000,96.2
940306,94.3
940308,94.2
940314,96.0
940316,91.7
940328,95.0
940330,93.3
94Z000,96.9
950308,95.3
950312,94.6
950316,95.4
950320,94.6
950322,95.1
950324,95.4
950328,96.3
950332,94.2
950336,94.8
950338,95.5
95A000,95.2
960312,93.0
960314,93.8
960316,95.9
960318,92.3
960324,94.7
960326,93.2
960329,94.4
960330,94.2
960331,95.0
960332,90.2
960334,94.8
960335,92.8
960336,93.9
960338,94.6
960340,98.5
960344,95.7
960348,94.3
960360,93.3
960370,94.4
960372,95.4
960374,93.4
960380,92.8
960382,95.5
960386,93.2
960387,95.4
960388,95.7
960390,92.5
960450,94.8
960454,95.1
960488,84.8
960490,99.2
960700,97.6
96C000,92.1
96F000,95.0
970308,95.1
970310,95.3
970312,95.5
970315,95.2
970320,95.0
970322,95.9
970337,95.2
970340,96.2
970344,96.0
970348,94.9
970352,94.5
970356,94.0
970358,95.2
970360,94.7
970368,95.5
970370,95.2
970376,96.4
970388,95.8
970389,95.2
970390,95.1
970392,95.9
970393,97.8
97D000,100.0
980306,83.1
980308,94.9
980317,93.6
980318,92.0
980320,97.5
980324,94.9
980336,93.5
980338,94.9
980340,94.8
980342,93.2
980344,95.2
980348,94.7
980352,97.6
980356,95.7
980357,96.9
980360,98.1
980364,98.4
980380,95.8
980384,95.6
980388,94.4
980390,93.3
980392,97.0
980396,97.9
980397,96.7
980398,98.0
980400,94.5
98A000,94.7
98B000,97.1
990304,100.0
990308,95.7
990312,94.5
990316,95.4
990320,96.7
990321,94.7
990322,94.7
990324,95.6
990325,95.2
990326,94.9
990328,95.5
990332,98.6
990336,94.9
990340,88.9
995304,92.5
995308,93.5
995312,94.5
995316,94.9
995320,92.7
995324,94.3
995328,94.8
995330,94.1
995336,95.6
010LEA,94.0
010LEA,93.7
010LEA,93.4
010LEA,93.8
020LEA,95.8
020LEA,95.6
020LEA,95.9
030LEA,94.7
030LEA,94.8
040LEA,93.6
040LEA,93.4
040LEA,92.9
040LEA,92.0
050LEA,95.3
050LEA,95.2
050LEA,95.5
060LEA,94.6
060LEA,94.7
060LEA,94.7
060LEA,94.4
070LEA,94.4
070LEA,94.2
070LEA,94.8
070LEA,94.2
070LEA,93.9
080LEA,94.2
080LEA,94.1
080LEA,94.1
080LEA,93.4
090LEA,95.1
090LEA,95.1
090LEA,95.0
090LEA,95.1
090LEA,95.1
100LEA,93.9
100LEA,93.8
100LEA,94.2
100LEA,94.0
100LEA,93.8
110LEA,94.7
110LEA,94.7
110LEA,94.8
111LEA,94.6
111LEA,94.1
111LEA,94.6
111LEA,94.6
120LEA,95.7
120LEA,95.4
120LEA,95.4
120LEA,95.4
120LEA,94.9
130LEA,95.3
130LEA,95.2
130LEA,95.3
130LEA,94.9
132LEA,93.4
132LEA,93.8
132LEA,93.7
140LEA,94.5
140LEA,94.5
140LEA,94.7
140LEA,94.6
140LEA,94.3
150LEA,94.6
150LEA,94.7
150LEA,94.9
160LEA,94.5
160LEA,94.5
160LEA,94.5
160LEA,94.3
160LEA,94.5
160LEA,94.5
170LEA,94.1
170LEA,94.2
170LEA,93.8
180LEA,95.0
180LEA,94.8
180LEA,94.9
180LEA,94.9
180LEA,94.9
181LEA,94.6
181LEA,94.3
181LEA,94.1
181LEA,93.0
182LEA,93.9
182LEA,94.2
182LEA,94.1
182LEA,94.4
190LEA,95.5
190LEA,95.4
190LEA,95.6
190LEA,95.4
200LEA,94.2
200LEA,94.1
200LEA,94.2
200LEA,94.2
200LEA,94.0
210LEA,94.3
210LEA,94.3
210LEA,94.4
220LEA,95.3
220LEA,95.1
220LEA,95.1
230LEA,93.9
230LEA,94.5
230LEA,94.3
230LEA,94.1
230LEA,94.0
240LEA,93.5
240LEA,94.3
240LEA,94.1
240LEA,94.1
240LEA,94.0
240LEA,94.1
241LEA,94.0
241LEA,94.2
241LEA,94.3
241LEA,94.3
241LEA,94.5
250LEA,94.7
250LEA,94.8
250LEA,94.6
260LEA,94.7
260LEA,94.4
260LEA,94.4
260LEA,94.3
260LEA,94.4
270LEA,95.2
270LEA,95.7
270LEA,95.4
280LEA,93.3
280LEA,93.5
280LEA,93.5
280LEA,93.5
290LEA,95.4
290LEA,95.3
290LEA,95.2
290LEA,95.4
290LEA,95.1
291LEA,94.1
291LEA,94.8
291LEA,94.7
291LEA,94.9
292LEA,94.6
292LEA,94.6
292LEA,94.6
300LEA,94.6
300LEA,94.7
300LEA,94.7
300LEA,94.7
310LEA,94.5
310LEA,94.5
310LEA,94.3
310LEA,94.6
310LEA,93.8
320LEA,94.6
320LEA,94.2
320LEA,94.0
320LEA,94.4
320LEA,94.0
320LEA,94.5
330LEA,93.4
330LEA,93.5
330LEA,93.4
330LEA,93.5
330LEA,93.4
340LEA,93.7
340LEA,93.7
340LEA,93.4
340LEA,93.5
340LEA,93.5
340LEA,92.6
350LEA,94.1
350LEA,94.1
350LEA,94.2
360LEA,93.6
360LEA,94.3
360LEA,94.0
360LEA,93.9
360LEA,93.3
370LEA,93.6
370LEA,93.8
370LEA,93.7
380LEA,93.3
380LEA,92.8
380LEA,92.7
380LEA,93.0
390LEA,93.9
390LEA,94.4
390LEA,94.0
390LEA,94.3
390LEA,93.9
400LEA,94.8
400LEA,94.9
400LEA,94.9
410LEA,94.2
410LEA,94.5
410LEA,94.1
410LEA,94.2
410LEA,94.0
410LEA,94.6
420LEA,92.8
420LEA,93.1
420LEA,92.8
421LEA,93.9
421LEA,93.7
421LEA,93.7
422LEA,96.0
422LEA,94.9
422LEA,95.9
422LEA,96.8
430LEA,94.8
430LEA,94.8
430LEA,94.7
430LEA,94.6
440LEA,95.7
440LEA,95.5
440LEA,95.5
450LEA,95.3
450LEA,95.4
450LEA,95.2
450LEA,95.1
460LEA,92.3
460LEA,92.3
460LEA,91.8
470LEA,94.8
470LEA,94.7
470LEA,94.8
470LEA,94.8
480LEA,94.0
480LEA,93.9
480LEA,94.2
480LEA,94.1
480LEA,93.8
490LEA,95.3
490LEA,95.4
490LEA,95.2
490LEA,95.2
490LEA,94.9
491LEA,94.9
491LEA,95.0
491LEA,95.0
491LEA,95.4
500LEA,93.0
500LEA,93.2
500LEA,93.1
500LEA,93.3
500LEA,93.3
510LEA,95.4
510LEA,95.4
510LEA,95.4
510LEA,95.4
510LEA,95.4
520LEA,93.7
520LEA,93.6
520LEA,93.3
530LEA,94.7
530LEA,95.4
530LEA,95.2
530LEA,95.4
530LEA,95.7
540LEA,94.6
540LEA,94.6
540LEA,94.5
540LEA,94.5
540LEA,94.5
550LEA,94.9
550LEA,95.0
550LEA,95.0
550LEA,95.0
550LEA,94.7
560LEA,93.9
560LEA,94.4
560LEA,94.2
560LEA,94.0
560LEA,94.1
570LEA,96.4
570LEA,95.6
570LEA,96.1
580LEA,94.2
580LEA,94.2
580LEA,94.1
590LEA,94.7
590LEA,94.4
590LEA,95.0
590LEA,94.3
590LEA,94.0
600LEA,95.1
600LEA,95.2
600LEA,94.9
600LEA,95.3
600LEA,95.1
600LEA,95.0
610LEA,95.8
610LEA,95.7
610LEA,95.7
620LEA,94.2
620LEA,94.2
620LEA,94.3
620LEA,93.9
630LEA,95.1
630LEA,95.1
630LEA,95.2
630LEA,95.0
630LEA,95.1
640LEA,93.9
640LEA,94.0
640LEA,93.9
640LEA,93.8
640LEA,94.1
650LEA,94.7
650LEA,94.9
650LEA,94.8
650LEA,94.7
650LEA,94.9
650LEA,95.3
660LEA,90.1
660LEA,91.3
660LEA,90.9
660LEA,91.7
660LEA,90.9
670LEA,94.5
670LEA,94.5
670LEA,94.6
680LEA,94.9
680LEA,94.8
680LEA,94.9
680LEA,95.1
681LEA,96.1
681LEA,95.7
681LEA,95.7
681LEA,95.7
690LEA,93.6
690LEA,93.7
690LEA,93.5
700LEA,97.1
700LEA,96.6
700LEA,97.1
700LEA,96.3
710LEA,93.8
710LEA,94.0
710LEA,93.7
710LEA,94.3
710LEA,93.8
720LEA,93.8
720LEA,93.7
720LEA,93.9
730LEA,94.5
730LEA,93.8
730LEA,94.5
740LEA,95.5
740LEA,95.1
740LEA,95.1
740LEA,95.0
740LEA,95.1
750LEA,95.2
750LEA,95.4
750LEA,95.4
760LEA,95.4
760LEA,95.3
760LEA,95.3
761LEA,96.4
761LEA,96.8
761LEA,96.8
770LEA,95.1
770LEA,95.3
770LEA,95.1
770LEA,95.2
770LEA,94.6
780LEA,92.4
780LEA,92.9
780LEA,92.4
780LEA,93.5
780LEA,92.5
790LEA,93.8
790LEA,93.5
790LEA,93.4
790LEA,93.7
800LEA,93.7
800LEA,93.9
800LEA,94.0
800LEA,92.4
810LEA,93.9
810LEA,94.0
810LEA,93.9
810LEA,93.1
820LEA,94.8
820LEA,94.7
820LEA,95.5
821LEA,95.1
821LEA,95.1
821LEA,95.2
830LEA,94.5
830LEA,94.4
830LEA,94.3
830LEA,94.2
840LEA,95.1
840LEA,95.1
840LEA,95.2
840LEA,95.1
840LEA,95.2
850LEA,94.2
850LEA,94.3
850LEA,94.2
850LEA,93.7
860LEA,94.4
860LEA,94.1
860LEA,94.5
861LEA,97.5
861LEA,97.2
861LEA,97.1
862LEA,95.1
862LEA,95.1
862LEA,95.1
870LEA,93.9
870LEA,93.1
870LEA,92.9
870LEA,92.8
870LEA,92.9
880LEA,94.4
880LEA,94.6
880LEA,94.3
880LEA,95.1
890LEA,95.1
890LEA,95.2
890LEA,95.3
900LEA,95.1
900LEA,95.2
900LEA,95.0
900LEA,95.4
900LEA,95.4
910LEA,92.3
910LEA,92.3
910LEA,92.0
920LEA,95.3
920LEA,95.0
920LEA,95.4
920LEA,95.2
920LEA,95.1
930LEA,92.5
930LEA,92.3
930LEA,92.6
930LEA,92.6
940LEA,93.9
940LEA,94.0
940LEA,94.0
940LEA,94.6
950LEA,94.9
950LEA,95.1
960LEA,94.5
960LEA,94.4
960LEA,94.5
960LEA,94.4
960LEA,94.2
960LEA,94.2
970LEA,95.1
970LEA,95.2
970LEA,95.1
980LEA,94.6
980LEA,95.1
980LEA,94.7
980LEA,94.9
980LEA,93.8
990LEA,95.8
990LEA,95.9
990LEA,95.5
990LEA,96.1
990LEA,95.6
995LEA,94.5
995LEA,94.2
995LEA,94.3
995LEA,94.2
995LEA,94.2
NC-SEA,95.4
NC-SEA,94.8
NC-SEA,94.7
NC-SEA,95.4
NC-SEA,94.7
NC-SEA,95.0
